1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68
Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Opfer insgesamt - Anzahl;Opfer insgesamt maennlich- Anzahl;Opfer insgesamt weiblich- Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder bis unter 6 Jahre maennlich- Anzahl;Kinder bis unter 6 Jahre weiblich - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 6 bis unter 8 Jahre maennlich - Anzahl;Kinder 6 bis unter 8 Jahre weiblich - Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 8 bis unter 10 Jahre maennlich - Anzahl;Kinder 8 bis unter 10 Jahre weiblich - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre maennlich- Anzahl;Kinder 10 bis unter 12 Jahre weiblich - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre maennlich - Anzahl;Kinder 12 bis unter 14 Jahre weiblich - Anzahl;Kinder bis unter 14 Jahre insgesamt;Kinder bis unter 14 Jahre insgesamt maennlich;Kinder bis unter 14 Jahre insgesamt weiblich;Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 14 bis unter 16 Jahre maennlich - Anzahl;Jugendliche 14 bis unter 16 Jahre weiblich - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre maennlich - Anzahl;Jugendliche 16 bis unter 18 Jahre weiblich - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt;Jugendliche 14 bis unter 18 Jahre insgesamt - maennlich;Jugendliche 14 bis unter 18 Jahre insgesamt - weiblich;Heranwachsende 18 bis unter 21 Jahre - Anzahl;Heranwachsende 18 bis unter 21 Jahre maennlich - Anzahl;Heranwachsende 18 bis unter 21 Jahre weiblich - Anzahl;Opfer insgesamt unter 21 Jahre;Opfer insgesamt unter 21 Jahre - maennlich;Opfer insgesamt unter 21 Jahre - weiblich;Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 21 bis unter 23 Jahre maennlich - Anzahl;Erwachsene 21 bis unter 23 Jahre weiblich - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre maennlich- Anzahl;Erwachsene 23 bis unter 25 Jahre weiblich - Anzahl;Erwachsene 21 bis unter 25 Jahre;Erwachsene 21 bis unter 25 Jahre - maennlich;Erwachsene 21 bis unter 25 Jahre - weiblich;Erwachsene 25 bis unter 30 Jahre;Erwachsene 25 bis unter 30 Jahre - maennlich;Erwachsene 25 bis unter 30 Jahre - weiblich;Erwachsene 30 bis unter 40 Jahre;Erwachsene 30 bis unter 40 Jahre - maennlich;Erwachsene 30 bis unter 40 Jahre - weiblich;Erwachsene 40 bis unter 50 Jahre;Erwachsene 40 bis unter 50 Jahre - maennlich;Erwachsene 40 bis unter 50 Jahre - weiblich;Erwachsene 50 bis unter 60 Jahre;Erwachsene 50 bis unter 60 Jahre - maennlich;Erwachsene 50 bis unter 60 Jahre - weiblich;Erwachsene 60 Jahre und aelter;Erwachsene 60 Jahre und aelter - maennlich;Erwachsene 60 Jahre und aelter - weiblich;Erwachsene ab 21 Jahre;Erwachsene ab 21 Jahre - maennlich;Erwachsene ab 21 Jahre - weiblich
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5911000;Bochum;vers.;104;80;24;1;1;0;0;0;0;0;0;0;1;1;0;4;1;3;6;3;3;3;1;2;2;2;0;5;3;2;8;7;1;19;13;6;4;2;2;3;3;0;7;5;2;10;7;3;32;28;4;17;13;4;10;7;3;9;7;2;85;67;18
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5314000;Bonn;vers.;98;63;35;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;3;1;2;1;0;1;1;1;0;2;1;1;6;5;1;11;7;4;2;1;1;6;4;2;8;5;3;11;9;2;31;21;10;14;6;8;15;9;6;8;6;2;87;56;31
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5512000;Bottrop;vers.;16;6;10;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;0;0;0;0;0;0;0;0;0;2;1;1;4;1;3;3;2;1;5;2;3;0;0;0;14;6;8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3101000;Braunschweig;vers.;66;50;16;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;2;2;0;1;1;0;5;2;3;6;3;3;8;6;2;16;11;5;6;5;1;1;1;0;7;6;1;8;7;1;12;10;2;14;9;5;7;6;1;2;1;1;50;39;11
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;4011000;Bremen;vers.;152;104;48;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;3;1;2;0;0;0;8;5;3;8;5;3;9;7;2;20;13;7;5;2;3;9;7;2;14;9;5;24;18;6;43;32;11;26;22;4;19;9;10;6;1;5;132;91;41
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;4012000;Bremerhaven;vers.;20;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2;0;1;0;1;3;2;1;3;2;1;0;0;0;3;2;1;5;4;1;5;4;1;1;1;0;2;2;0;1;1;0;17;14;3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;14511000;Chemnitz;vers.;48;36;12;0;0;0;0;0;0;0;0;0;1;1;0;3;3;0;4;4;0;2;2;0;4;3;1;6;5;1;5;4;1;15;13;2;3;2;1;3;3;0;6;5;1;1;1;0;11;6;5;8;5;3;3;2;1;4;4;0;33;23;10
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;12052000;Cottbus;vers.;28;22;6;0;0;0;0;0;0;0;0;0;1;1;0;3;2;1;4;3;1;0;0;0;0;0;0;0;0;0;1;1;0;5;4;1;1;1;0;1;1;0;2;2;0;5;4;1;9;6;3;2;1;1;1;1;0;4;4;0;23;18;5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6411000;Darmstadt;vers.;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;6;4;2;1;1;0;1;0;1;0;0;0;10;6;4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5913000;Dortmund;vers.;173;114;59;2;1;1;1;0;1;1;1;0;2;2;0;1;1;0;7;5;2;4;3;1;4;3;1;8;6;2;14;10;4;29;21;8;5;3;2;9;6;3;14;9;5;30;20;10;31;19;12;34;25;9;16;10;6;19;10;9;144;93;51
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;14612000;Dresden;vers.;119;93;26;1;0;1;0;0;0;0;0;0;2;1;1;1;0;1;4;1;3;0;0;0;3;3;0;3;3;0;7;6;1;14;10;4;3;2;1;4;4;0;7;6;1;16;11;5;39;31;8;16;14;2;21;18;3;6;3;3;105;83;22
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5112000;Duisburg;vers.;112;71;41;0;0;0;0;0;0;0;0;0;4;4;0;3;2;1;7;6;1;7;4;3;1;1;0;8;5;3;5;3;2;20;14;6;3;3;0;3;1;2;6;4;2;17;11;6;26;13;13;17;11;6;15;12;3;11;6;5;92;57;35
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5111000;Düsseldorf;vers.;160;112;48;1;1;0;1;1;0;0;0;0;1;1;0;2;2;0;5;5;0;0;0;0;5;4;1;5;4;1;10;8;2;20;17;3;7;5;2;8;6;2;15;11;4;24;19;5;44;23;21;31;23;8;15;12;3;11;7;4;140;95;45
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;16051000;Erfurt;vers.;234;170;64;0;0;0;0;0;0;4;3;1;0;0;0;2;0;2;6;3;3;4;1;3;4;1;3;8;2;6;14;12;2;28;17;11;6;2;4;14;12;2;20;14;6;58;50;8;66;46;20;26;19;7;26;19;7;10;5;5;206;153;53
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9562000;Erlangen;vers.;28;18;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;3;2;1;2;1;1;5;3;2;3;2;1;1;0;1;4;2;2;3;3;0;9;6;3;5;3;2;0;0;0;2;1;1;23;15;8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5113000;Essen;vers.;91;66;25;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;3;3;0;1;1;0;2;2;0;3;3;0;6;5;1;12;11;1;7;4;3;2;2;0;9;6;3;8;4;4;19;15;4;23;14;9;13;9;4;7;7;0;79;55;24
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6412000;Frankfurt am Main;vers.;203;141;62;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;3;3;0;2;0;2;3;0;3;5;0;5;6;4;2;14;7;7;11;8;3;12;9;3;23;17;6;30;22;8;54;37;17;32;21;11;36;26;10;14;11;3;189;134;55
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8311000;Freiburg im Breisgau;vers.;111;77;34;1;1;0;1;0;1;0;0;0;2;2;0;3;3;0;7;6;1;1;1;0;4;2;2;5;3;2;7;6;1;19;15;4;4;4;0;8;5;3;12;9;3;9;6;3;23;15;8;27;16;11;12;9;3;9;7;2;92;62;30
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9563000;Fürth;vers.;19;16;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;1;1;0;2;2;0;3;3;0;2;1;1;7;6;1;1;1;0;0;0;0;1;1;0;2;2;0;3;2;1;3;3;0;3;2;1;0;0;0;12;10;2
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5513000;Gelsenkirchen;vers.;72;41;31;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;4;2;2;0;0;0;4;2;2;4;3;1;9;6;3;5;2;3;5;2;3;10;4;6;12;7;5;10;6;4;11;7;4;11;6;5;9;5;4;63;35;28
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3159016;Göttingen;vers.;58;38;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1;7;7;0;9;8;1;5;3;2;2;1;1;7;4;3;15;8;7;13;9;4;5;3;2;5;5;0;4;1;3;49;30;19
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5914000;Hagen;vers.;43;21;22;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;3;1;2;1;1;0;0;0;0;1;1;0;0;0;0;4;2;2;3;0;3;4;2;2;7;2;5;6;3;3;12;6;6;8;6;2;4;1;3;2;1;1;39;19;20
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;15002000;Halle (Saale);vers.;139;111;28;0;0;0;0;0;0;0;0;0;3;2;1;2;2;0;5;4;1;0;0;0;3;2;1;3;2;1;7;5;2;15;11;4;5;4;1;6;6;0;11;10;1;25;19;6;36;33;3;21;13;8;21;17;4;10;8;2;124;100;24
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;2000000;Hamburg;vers.;500;341;159;1;0;1;1;1;0;1;0;1;2;0;2;12;7;5;17;8;9;7;5;2;14;10;4;21;15;6;34;23;11;72;46;26;23;17;6;21;14;7;44;31;13;59;37;22;133;91;42;107;77;30;59;43;16;26;16;10;428;295;133
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5915000;Hamm;vers.;31;15;16;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;2;1;1;2;1;1;2;0;2;5;1;4;1;0;1;2;1;1;3;1;2;2;0;2;8;6;2;9;4;5;2;1;1;2;2;0;26;14;12
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3241001;Hannover;vers.;314;230;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;2;12;9;3;21;16;5;13;8;5;34;24;10;27;22;5;16;9;7;43;31;12;53;38;15;76;54;22;55;44;11;36;27;9;17;12;5;280;206;74
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8221000;Heidelberg;vers.;53;41;12;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3;3;0;4;3;1;1;1;0;5;3;2;6;4;2;9;7;2;11;9;2;12;9;3;6;5;1;5;4;1;49;38;11
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8121000;Heilbronn;vers.;30;24;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;3;3;0;0;0;0;1;0;1;1;0;1;4;3;1;11;8;3;4;4;0;2;2;0;5;4;1;27;21;6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5916000;Herne;vers.;45;24;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;1;3;2;1;1;0;1;2;1;1;3;1;2;6;2;4;12;7;5;10;5;5;7;4;3;4;3;1;42;22;20
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3254021;Hildesheim;vers.;29;21;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;0;2;1;1;0;3;1;2;3;3;0;7;5;2;3;2;1;1;1;0;4;3;1;2;1;1;8;6;2;6;4;2;2;2;0;0;0;0;22;16;6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9161000;Ingolstadt;vers.;96;78;18;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1;1;0;1;2;2;0;3;2;1;13;9;4;18;12;6;6;5;1;5;4;1;11;9;2;12;12;0;18;15;3;19;16;3;13;11;2;5;3;2;78;66;12
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;16053000;Jena;vers.;48;39;9;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;1;1;0;2;2;0;7;7;0;11;11;0;1;1;0;0;0;0;1;1;0;8;6;2;14;11;3;4;3;1;7;6;1;3;1;2;37;28;9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8212000;Karlsruhe;vers.;64;48;16;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;5;1;4;0;0;0;5;1;4;2;0;2;9;3;6;1;1;0;2;2;0;3;3;0;10;8;2;25;22;3;8;5;3;5;4;1;4;3;1;55;45;10
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6611000;Kassel;vers.;30;23;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;1;3;2;1;0;0;0;0;0;0;0;0;0;3;2;1;8;5;3;7;5;2;7;7;0;2;2;0;27;21;6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1002000;Kiel;vers.;72;56;16;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;2;2;0;1;0;1;3;3;0;4;3;1;7;7;0;13;12;1;6;6;0;1;1;0;7;7;0;17;13;4;10;9;1;8;6;2;8;6;2;9;3;6;59;44;15
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7111000;Koblenz;vers.;65;33;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;3;2;1;6;4;2;9;6;3;4;1;3;1;1;0;5;2;3;14;7;7;17;10;7;13;6;7;5;2;3;2;0;2;56;27;29
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5315000;Köln;vers.;422;266;156;3;2;1;2;2;0;0;0;0;1;0;1;3;2;1;9;6;3;10;5;5;13;9;4;23;14;9;18;11;7;50;31;19;18;11;7;18;13;5;36;24;12;61;35;26;97;69;28;82;51;31;50;30;20;46;26;20;372;235;137
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5114000;Krefeld;vers.;73;44;29;0;0;0;0;0;0;0;0;0;1;1;0;3;0;3;4;1;3;1;0;1;1;1;0;2;1;1;2;1;1;8;3;5;5;3;2;3;2;1;8;5;3;12;6;6;15;11;4;13;7;6;8;7;1;9;5;4;65;41;24
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;14713000;Leipzig;vers.;135;102;33;1;1;0;0;0;0;1;0;1;3;3;0;0;0;0;5;4;1;1;1;0;4;2;2;5;3;2;5;4;1;15;11;4;8;7;1;8;5;3;16;12;4;18;13;5;43;32;11;26;21;5;12;10;2;5;3;2;120;91;29
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5316000;Leverkusen;vers.;85;44;41;0;0;0;0;0;0;1;0;1;0;0;0;2;2;0;3;2;1;5;2;3;5;4;1;10;6;4;4;1;3;17;9;8;3;1;2;3;1;2;6;2;4;15;8;7;14;6;8;15;8;7;11;8;3;7;3;4;68;35;33
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;1003000;Lübeck;vers.;84;56;28;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;3;2;1;2;1;1;5;3;2;9;7;2;16;11;5;7;2;5;8;7;1;15;9;6;7;4;3;15;10;5;13;10;3;13;10;3;5;2;3;68;45;23
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7314000;Ludwigshafen am Rhein;vers.;108;68;40;2;1;1;0;0;0;1;0;1;0;0;0;3;1;2;6;2;4;5;3;2;3;2;1;8;5;3;10;7;3;24;14;10;5;3;2;4;1;3;9;4;5;13;7;6;23;16;7;15;8;7;11;9;2;13;10;3;84;54;30
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;15003000;Magdeburg;vers.;69;46;23;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;2;0;2;0;2;4;4;0;6;4;2;2;2;0;10;8;2;2;1;1;3;1;2;5;2;3;11;7;4;16;9;7;13;11;2;8;6;2;6;3;3;59;38;21
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7315000;Mainz;vers.;114;86;28;1;0;1;0;0;0;0;0;0;1;1;0;1;1;0;3;2;1;2;2;0;4;4;0;6;6;0;6;4;2;15;12;3;7;4;3;6;6;0;13;10;3;29;23;6;23;16;7;17;13;4;8;4;4;9;8;1;99;74;25
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8222000;Mannheim;vers.;93;66;27;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;0;2;0;2;4;2;2;3;3;0;6;4;2;9;7;2;15;13;2;31;18;13;13;12;1;11;7;4;10;7;3;89;64;25
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5170024;Moers;vers.;17;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;1;0;1;3;2;1;5;4;1;4;3;1;2;0;2;15;9;6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5116000;Mönchengladbach;vers.;39;26;13;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;3;2;1;2;1;1;6;4;2;0;0;0;1;1;0;1;1;0;5;4;1;11;7;4;12;7;5;2;1;1;2;2;0;33;22;11
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5117000;Mülheim an der Ruhr;vers.;16;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;3;2;1;1;1;0;1;1;0;2;2;0;1;0;1;4;3;1;4;2;2;0;0;0;2;0;2;13;7;6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9162000;München;vers.;540;389;151;4;2;2;1;1;0;0;0;0;2;2;0;2;1;1;9;6;3;3;2;1;11;6;5;14;8;6;23;18;5;46;32;14;32;31;1;27;17;10;59;48;11;72;48;24;153;108;45;98;69;29;75;54;21;37;30;7;494;357;137
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5515000;Münster;vers.;87;58;29;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;1;0;1;1;1;0;2;1;1;1;0;1;5;2;3;3;3;0;3;2;1;6;5;1;19;14;5;21;14;7;16;10;6;12;7;5;8;6;2;82;56;26
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5162024;Neuss;vers.;27;18;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;3;3;0;1;0;1;0;0;0;1;0;1;6;4;2;7;5;2;5;4;1;2;1;1;3;1;2;24;15;9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9564000;Nürnberg;vers.;286;227;59;3;2;1;0;0;0;0;0;0;4;1;3;6;3;3;13;6;7;7;6;1;9;8;1;16;14;2;24;20;4;53;40;13;17;16;1;17;15;2;34;31;3;57;40;17;55;46;9;48;41;7;25;18;7;14;11;3;233;187;46
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5119000;Oberhausen;vers.;46;30;16;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;3;3;0;0;0;0;0;0;0;0;0;0;1;1;0;4;4;0;1;0;1;2;1;1;3;1;2;8;3;5;12;7;5;6;5;1;10;7;3;3;3;0;42;26;16
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;6413000;Offenbach am Main;vers.;14;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;2;1;1;0;0;0;1;1;0;1;1;0;1;0;1;3;2;1;2;2;0;3;1;2;2;1;1;12;7;5
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3403000;Oldenburg (Oldenburg);vers.;26;16;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;3;3;0;4;4;0;1;0;1;2;2;0;3;2;1;6;4;2;3;2;1;4;1;3;3;1;2;3;2;1;22;12;10
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3404000;Osnabrück;vers.;47;32;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;0;2;5;2;3;7;2;5;1;1;0;2;2;0;3;3;0;9;8;1;10;7;3;5;3;2;9;7;2;4;2;2;40;30;10
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5774032;Paderborn;vers.;67;44;23;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;2;2;0;1;1;0;1;1;0;2;2;0;5;3;2;9;7;2;4;2;2;9;4;5;13;6;7;9;6;3;15;11;4;9;6;3;9;5;4;3;3;0;58;37;21
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8231000;Pforzheim;vers.;40;24;16;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;2;2;0;0;0;0;1;1;0;1;1;0;2;2;0;5;5;0;1;1;0;1;1;0;2;2;0;9;4;5;12;6;6;7;4;3;3;1;2;2;2;0;35;19;16
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;12054000;Potsdam;vers.;43;32;11;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;3;2;1;0;0;0;1;1;0;1;1;0;3;3;0;7;6;1;0;0;0;1;1;0;1;1;0;5;4;1;22;17;5;4;3;1;3;1;2;1;0;1;36;26;10
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5562032;Recklinghausen;vers.;37;24;13;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;3;3;0;5;4;1;1;1;0;0;0;0;1;1;0;8;4;4;11;7;4;3;3;0;6;3;3;3;2;1;32;20;12
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;9362000;Regensburg;vers.;67;51;16;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;1;4;3;1;5;3;2;10;6;4;17;10;7;3;3;0;1;0;1;4;3;1;13;11;2;17;14;3;7;5;2;7;6;1;2;2;0;50;41;9
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5120000;Remscheid;vers.;20;13;7;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;1;0;0;0;2;1;1;1;1;0;4;3;1;1;0;1;0;0;0;1;0;1;6;4;2;6;4;2;0;0;0;1;1;0;2;1;1;16;10;6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8415061;Reutlingen;vers.;20;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;3;3;0;1;1;0;4;4;0;3;3;0;4;3;1;2;1;1;4;2;2;2;2;0;19;15;4
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;13003000;Rostock;vers.;66;49;17;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;3;1;2;4;2;2;2;2;0;7;5;2;1;1;0;3;2;1;4;3;1;11;9;2;16;10;6;13;8;5;9;8;1;6;6;0;59;44;15
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;10041100;Saarbrücken;vers.;189;123;66;1;0;1;0;0;0;0;0;0;3;2;1;6;3;3;10;5;5;6;3;3;7;3;4;13;6;7;15;11;4;38;22;16;7;5;2;12;8;4;19;13;6;32;23;9;37;25;12;33;21;12;20;12;8;10;7;3;151;101;50
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;3102000;Salzgitter;vers.;17;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;1;0;1;4;4;0;5;5;0;3;2;1;2;1;1;17;14;3
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;13004000;Schwerin;vers.;72;54;18;1;1;0;0;0;0;0;0;0;1;0;1;2;0;2;4;1;3;0;0;0;2;2;0;2;2;0;1;1;0;7;4;3;2;2;0;8;7;1;10;9;1;5;4;1;26;19;7;8;4;4;9;8;1;7;6;1;65;50;15
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5970040;Siegen;vers.;51;30;21;0;0;0;2;2;0;0;0;0;0;0;0;1;1;0;3;3;0;3;2;1;1;1;0;4;3;1;5;3;2;12;9;3;2;1;1;2;2;0;4;3;1;6;2;4;8;4;4;10;4;6;4;3;1;7;5;2;39;21;18
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;5122000;Solingen;vers.;18;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;7;3;4;4;3;1;1;1;0;2;1;1;18;12;6
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8111000;Stuttgart;vers.;257;193;64;1;1;0;1;1;0;1;0;1;0;0;0;2;1;1;5;3;2;4;1;3;4;3;1;8;4;4;15;12;3;28;19;9;8;6;2;12;8;4;20;14;6;52;40;12;58;42;16;46;37;9;29;25;4;24;16;8;229;174;55
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;7211000;Trier;vers.;25;16;9;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;2;2;0;2;2;0;2;1;1;5;4;1;3;1;2;4;3;1;7;4;3;3;2;1;4;2;2;3;2;1;1;0;1;2;2;0;20;12;8
224000;Vorsätzliche einfache Körperverletzung § 223 StGB;8421000;Ulm;vers.;26;19;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;2;0;3;3;0;0;0;0;1;1;0;1;1;0;2;0;2;12;10;2;3;3;0;4;1;3;1;1;0;23;16;7
