Schluesselzahl der Tat;Straftat;Gemeindeschlüssel;Stadt;Sexus;Tatverdaechtige insgesamt - Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder bis unter 14 Jahre insgesamt (Anzahl Spalte 5 bis 9);Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt (Anzahl Spalte 11 und 12);Heranwachsende 18 bis unter 21 Jahre - Anzahl;Tatverdaechtige insgesamt unter 21 Jahre (Anzahl Spalte 10, 13 und 14);Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 21 bis unter 25 Jahre (Anzahl Spalte 16 und 17);Erwachsene 25 bis unter 30 Jahre;Erwachsene 30 bis unter 40 Jahre;Erwachsene 40 bis unter 50 Jahre;Erwachsene 50 bis unter 60 Jahre;Erwachsene 60 Jahre und aelter;Erwachsene ab 21 Jahre (Anzahl Spalten 18 bis 23)
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;6411000;Darmstadt;X;9;0;0;0;0;3;3;1;0;1;2;6;1;0;1;1;1;0;0;0;3
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5913000;Dortmund;M;60;0;0;0;0;0;0;4;6;10;6;16;5;5;10;9;8;13;2;2;44
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5913000;Dortmund;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5913000;Dortmund;X;60;0;0;0;0;0;0;4;6;10;6;16;5;5;10;9;8;13;2;2;44
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;14612000;Dresden;M;18;0;0;0;0;1;1;1;0;1;1;3;1;1;2;1;3;4;2;3;15
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;14612000;Dresden;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;14612000;Dresden;X;18;0;0;0;0;1;1;1;0;1;1;3;1;1;2;1;3;4;2;3;15
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5112000;Duisburg;M;47;0;0;0;0;1;1;3;1;4;6;11;3;5;8;2;13;5;6;2;36
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5112000;Duisburg;W;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;2
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5112000;Duisburg;X;49;0;0;0;0;1;1;3;1;4;6;11;4;5;9;2;13;5;7;2;38
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5111000;Düsseldorf;M;61;0;0;0;0;0;0;3;0;3;5;8;3;6;9;11;18;8;4;3;53
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5111000;Düsseldorf;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5111000;Düsseldorf;X;62;0;0;0;0;0;0;3;0;3;5;8;3;6;9;11;18;9;4;3;54
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;16051000;Erfurt;M;20;0;0;0;0;0;0;3;0;3;2;5;3;1;4;3;3;2;2;1;15
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;16051000;Erfurt;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;16051000;Erfurt;X;20;0;0;0;0;0;0;3;0;3;2;5;3;1;4;3;3;2;2;1;15
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;9562000;Erlangen;M;6;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;0;2;0;0;3
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;9562000;Erlangen;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;9562000;Erlangen;X;6;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;0;2;0;0;3
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5113000;Essen;M;62;0;0;0;0;0;0;1;10;11;8;19;2;5;7;7;11;7;5;6;43
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5113000;Essen;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5113000;Essen;X;62;0;0;0;0;0;0;1;10;11;8;19;2;5;7;7;11;7;5;6;43
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;6412000;Frankfurt am Main;M;73;0;0;0;0;0;0;1;2;3;6;9;2;5;7;14;19;15;5;4;64
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;6412000;Frankfurt am Main;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;6412000;Frankfurt am Main;X;73;0;0;0;0;0;0;1;2;3;6;9;2;5;7;14;19;15;5;4;64
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;8311000;Freiburg im Breisgau;M;22;0;0;0;0;0;0;1;3;4;4;8;2;2;4;4;3;3;0;0;14
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;8311000;Freiburg im Breisgau;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;8311000;Freiburg im Breisgau;X;23;0;0;0;0;0;0;1;3;4;4;8;2;2;4;5;3;3;0;0;15
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;9563000;Fürth;M;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;4
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;9563000;Fürth;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;9563000;Fürth;X;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;4
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5513000;Gelsenkirchen;M;28;0;0;0;0;0;0;1;5;6;5;11;2;0;2;3;5;4;3;0;17
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5513000;Gelsenkirchen;W;3;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;2
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5513000;Gelsenkirchen;X;31;0;0;0;0;0;0;1;6;7;5;12;2;0;2;4;6;4;3;0;19
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;3152012;Göttingen;M;11;0;0;0;0;0;0;0;1;1;1;2;1;1;2;0;4;1;2;0;9
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;3152012;Göttingen;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;3152012;Göttingen;X;11;0;0;0;0;0;0;0;1;1;1;2;1;1;2;0;4;1;2;0;9
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5914000;Hagen;M;26;0;0;0;0;0;0;6;1;7;6;13;1;0;1;3;4;1;3;1;13
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5914000;Hagen;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5914000;Hagen;X;26;0;0;0;0;0;0;6;1;7;6;13;1;0;1;3;4;1;3;1;13
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;15002000;Halle (Saale);M;18;0;0;0;0;0;0;0;1;1;1;2;2;2;4;3;6;1;2;0;16
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;15002000;Halle (Saale);W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;15002000;Halle (Saale);X;18;0;0;0;0;0;0;0;1;1;1;2;2;2;4;3;6;1;2;0;16
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;2000000;Hamburg;M;111;0;0;0;0;1;1;5;16;21;10;32;11;5;16;16;28;15;4;0;79
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;2000000;Hamburg;W;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;2000000;Hamburg;X;112;0;0;0;0;1;1;5;16;21;10;32;12;5;17;16;28;15;4;0;80
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5915000;Hamm;M;21;0;0;0;0;0;0;1;1;2;4;6;1;2;3;2;3;4;1;2;15
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5915000;Hamm;W;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5915000;Hamm;X;22;0;0;0;0;0;0;1;1;2;5;7;1;2;3;2;3;4;1;2;15
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;3241001;Hannover;M;72;0;0;0;0;0;0;1;3;4;5;9;13;3;16;9;19;12;6;1;63
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;3241001;Hannover;W;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;3241001;Hannover;X;73;0;0;0;0;0;0;1;4;5;5;10;13;3;16;9;19;12;6;1;63
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;8221000;Heidelberg;M;7;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;1;2;1;0;4
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;8221000;Heidelberg;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;8221000;Heidelberg;X;7;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;1;2;1;0;4
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;8121000;Heilbronn;M;10;0;0;0;0;0;0;2;3;5;1;6;1;0;1;0;0;1;1;1;4
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;8121000;Heilbronn;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;8121000;Heilbronn;X;10;0;0;0;0;0;0;2;3;5;1;6;1;0;1;0;0;1;1;1;4
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5916000;Herne;M;16;0;0;0;0;0;0;2;1;3;1;4;1;1;2;4;2;4;0;0;12
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5916000;Herne;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;5916000;Herne;X;16;0;0;0;0;0;0;2;1;3;1;4;1;1;2;4;2;4;0;0;12
111000;Vergewaltigung und sexuelle Nötigung §§ 177 Abs. 2, 3 und 4, 178 StGB;9161000;Ingolstadt;M;9;0;0;0;0;0;0;0;0;0;1;1;0;3;3;1;2;1;1;0;8
