Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",14713000,Leipzig,234,39,25,10.7,0,0,76,32.5,84,60,24,13,15.5,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5316000,Leverkusen,28,17,5,17.9,0,0,11,39.3,11,8,3,4,36.4,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",1003000,Lübeck,49,23,12,24.5,0,0,28,57.1,25,19,6,5,20.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",7314000,Ludwigshafen am Rhein,55,32,8,14.5,0,0,28,50.9,28,21,7,11,39.3,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",15003000,Magdeburg,73,31,12,16.4,0,0,35,47.9,36,30,6,3,8.3,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",7315000,Mainz,31,14,6,19.4,0,0,21,67.7,20,17,3,5,25.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",8222000,Mannheim,53,17,3,5.7,0,0,27,50.9,26,18,8,8,30.8,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5170024,Moers,22,21,1,4.5,0,0,9,40.9,11,10,1,2,18.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5116000,Mönchengladbach,52,20,9,17.3,0,0,24,46.2,22,17,5,6,27.3,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5117000,Mülheim an der Ruhr,41,24,0,0.0,0,0,17,41.5,17,14,3,5,29.4,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",9162000,München,128,9,19,14.8,0,0,71,55.5,79,56,23,25,31.6,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5515000,Münster,44,14,4,9.1,0,0,14,31.8,15,12,3,0,0.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5162024,Neuss,19,12,0,0.0,0,0,15,78.9,16,13,3,2,12.5,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",9564000,Nürnberg,46,9,12,26.1,0,0,30,65.2,35,24,11,11,31.4,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5119000,Oberhausen,78,37,15,19.2,0,0,51,65.4,43,29,14,10,23.3,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",6413000,Offenbach am Main,15,11,2,13.3,0,0,8,53.3,8,4,4,4,50.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",3403000,Oldenburg (Oldenburg),31,18,12,38.7,0,0,11,35.5,9,7,2,2,22.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",3404000,Osnabrück,38,23,4,10.5,0,0,22,57.9,32,28,4,6,18.8,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5774032,Paderborn,50,33,7,14.0,0,0,30,60.0,25,20,5,4,16.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",8231000,Pforzheim,27,21,2,7.4,0,0,18,66.7,12,10,2,5,41.7,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",12054000,Potsdam,37,20,9,24.3,0,0,24,64.9,28,21,7,8,28.6,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5562032,Recklinghausen,16,14,1,6.3,0,0,3,18.8,3,2,1,0,0.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",9362000,Regensburg,18,12,2,11.1,0,0,12,66.7,13,5,8,2,15.4,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5120000,Remscheid,18,16,1,5.6,0,0,6,33.3,7,6,1,3,42.9,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",8415061,Reutlingen,14,12,0,0.0,0,0,12,85.7,14,11,3,1,7.1,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",13003000,Rostock,71,34,6,8.5,0,0,24,33.8,29,23,6,0,0.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",10041100,Saarbrücken,78,43,8,10.3,0,0,31,39.7,33,24,9,8,24.2,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",3102000,Salzgitter,32,31,19,59.4,0,0,19,59.4,20,19,1,5,25.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",13004000,Schwerin,41,43,6,14.6,0,0,23,56.1,19,13,6,3,15.8,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5970040,Siegen,24,24,5,20.8,0,0,15,62.5,10,8,2,3,30.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5122000,Solingen,20,13,2,10.0,0,0,8,40.0,8,7,1,2,25.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",8111000,Stuttgart,88,14,17,19.3,0,0,57,64.8,54,40,14,20,37.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",7211000,Trier,19,17,1,5.3,0,0,12,63.2,11,7,4,1,9.1,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",8421000,Ulm,18,14,1,5.6,0,0,11,61.1,10,8,2,4,40.0,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",6414000,Wiesbaden,60,22,11,18.3,0,0,31,51.7,29,21,8,8,27.6,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",3103000,Wolfsburg,46,37,13,28.3,0,0,32,69.6,37,28,9,17,45.9,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",5124000,Wuppertal,41,12,5,12.2,0,0,22,53.7,23,18,5,7,30.4,2021
640000,"Brandstiftung und Herbeiführen einer Brandgefahr §§ 306-306d, 306f StGB",9663000,Würzburg,11,9,1,9.1,0,0,9,81.8,11,8,3,0,0.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,5334002,Aachen,"1,866",750,12,0.6,0,4,441,23.6,410,348,62,132,32.2,2021
674000,Sachbeschädigung §§ 303-305a StGB,9761000,Augsburg,"2,443",826,109,4.5,0,1,795,32.5,519,436,83,140,27.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,5378004,Bergisch Gladbach,685,614,5,0.7,0,1,187,27.3,172,140,32,36,20.9,2021
674000,Sachbeschädigung §§ 303-305a StGB,11000000,Berlin,"45,254","1,235",872,1.9,0,20,"10,100",22.3,"7,999","6,676","1,323","2,384",29.8,2021
674000,Sachbeschädigung §§ 303-305a StGB,5711000,Bielefeld,"2,346",703,19,0.8,0,11,512,21.8,475,404,71,122,25.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,5911000,Bochum,"3,325",912,59,1.8,0,7,840,25.3,690,567,123,143,20.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,5314000,Bonn,"2,813",851,20,0.7,0,1,572,20.3,485,396,89,134,27.6,2021
674000,Sachbeschädigung §§ 303-305a StGB,5512000,Bottrop,814,693,13,1.6,0,5,142,17.4,155,132,23,28,18.1,2021
674000,Sachbeschädigung §§ 303-305a StGB,3101000,Braunschweig,"2,090",841,35,1.7,0,6,609,29.1,450,388,62,83,18.4,2021
674000,Sachbeschädigung §§ 303-305a StGB,4011000,Bremen,"4,253",751,84,2.0,0,6,956,22.5,895,757,138,259,28.9,2021
674000,Sachbeschädigung §§ 303-305a StGB,4012000,Bremerhaven,"1,348","1,187",7,0.5,0,7,303,22.5,285,245,40,69,24.2,2021
674000,Sachbeschädigung §§ 303-305a StGB,14511000,Chemnitz,"2,562","1,048",43,1.7,0,4,816,31.9,530,456,74,114,21.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,12052000,Cottbus,977,990,21,2.1,0,1,326,33.4,253,216,37,23,9.1,2021
674000,Sachbeschädigung §§ 303-305a StGB,6411000,Darmstadt,875,550,0,0.0,0,1,164,18.7,160,131,29,48,30.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,5913000,Dortmund,"5,439",925,54,1.0,0,10,"1,247",22.9,"1,046",890,156,279,26.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,14612000,Dresden,"4,037",726,38,0.9,0,5,"1,044",25.9,947,808,139,188,19.9,2021
674000,Sachbeschädigung §§ 303-305a StGB,5112000,Duisburg,"3,935",794,34,0.9,0,34,910,23.1,856,682,174,244,28.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,5111000,Düsseldorf,"4,541",732,37,0.8,0,1,781,17.2,828,709,119,224,27.1,2021
674000,Sachbeschädigung §§ 303-305a StGB,16051000,Erfurt,"1,761",824,78,4.4,0,1,436,24.8,360,299,61,63,17.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,9562000,Erlangen,875,779,22,2.5,0,0,380,43.4,160,137,23,35,21.9,2021
674000,Sachbeschädigung §§ 303-305a StGB,5113000,Essen,"4,233",727,23,0.5,0,8,876,20.7,842,670,172,194,23.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,6412000,Frankfurt am Main,"6,482",848,57,0.9,0,1,"1,337",20.6,"1,083",913,170,411,38.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,8311000,Freiburg im Breisgau,"1,942",841,29,1.5,0,1,374,19.3,340,300,40,86,25.3,2021
674000,Sachbeschädigung §§ 303-305a StGB,9563000,Fürth,599,467,13,2.2,0,1,239,39.9,171,146,25,41,24.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,5513000,Gelsenkirchen,"2,276",878,19,0.8,0,2,655,28.8,446,361,85,155,34.8,2021
674000,Sachbeschädigung §§ 303-305a StGB,3159016,Göttingen,"1,142",977,15,1.3,0,0,334,29.2,265,220,45,73,27.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,5754008,Gütersloh,493,490,5,1.0,0,1,154,31.2,139,117,22,37,26.6,2021
674000,Sachbeschädigung §§ 303-305a StGB,5914000,Hagen,"1,680",890,9,0.5,0,1,414,24.6,390,325,65,115,29.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,15002000,Halle (Saale),"3,655","1,537",108,3.0,0,0,891,24.4,827,689,138,147,17.8,2021
674000,Sachbeschädigung §§ 303-305a StGB,2000000,Hamburg,"17,115",924,299,1.7,0,7,"2,940",17.2,"2,781","2,357",424,764,27.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,5915000,Hamm,"1,934","1,081",14,0.7,0,0,518,26.8,387,316,71,91,23.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,3241001,Hannover,"5,421","1,015",78,1.4,0,6,"1,482",27.3,"1,248","1,069",179,390,31.3,2021
674000,Sachbeschädigung §§ 303-305a StGB,8221000,Heidelberg,"1,127",710,21,1.9,0,1,268,23.8,256,216,40,73,28.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,8121000,Heilbronn,863,682,3,0.3,0,2,158,18.3,164,145,19,53,32.3,2021
674000,Sachbeschädigung §§ 303-305a StGB,5916000,Herne,"1,301",829,6,0.5,0,1,377,29.0,342,284,58,86,25.1,2021
674000,Sachbeschädigung §§ 303-305a StGB,3254021,Hildesheim,970,960,4,0.4,0,0,244,25.2,236,187,49,42,17.8,2021
674000,Sachbeschädigung §§ 303-305a StGB,9161000,Ingolstadt,779,569,32,4.1,0,0,248,31.8,233,196,37,69,29.6,2021
674000,Sachbeschädigung §§ 303-305a StGB,16053000,Jena,"1,111","1,003",26,2.3,0,0,344,31.0,216,183,33,36,16.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,7312000,Kaiserslautern,"1,159","1,163",21,1.8,0,0,415,35.8,328,259,69,71,21.6,2021
674000,Sachbeschädigung §§ 303-305a StGB,8212000,Karlsruhe,"2,198",713,26,1.2,0,1,580,26.4,390,332,58,99,25.4,2021
674000,Sachbeschädigung §§ 303-305a StGB,6611000,Kassel,"1,900",945,20,1.1,0,0,443,23.3,357,306,51,107,30.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,1002000,Kiel,"2,558","1,037",24,0.9,0,3,477,18.6,427,377,50,93,21.8,2021
674000,Sachbeschädigung §§ 303-305a StGB,7111000,Koblenz,"3,303","2,913",43,1.3,0,0,179,5.4,199,165,34,44,22.1,2021
674000,Sachbeschädigung §§ 303-305a StGB,5315000,Köln,"9,973",920,84,0.8,0,10,"2,074",20.8,"1,811","1,495",316,538,29.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,5114000,Krefeld,"1,757",775,15,0.9,0,3,519,29.5,508,430,78,143,28.1,2021
674000,Sachbeschädigung §§ 303-305a StGB,14713000,Leipzig,"7,293","1,221",53,0.7,0,8,"1,512",20.7,"1,358","1,168",190,231,17.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,5316000,Leverkusen,957,584,7,0.7,0,2,226,23.6,212,172,40,49,23.1,2021
674000,Sachbeschädigung §§ 303-305a StGB,1003000,Lübeck,"2,568","1,190",66,2.6,0,2,570,22.2,499,415,84,95,19.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,7314000,Ludwigshafen am Rhein,"1,438",833,34,2.4,0,1,400,27.8,325,270,55,90,27.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,15003000,Magdeburg,"3,157","1,339",50,1.6,0,2,811,25.7,545,486,59,79,14.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,7315000,Mainz,"1,720",792,19,1.1,0,1,539,31.3,332,275,57,93,28.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,8222000,Mannheim,"2,043",660,34,1.7,0,0,413,20.2,394,337,57,120,30.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,5170024,Moers,562,543,2,0.4,0,1,107,19.0,100,84,16,18,18.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,5116000,Mönchengladbach,"2,008",773,38,1.9,0,1,610,30.4,508,422,86,117,23.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,5117000,Mülheim an der Ruhr,"1,135",664,5,0.4,0,2,215,18.9,185,157,28,37,20.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,9162000,München,"9,902",665,176,1.8,0,0,"1,949",19.7,"1,624","1,381",243,562,34.6,2021
674000,Sachbeschädigung §§ 303-305a StGB,5515000,Münster,"2,661",841,19,0.7,0,1,475,17.9,419,363,56,96,22.9,2021
674000,Sachbeschädigung §§ 303-305a StGB,5162024,Neuss,984,643,3,0.3,0,1,231,23.5,225,192,33,39,17.3,2021
674000,Sachbeschädigung §§ 303-305a StGB,9564000,Nürnberg,"4,180",811,154,3.7,0,1,"1,333",31.9,898,740,158,310,34.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,5119000,Oberhausen,"1,644",784,11,0.7,0,2,423,25.7,336,266,70,65,19.3,2021
674000,Sachbeschädigung §§ 303-305a StGB,6413000,Offenbach am Main,754,576,14,1.9,0,0,183,24.3,152,126,26,73,48.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,3403000,Oldenburg (Oldenburg),"1,497",883,18,1.2,0,3,390,26.1,318,264,54,52,16.4,2021
674000,Sachbeschädigung §§ 303-305a StGB,3404000,Osnabrück,"1,593",970,18,1.1,0,4,496,31.1,371,314,57,99,26.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,5774032,Paderborn,"1,295",853,25,1.9,0,1,552,42.6,237,200,37,46,19.4,2021
674000,Sachbeschädigung §§ 303-305a StGB,8231000,Pforzheim,"1,030",817,9,0.9,0,0,243,23.6,199,182,17,65,32.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,12054000,Potsdam,"1,524",837,11,0.7,0,0,287,18.8,273,230,43,45,16.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,5562032,Recklinghausen,990,894,21,2.1,0,1,216,21.8,207,164,43,48,23.2,2021
674000,Sachbeschädigung §§ 303-305a StGB,9362000,Regensburg,"1,065",699,23,2.2,0,0,259,24.3,217,179,38,61,28.1,2021
674000,Sachbeschädigung §§ 303-305a StGB,5120000,Remscheid,863,774,8,0.9,0,1,212,24.6,201,152,49,51,25.4,2021
674000,Sachbeschädigung §§ 303-305a StGB,8415061,Reutlingen,868,748,9,1.0,0,0,160,18.4,117,102,15,38,32.5,2021
674000,Sachbeschädigung §§ 303-305a StGB,13003000,Rostock,"2,456","1,175",33,1.3,0,9,562,22.9,481,411,70,29,6.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,10041100,Saarbrücken,"2,131","1,188",46,2.2,0,0,534,25.1,484,390,94,132,27.3,2021
674000,Sachbeschädigung §§ 303-305a StGB,3102000,Salzgitter,798,768,11,1.4,0,2,252,31.6,206,175,31,55,26.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,13004000,Schwerin,917,959,14,1.5,0,0,262,28.6,239,204,35,36,15.1,2021
674000,Sachbeschädigung §§ 303-305a StGB,5970040,Siegen,968,950,11,1.1,0,1,217,22.4,238,196,42,43,18.1,2021
674000,Sachbeschädigung §§ 303-305a StGB,5122000,Solingen,"1,064",668,8,0.8,0,1,252,23.7,255,203,52,56,22.0,2021
674000,Sachbeschädigung §§ 303-305a StGB,8111000,Stuttgart,"4,866",772,107,2.2,0,2,915,18.8,806,682,124,271,33.6,2021
674000,Sachbeschädigung §§ 303-305a StGB,7211000,Trier,"1,130","1,021",8,0.7,0,0,253,22.4,217,175,42,47,21.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,8421000,Ulm,784,620,5,0.6,0,1,194,24.7,169,145,24,51,30.2,2021
674000,Sachbeschädigung §§ 303-305a StGB,6414000,Wiesbaden,"2,206",792,22,1.0,0,0,620,28.1,516,420,96,146,28.3,2021
674000,Sachbeschädigung §§ 303-305a StGB,3103000,Wolfsburg,"1,001",808,6,0.6,0,1,281,28.1,212,184,28,57,26.9,2021
674000,Sachbeschädigung §§ 303-305a StGB,5124000,Wuppertal,"2,870",808,25,0.9,0,2,576,20.1,585,479,106,174,29.7,2021
674000,Sachbeschädigung §§ 303-305a StGB,9663000,Würzburg,"1,199",944,25,2.1,0,0,484,40.4,239,207,32,66,27.6,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5334002,Aachen,"2,088",839,4,0.2,0,0,"2,083",99.8,"2,066","1,844",222,"2,052",99.3,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9761000,Augsburg,750,254,2,0.3,0,0,746,99.5,752,607,145,744,98.9,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5378004,Bergisch Gladbach,30,27,1,3.3,0,0,29,96.7,38,29,9,38,100.0,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",11000000,Berlin,"13,025",355,11,0.1,0,0,"12,733",97.8,"10,368","7,572","2,796","10,302",99.4,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5711000,Bielefeld,260,78,0,0.0,0,0,259,99.6,263,186,77,262,99.6,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5911000,Bochum,251,69,0,0.0,0,0,249,99.2,252,189,63,251,99.6,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5314000,Bonn,302,91,0,0.0,0,0,302,100.0,309,251,58,305,98.7,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5512000,Bottrop,15,13,0,0.0,0,0,15,100.0,16,13,3,15,93.8,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3101000,Braunschweig,128,51,0,0.0,0,0,128,100.0,125,104,21,124,99.2,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",4011000,Bremen,"1,528",270,10,0.7,0,0,"1,522",99.6,"1,419","1,079",340,"1,403",98.9,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",4012000,Bremerhaven,29,26,1,3.4,0,0,27,93.1,29,27,2,28,96.6,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",14511000,Chemnitz,"1,404",574,0,0.0,0,0,"1,397",99.5,"1,345",930,415,"1,343",99.9,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",12052000,Cottbus,92,93,2,2.2,0,0,91,98.9,91,81,10,91,100.0,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",6411000,Darmstadt,105,66,0,0.0,0,0,104,99.0,107,99,8,101,94.4,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5913000,Dortmund,"2,353",400,53,2.3,0,0,"2,346",99.7,"1,916","1,380",536,"1,915",99.9,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",14612000,Dresden,921,166,1,0.1,0,0,874,94.9,872,691,181,867,99.4,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5112000,Duisburg,538,108,0,0.0,0,0,421,78.3,404,345,59,404,100.0,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5111000,Düsseldorf,"2,490",401,85,3.4,0,0,"2,477",99.5,"2,534","1,765",769,"2,528",99.8,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",16051000,Erfurt,195,91,0,0.0,0,0,188,96.4,177,158,19,176,99.4,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9562000,Erlangen,185,165,1,0.5,0,0,184,99.5,192,162,30,188,97.9,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5113000,Essen,442,76,0,0.0,0,0,427,96.6,406,348,58,405,99.8,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",6412000,Frankfurt am Main,"13,100","1,714",784,6.0,0,0,"13,088",99.9,"12,077","7,537","4,540","12,033",99.6,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8311000,Freiburg im Breisgau,431,187,0,0.0,0,0,428,99.3,410,369,41,408,99.5,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9563000,Fürth,51,40,0,0.0,0,0,51,100.0,50,44,6,49,98.0,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5513000,Gelsenkirchen,98,38,0,0.0,0,0,95,96.9,97,87,10,95,97.9,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3159016,Göttingen,74,63,0,0.0,0,0,73,98.6,71,54,17,70,98.6,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5754008,Gütersloh,22,22,0,0.0,0,0,21,95.5,25,20,5,25,100.0,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5914000,Hagen,42,22,0,0.0,0,0,38,90.5,39,34,5,39,100.0,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",15002000,Halle (Saale),155,65,0,0.0,0,0,155,100.0,153,140,13,151,98.7,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",2000000,Hamburg,"6,376",344,45,0.7,0,0,"6,206",97.3,"4,638","3,639",999,"4,626",99.7,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5915000,Hamm,100,56,0,0.0,0,0,100,100.0,103,93,10,100,97.1,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3241001,Hannover,"1,096",205,0,0.0,0,0,"1,089",99.4,915,784,131,912,99.7,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8221000,Heidelberg,538,339,0,0.0,0,0,538,100.0,532,436,96,530,99.6,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8121000,Heilbronn,69,55,1,1.4,0,0,69,100.0,69,57,12,62,89.9,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5916000,Herne,27,17,0,0.0,0,0,27,100.0,36,26,10,35,97.2,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3254021,Hildesheim,28,28,0,0.0,0,0,28,100.0,32,26,6,29,90.6,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9161000,Ingolstadt,76,55,0,0.0,0,0,75,98.7,75,64,11,74,98.7,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",16053000,Jena,27,24,0,0.0,0,0,25,92.6,26,24,2,25,96.2,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",7312000,Kaiserslautern,95,95,3,3.2,0,0,92,96.8,100,77,23,97,97.0,2021
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8212000,Karlsruhe,"1,035",336,0,0.0,0,0,"1,031",99.6,999,894,105,998,99.9,2021
