Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7111000,Koblenz,814,717,4,0.5,0,0,777,95.5,728,605,123,133,18.3,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5315000,Köln,"7,071",657,221,3.1,0,0,"6,387",90.3,"5,415","4,866",549,"2,099",38.8,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5114000,Krefeld,"1,300",573,9,0.7,0,0,"1,247",95.9,"1,288","1,125",163,322,25.0,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),14713000,Leipzig,"2,598",455,66,2.5,0,0,"2,114",81.4,"1,927","1,674",253,567,29.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5316000,Leverkusen,409,251,8,2.0,0,0,356,87.0,337,302,35,75,22.3,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),1003000,Lübeck,"1,529",706,17,1.1,0,0,"1,408",92.1,"1,204","1,042",162,204,16.9,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7314000,Ludwigshafen am Rhein,823,494,1,0.1,0,0,731,88.8,628,541,87,197,31.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),15003000,Magdeburg,969,407,8,0.8,0,0,915,94.4,818,708,110,152,18.6,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7315000,Mainz,"1,270",595,8,0.6,0,0,"1,184",93.2,"1,064",950,114,362,34.0,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8222000,Mannheim,"3,072","1,008",20,0.7,0,0,"2,832",92.2,"2,650","2,374",276,"1,048",39.5,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5170024,Moers,245,236,3,1.2,0,0,231,94.3,218,184,34,42,19.3,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5116000,Mönchengladbach,986,378,10,1.0,0,0,935,94.8,897,790,107,271,30.2,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5117000,Mülheim an der Ruhr,463,271,6,1.3,0,0,432,93.3,374,336,38,85,22.7,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9162000,München,"9,361",639,144,1.5,0,0,"9,059",96.8,"8,056","7,106",950,"3,497",43.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5515000,Münster,"1,262",405,22,1.7,0,0,"1,174",93.0,"1,112",989,123,441,39.7,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5162024,Neuss,819,536,8,1.0,0,0,784,95.7,685,610,75,140,20.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9564000,Nürnberg,"4,461",872,42,0.9,0,0,"4,283",96.0,"3,313","2,863",450,"1,203",36.3,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5119000,Oberhausen,"1,675",792,15,0.9,0,0,"1,587",94.7,"1,522","1,210",312,249,16.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6413000,Offenbach am Main,"1,407","1,129",2,0.1,0,0,"1,362",96.8,"1,249","1,099",150,489,39.2,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3403000,Oldenburg (Oldenburg),680,410,21,3.1,0,0,644,94.7,616,522,94,84,13.6,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3404000,Osnabrück,884,539,5,0.6,0,0,833,94.2,797,719,78,218,27.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5774032,Paderborn,648,436,12,1.9,0,0,601,92.7,537,485,52,163,30.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8231000,Pforzheim,610,494,4,0.7,0,0,576,94.4,521,453,68,137,26.3,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),12054000,Potsdam,816,475,2,0.2,0,0,771,94.5,687,586,101,96,14.0,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5562032,Recklinghausen,590,518,11,1.9,0,0,563,95.4,508,451,57,132,26.0,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9362000,Regensburg,858,577,11,1.3,0,0,829,96.6,750,651,99,171,22.8,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5120000,Remscheid,325,294,3,0.9,0,0,305,93.8,329,288,41,63,19.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8415061,Reutlingen,563,490,2,0.4,0,0,538,95.6,486,422,64,154,31.7,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),13003000,Rostock,"1,020",492,58,5.7,0,0,954,93.5,866,731,135,80,9.2,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),10041100,Saarbrücken,"1,328",739,21,1.6,0,0,"1,221",91.9,"1,102",948,154,294,26.7,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3102000,Salzgitter,314,303,4,1.3,0,0,300,95.5,268,228,40,56,20.9,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),13004000,Schwerin,491,513,0,0.0,0,0,465,94.7,416,359,57,45,10.8,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5970040,Siegen,570,560,4,0.7,0,0,528,92.6,447,391,56,92,20.6,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5122000,Solingen,427,269,3,0.7,0,0,390,91.3,390,333,57,90,23.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8111000,Stuttgart,"5,103",813,21,0.4,0,0,"4,465",87.5,"3,874","3,477",397,"1,525",39.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7211000,Trier,820,745,14,1.7,0,0,720,87.8,645,580,65,149,23.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8421000,Ulm,503,406,2,0.4,0,0,472,93.8,420,364,56,154,36.7,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6414000,Wiesbaden,"1,069",385,6,0.6,0,0,"1,044",97.7,997,907,90,341,34.2,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3103000,Wolfsburg,506,408,5,1.0,0,0,487,96.2,403,340,63,81,20.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5124000,Wuppertal,"1,585",450,43,2.7,0,0,"1,324",83.5,"1,147","1,020",127,384,33.5,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9663000,Würzburg,"1,497","1,188",5,0.3,0,0,"1,435",95.9,"1,324","1,197",127,287,21.7,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5334002,Aachen,"27,324","11,155","2,500",9.1,11,6,"13,910",50.9,"9,671","7,511","2,160","3,842",39.7,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",9761000,Augsburg,"20,613","7,118","1,183",5.7,12,10,"14,333",69.5,"10,009","7,635","2,374","3,827",38.2,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5378004,Bergisch Gladbach,"6,697","6,015",718,10.7,2,4,"3,347",50.0,"2,582","1,959",623,735,28.5,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",11000000,Berlin,"509,572","14,254","40,223",7.9,334,262,"219,290",43.0,"130,377","97,471","32,906","51,378",39.4,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5711000,Bielefeld,"26,095","7,826","1,950",7.5,9,9,"15,159",58.1,"10,430","8,046","2,384","4,225",40.5,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5911000,Bochum,"32,104","8,798","2,630",8.2,22,15,"17,770",55.4,"12,224","9,267","2,957","3,598",29.4,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5314000,Bonn,"30,499","9,468","2,656",8.7,18,5,"14,677",48.1,"10,497","8,138","2,359","3,519",33.5,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5512000,Bottrop,"8,395","7,150",941,11.2,6,17,"4,126",49.1,"3,094","2,360",734,834,27.0,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",3101000,Braunschweig,"22,640","9,105","1,468",6.5,22,14,"13,559",59.9,"9,057","6,964","2,093","2,661",29.4,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",4011000,Bremen,"66,935","11,832","7,163",10.7,84,35,"30,910",46.2,"19,765","15,456","4,309","7,743",39.2,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",4012000,Bremerhaven,"12,593","11,141","1,020",8.1,21,24,"6,865",54.5,"4,842","3,641","1,201","1,503",31.0,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",14511000,Chemnitz,"23,011","9,341","2,974",12.9,10,16,"12,051",52.4,"7,360","5,491","1,869","2,184",29.7,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",12052000,Cottbus,"9,384","9,345",844,9.0,5,2,"4,806",51.2,"2,963","2,312",651,526,17.8,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",6411000,Darmstadt,"11,961","7,597",855,7.1,4,1,"7,470",62.5,"5,321","4,022","1,299","2,093",39.3,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5913000,Dortmund,"66,065","11,277","5,506",8.3,28,42,"37,351",56.5,"25,034","19,467","5,567","10,010",40.0,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",14612000,Dresden,"77,094","14,090","4,372",5.7,26,33,"53,434",69.3,"17,036","12,840","4,196","4,685",27.5,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5112000,Duisburg,"49,533","9,910","4,859",9.8,56,41,"26,604",53.7,"18,118","13,511","4,607","7,178",39.6,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5111000,Düsseldorf,"64,520","10,521","5,342",8.3,18,6,"28,517",44.2,"22,527","17,308","5,219","9,680",43.0,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",16051000,Erfurt,"22,401","10,611","1,915",8.5,22,11,"13,755",61.4,"8,636","6,309","2,327","1,550",17.9,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",9562000,Erlangen,"5,757","5,222",345,6.0,5,3,"3,508",60.9,"2,998","2,282",716,"1,123",37.5,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5113000,Essen,"55,359","9,494","3,819",6.9,24,15,"32,104",58.0,"21,625","16,158","5,467","8,353",38.6,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",6412000,Frankfurt am Main,"92,725","12,591","5,732",6.2,70,28,"53,619",57.8,"33,785","26,572","7,213","18,367",54.4,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",8311000,Freiburg im Breisgau,"26,656","11,712","1,770",6.6,29,14,"16,094",60.4,"10,718","8,201","2,517","4,526",42.2,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",9563000,Fürth,"5,802","4,627",419,7.2,4,4,"3,933",67.8,"3,215","2,441",774,"1,238",38.5,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5513000,Gelsenkirchen,"23,345","8,892","1,949",8.3,15,5,"11,962",51.2,"9,461","7,028","2,433","3,644",38.5,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",3159016,Göttingen,"12,379","10,387",981,7.9,20,8,"7,012",56.6,"4,918","3,698","1,220","1,563",31.8,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5914000,Hagen,"15,646","8,311","1,494",9.5,5,5,"9,276",59.3,"6,613","5,069","1,544","2,423",36.6,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",15002000,Halle (Saale),"30,325","12,741","3,566",11.8,14,8,"14,500",47.8,"8,804","6,678","2,126","2,123",24.1,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",2000000,Hamburg,"218,773","12,084","18,463",8.4,213,129,"94,247",43.1,"65,585","50,613","14,972","27,738",42.3,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5915000,Hamm,"14,737","8,207","1,057",7.2,14,3,"7,896",53.6,"6,062","4,680","1,382","2,251",37.1,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",3241001,Hannover,"74,835","14,044","5,562",7.4,74,52,"45,680",61.0,"27,684","21,313","6,371","10,697",38.6,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",8221000,Heidelberg,"14,745","9,221","1,149",7.8,4,6,"8,280",56.2,"6,017","4,726","1,291","2,695",44.8,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",8121000,Heilbronn,"8,376","6,767",355,4.2,3,4,"5,265",62.9,"4,074","3,127",947,"1,853",45.5,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5916000,Herne,"13,160","8,394","1,130",8.6,10,6,"7,316",55.6,"5,058","3,848","1,210","1,657",32.8,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",3254021,Hildesheim,"9,233","9,080",767,8.3,15,13,"5,500",59.6,"3,817","2,774","1,043","1,030",27.0,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",9161000,Ingolstadt,"9,816","7,345",618,6.3,7,8,"6,550",66.7,"4,517","3,447","1,070","1,814",40.2,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",16053000,Jena,"7,753","7,028",435,5.6,2,7,"4,625",59.7,"3,135","2,472",663,584,18.6,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",8212000,Karlsruhe,"25,767","8,312","1,534",6.0,20,40,"15,468",60.0,"11,253","8,697","2,556","5,342",47.5,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",6611000,Kassel,"18,140","9,113","1,402",7.7,22,24,"10,883",60.0,"7,583","5,784","1,799","2,868",37.8,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",1002000,Kiel,"23,722","9,587","1,946",8.2,27,13,"11,283",47.6,"7,766","5,963","1,803","2,016",26.0,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",7111000,Koblenz,"11,163","9,826",699,6.3,12,9,"6,123",54.9,"4,748","3,584","1,164","1,379",29.0,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5315000,Köln,"131,092","12,184","12,022",9.2,79,32,"60,551",46.2,"44,277","33,577","10,700","17,555",39.6,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5114000,Krefeld,"21,870","9,642","1,554",7.1,10,6,"12,811",58.6,"9,522","7,030","2,492","3,023",31.7,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",14713000,Leipzig,"76,596","13,412","7,213",9.4,37,24,"33,244",43.4,"19,376","14,598","4,778","4,883",25.2,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5316000,Leverkusen,"12,505","7,666","1,510",12.1,6,6,"5,829",46.6,"4,818","3,648","1,170","1,400",29.1,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",1003000,Lübeck,"23,527","10,856","1,827",7.8,23,15,"12,878",54.7,"8,338","6,284","2,054","1,898",22.8,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",7314000,Ludwigshafen am Rhein,"16,057","9,637","1,048",6.5,26,8,"10,112",63.0,"7,561","5,535","2,026","3,073",40.6,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",15003000,Magdeburg,"27,042","11,356","3,409",12.6,10,22,"13,661",50.5,"8,409","6,337","2,072","1,769",21.0,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",7315000,Mainz,"18,523","8,675","1,046",5.6,8,6,"11,908",64.3,"7,794","5,987","1,807","3,031",38.9,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",8222000,Mannheim,"34,264","11,242","1,925",5.6,19,19,"19,088",55.7,"14,007","10,826","3,181","6,625",47.3,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5170024,Moers,"7,529","7,248",898,11.9,2,9,"3,574",47.5,"2,636","2,005",631,689,26.1,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5116000,Mönchengladbach,"21,446","8,219","1,484",6.9,12,19,"11,888",55.4,"8,241","6,084","2,157","2,508",30.4,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5117000,Mülheim an der Ruhr,"12,183","7,127",996,8.2,4,11,"6,624",54.4,"4,900","3,670","1,230","1,698",34.7,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",9162000,München,"90,804","6,201","5,586",6.2,47,28,"57,161",62.9,"43,013","32,857","10,156","20,989",48.8,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5515000,Münster,"29,259","9,383","2,140",7.3,12,4,"13,997",47.8,"9,543","7,444","2,099","3,409",35.7,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5162024,Neuss,"12,746","8,337","1,082",8.5,6,6,"7,600",59.6,"5,311","3,966","1,345","1,610",30.3,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",9564000,Nürnberg,"42,948","8,394","2,833",6.6,33,30,"28,585",66.6,"19,458","14,708","4,750","8,677",44.6,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5119000,Oberhausen,"16,384","7,751","1,095",6.7,3,11,"9,243",56.4,"7,258","5,405","1,853","2,160",29.8,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",6413000,Offenbach am Main,"11,698","9,389",768,6.6,16,6,"8,112",69.3,"5,902","4,567","1,335","2,957",50.1,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",3403000,Oldenburg (Oldenburg),"13,469","8,128","1,056",7.8,9,16,"7,489",55.6,"4,972","3,770","1,202","1,291",26.0,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",3404000,Osnabrück,"16,988","10,354","1,128",6.6,15,11,"9,869",58.1,"7,024","5,400","1,624","2,315",33.0,2017
890000,"Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000)",5774032,Paderborn,"11,968","8,050",925,7.7,5,5,"6,930",57.9,"5,008","3,793","1,215","1,684",33.6,2017
