Schluessel,Straftat,Gemeindeschluessel,Stadt,Faelle,HZ,Versuche,Versuche_Prozent,Schusswaffe_gedroht,Schusswaffe_geschossen,aufgeklaert,Aufklaerungsquote,Tatverdaechtige,Tatverdaechtige_maennlich,Tatverdaechtige_weiblich,Nichtdeutsche,Nichtdeutsche_Prozent,Jahr
674000,Sachbeschädigung §§ 303-305a StGB,5170024,Moers,830,799,6,0.7,0,0,164,19.8,155,128,27,21,13.5,2017
674000,Sachbeschädigung §§ 303-305a StGB,5116000,Mönchengladbach,"2,189",839,13,0.6,0,4,489,22.3,529,442,87,111,21.0,2017
674000,Sachbeschädigung §§ 303-305a StGB,5117000,Mülheim an der Ruhr,"1,325",775,12,0.9,0,0,301,22.7,198,169,29,49,24.7,2017
674000,Sachbeschädigung §§ 303-305a StGB,9162000,München,"9,764",667,114,1.2,0,3,"2,048",21.0,"1,766","1,556",210,614,34.8,2017
674000,Sachbeschädigung §§ 303-305a StGB,5515000,Münster,"2,761",885,21,0.8,0,0,470,17.0,433,376,57,92,21.2,2017
674000,Sachbeschädigung §§ 303-305a StGB,5162024,Neuss,"1,074",703,10,0.9,0,2,344,32.0,296,247,49,67,22.6,2017
674000,Sachbeschädigung §§ 303-305a StGB,9564000,Nürnberg,"4,188",819,172,4.1,0,9,"1,093",26.1,914,756,158,302,33.0,2017
674000,Sachbeschädigung §§ 303-305a StGB,5119000,Oberhausen,"1,733",820,13,0.8,0,4,450,26.0,485,399,86,113,23.3,2017
674000,Sachbeschädigung §§ 303-305a StGB,6413000,Offenbach am Main,841,675,19,2.3,0,3,252,30.0,219,192,27,91,41.6,2017
674000,Sachbeschädigung §§ 303-305a StGB,3403000,Oldenburg (Oldenburg),"1,524",920,14,0.9,0,7,506,33.2,322,275,47,53,16.5,2017
674000,Sachbeschädigung §§ 303-305a StGB,3404000,Osnabrück,"1,558",950,22,1.4,0,2,363,23.3,366,314,52,84,23.0,2017
674000,Sachbeschädigung §§ 303-305a StGB,5774032,Paderborn,"1,073",722,35,3.3,0,0,260,24.2,239,205,34,54,22.6,2017
674000,Sachbeschädigung §§ 303-305a StGB,8231000,Pforzheim,"1,063",861,3,0.3,0,2,278,26.2,209,182,27,62,29.7,2017
674000,Sachbeschädigung §§ 303-305a StGB,12054000,Potsdam,"1,608",936,4,0.2,0,4,341,21.2,276,238,38,45,16.3,2017
674000,Sachbeschädigung §§ 303-305a StGB,5562032,Recklinghausen,"1,019",894,6,0.6,0,3,240,23.6,226,186,40,59,26.1,2017
674000,Sachbeschädigung §§ 303-305a StGB,9362000,Regensburg,"1,411",949,29,2.1,0,0,360,25.5,257,216,41,55,21.4,2017
674000,Sachbeschädigung §§ 303-305a StGB,5120000,Remscheid,969,876,11,1.1,0,0,226,23.3,229,175,54,54,23.6,2017
674000,Sachbeschädigung §§ 303-305a StGB,8415061,Reutlingen,876,762,5,0.6,0,2,204,23.3,146,128,18,49,33.6,2017
674000,Sachbeschädigung §§ 303-305a StGB,13003000,Rostock,"2,343","1,129",25,1.1,0,0,588,25.1,467,418,49,47,10.1,2017
674000,Sachbeschädigung §§ 303-305a StGB,10041100,Saarbrücken,"2,209","1,229",39,1.8,0,5,518,23.4,479,412,67,96,20.0,2017
674000,Sachbeschädigung §§ 303-305a StGB,3102000,Salzgitter,719,694,2,0.3,0,1,178,24.8,170,132,38,37,21.8,2017
674000,Sachbeschädigung §§ 303-305a StGB,13004000,Schwerin,"1,193","1,247",11,0.9,0,0,229,19.2,241,210,31,20,8.3,2017
674000,Sachbeschädigung §§ 303-305a StGB,5970040,Siegen,"1,132","1,111",10,0.9,0,0,354,31.3,299,257,42,59,19.7,2017
674000,Sachbeschädigung §§ 303-305a StGB,5122000,Solingen,"1,183",744,8,0.7,0,2,235,19.9,227,192,35,49,21.6,2017
674000,Sachbeschädigung §§ 303-305a StGB,8111000,Stuttgart,"5,786",921,50,0.9,0,5,"1,228",21.2,931,800,131,285,30.6,2017
674000,Sachbeschädigung §§ 303-305a StGB,7211000,Trier,"1,053",956,11,1.0,0,1,316,30.0,303,255,48,80,26.4,2017
674000,Sachbeschädigung §§ 303-305a StGB,8421000,Ulm,892,720,7,0.8,0,2,157,17.6,149,123,26,50,33.6,2017
674000,Sachbeschädigung §§ 303-305a StGB,6414000,Wiesbaden,"2,186",787,20,0.9,0,4,599,27.4,529,450,79,183,34.6,2017
674000,Sachbeschädigung §§ 303-305a StGB,3103000,Wolfsburg,"1,021",824,4,0.4,0,2,193,18.9,185,165,20,43,23.2,2017
674000,Sachbeschädigung §§ 303-305a StGB,5124000,Wuppertal,"3,311",940,38,1.1,0,1,763,23.0,789,656,133,208,26.4,2017
674000,Sachbeschädigung §§ 303-305a StGB,9663000,Würzburg,"1,016",806,12,1.2,0,10,211,20.8,205,189,16,52,25.4,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5334002,Aachen,"2,218",905,154,6.9,0,0,"2,216",99.9,"2,223","1,934",289,"2,210",99.4,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9761000,Augsburg,286,99,0,0.0,0,0,285,99.7,286,209,77,285,99.7,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5378004,Bergisch Gladbach,21,19,0,0.0,0,0,21,100.0,21,14,7,21,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",11000000,Berlin,"10,864",304,127,1.2,0,0,"10,635",97.9,"9,841","6,653","3,188","9,762",99.2,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5711000,Bielefeld,275,82,1,0.4,0,0,275,100.0,291,228,63,291,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5911000,Bochum,103,28,1,1.0,0,0,102,99.0,104,82,22,102,98.1,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5314000,Bonn,263,82,0,0.0,0,0,262,99.6,273,217,56,270,98.9,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5512000,Bottrop,9,8,0,0.0,0,0,9,100.0,11,9,2,11,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3101000,Braunschweig,264,106,2,0.8,0,0,264,100.0,254,203,51,254,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",4011000,Bremen,"1,408",249,12,0.9,0,0,"1,395",99.1,"1,360","1,025",335,"1,354",99.6,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",4012000,Bremerhaven,54,48,0,0.0,0,0,55,101.9,52,39,13,52,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",14511000,Chemnitz,"2,441",991,0,0.0,0,0,"2,435",99.8,"2,247","1,563",684,"2,243",99.8,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",12052000,Cottbus,55,55,0,0.0,0,0,55,100.0,49,40,9,48,98.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",6411000,Darmstadt,160,102,1,0.6,0,0,160,100.0,154,133,21,152,98.7,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5913000,Dortmund,"1,226",209,32,2.6,0,0,"1,222",99.7,"1,164",950,214,"1,159",99.6,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",14612000,Dresden,"1,316",241,3,0.2,0,0,"1,280",97.3,"1,271",873,398,"1,265",99.5,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5112000,Duisburg,206,41,1,0.5,0,0,205,99.5,209,180,29,208,99.5,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5111000,Düsseldorf,"4,719",770,184,3.9,0,0,"4,701",99.6,"4,666","2,966","1,700","4,656",99.8,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",16051000,Erfurt,258,122,0,0.0,0,0,256,99.2,266,225,41,264,99.2,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9562000,Erlangen,72,65,0,0.0,0,0,72,100.0,94,68,26,80,85.1,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5113000,Essen,420,72,1,0.2,0,0,419,99.8,414,343,71,413,99.8,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",6412000,Frankfurt am Main,"16,733","2,272","1,718",10.3,0,0,"16,693",99.8,"15,394","9,420","5,974","15,322",99.5,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8311000,Freiburg im Breisgau,"1,194",525,0,0.0,0,0,"1,177",98.6,"1,186",997,189,"1,183",99.7,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9563000,Fürth,51,41,0,0.0,0,0,51,100.0,62,51,11,56,90.3,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5513000,Gelsenkirchen,42,16,0,0.0,0,0,42,100.0,49,39,10,45,91.8,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3159016,Göttingen,108,91,0,0.0,0,0,106,98.1,122,88,34,120,98.4,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5914000,Hagen,67,36,0,0.0,0,0,67,100.0,67,57,10,63,94.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",15002000,Halle (Saale),74,31,0,0.0,0,0,73,98.6,81,62,19,77,95.1,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",2000000,Hamburg,"5,519",305,138,2.5,0,0,"5,493",99.5,"5,023","3,589","1,434","4,991",99.4,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5915000,Hamm,129,72,0,0.0,0,0,128,99.2,127,102,25,127,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3241001,Hannover,"3,051",573,63,2.1,0,0,"3,045",99.8,"2,908","1,860","1,048","2,890",99.4,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8221000,Heidelberg,"1,601","1,001",0,0.0,0,0,"1,598",99.8,"1,548","1,202",346,"1,548",100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8121000,Heilbronn,63,51,0,0.0,0,0,63,100.0,68,49,19,64,94.1,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5916000,Herne,37,24,1,2.7,0,0,37,100.0,39,31,8,39,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3254021,Hildesheim,36,35,0,0.0,0,0,35,97.2,36,32,4,36,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9161000,Ingolstadt,90,67,0,0.0,0,0,90,100.0,90,71,19,88,97.8,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",16053000,Jena,27,24,0,0.0,0,0,27,100.0,29,23,6,29,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8212000,Karlsruhe,"1,877",605,4,0.2,0,0,"1,876",99.9,"1,814","1,492",322,"1,808",99.7,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",6611000,Kassel,242,122,1,0.4,0,0,239,98.8,235,198,37,235,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",1002000,Kiel,212,86,12,5.7,0,0,210,99.1,213,165,48,208,97.7,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",7111000,Koblenz,101,89,0,0.0,0,0,100,99.0,98,85,13,97,99.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5315000,Köln,"5,766",536,138,2.4,0,0,"5,753",99.8,"5,698","3,647","2,051","5,690",99.9,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5114000,Krefeld,64,28,1,1.6,0,0,63,98.4,74,65,9,74,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",14713000,Leipzig,"2,787",488,1,0.0,0,0,"2,780",99.7,"2,726","1,932",794,"2,720",99.8,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5316000,Leverkusen,65,40,0,0.0,0,0,65,100.0,63,53,10,62,98.4,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",1003000,Lübeck,87,40,2,2.3,0,0,86,98.9,90,75,15,83,92.2,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",7314000,Ludwigshafen am Rhein,60,36,0,0.0,0,0,59,98.3,63,52,11,57,90.5,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",15003000,Magdeburg,101,42,0,0.0,0,0,100,99.0,106,79,27,100,94.3,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",7315000,Mainz,163,76,0,0.0,0,0,162,99.4,164,140,24,163,99.4,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8222000,Mannheim,627,206,1,0.2,0,0,626,99.8,604,533,71,601,99.5,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5170024,Moers,29,28,0,0.0,0,0,29,100.0,29,24,5,29,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5116000,Mönchengladbach,100,38,0,0.0,0,0,100,100.0,108,92,16,107,99.1,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5117000,Mülheim an der Ruhr,60,35,0,0.0,0,0,59,98.3,58,44,14,58,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9162000,München,"6,231",426,4,0.1,0,0,"6,219",99.8,"6,198","4,587","1,611","6,164",99.5,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5515000,Münster,216,69,0,0.0,0,0,215,99.5,225,194,31,223,99.1,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5162024,Neuss,42,27,1,2.4,0,0,42,100.0,48,37,11,46,95.8,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9564000,Nürnberg,802,157,15,1.9,0,0,798,99.5,757,526,231,726,95.9,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5119000,Oberhausen,86,41,0,0.0,0,0,85,98.8,100,79,21,98,98.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",6413000,Offenbach am Main,289,232,0,0.0,0,0,289,100.0,302,236,66,296,98.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3403000,Oldenburg (Oldenburg),114,69,0,0.0,0,0,113,99.1,114,91,23,114,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3404000,Osnabrück,188,115,0,0.0,0,0,188,100.0,187,151,36,185,98.9,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5774032,Paderborn,64,43,0,0.0,0,0,64,100.0,67,53,14,67,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8231000,Pforzheim,37,30,0,0.0,0,0,36,97.3,38,34,4,37,97.4,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",12054000,Potsdam,64,37,1,1.6,0,0,64,100.0,60,52,8,60,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5562032,Recklinghausen,35,31,1,2.9,0,0,34,97.1,36,32,4,36,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9362000,Regensburg,"1,428",961,1,0.1,0,0,"1,427",99.9,"1,414",954,460,"1,413",99.9,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5120000,Remscheid,4,4,0,0.0,0,0,4,100.0,6,6,0,6,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8415061,Reutlingen,33,29,0,0.0,0,0,33,100.0,35,26,9,34,97.1,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",13003000,Rostock,423,204,63,14.9,0,0,420,99.3,427,352,75,427,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",10041100,Saarbrücken,"1,268",706,19,1.5,0,0,"1,265",99.8,"1,259","1,131",128,"1,249",99.2,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3102000,Salzgitter,11,11,1,9.1,0,0,11,100.0,13,10,3,12,92.3,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",13004000,Schwerin,33,34,0,0.0,0,0,33,100.0,32,26,6,32,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5970040,Siegen,71,70,1,1.4,0,0,69,97.2,72,58,14,70,97.2,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5122000,Solingen,26,16,0,0.0,0,0,26,100.0,33,27,6,32,97.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8111000,Stuttgart,"1,181",188,2,0.2,0,0,"1,173",99.3,"1,146",946,200,"1,119",97.6,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",7211000,Trier,"2,710","2,461",0,0.0,0,0,"2,709",100.0,"2,676","1,820",856,"2,672",99.9,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",8421000,Ulm,179,144,0,0.0,0,0,179,100.0,178,148,30,177,99.4,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",6414000,Wiesbaden,121,44,0,0.0,0,0,121,100.0,118,94,24,117,99.2,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",3103000,Wolfsburg,58,47,0,0.0,0,0,58,100.0,56,47,9,55,98.2,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",5124000,Wuppertal,145,41,1,0.7,0,0,144,99.3,154,135,19,154,100.0,2017
725000,"Straftaten gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU",9663000,Würzburg,331,263,0,0.0,0,0,331,100.0,337,285,52,331,98.2,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5334002,Aachen,"1,795",733,15,0.8,0,0,"1,640",91.4,"1,617","1,463",154,677,41.9,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9761000,Augsburg,"1,700",587,35,2.1,0,0,"1,648",96.9,"1,432","1,234",198,375,26.2,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5378004,Bergisch Gladbach,196,176,0,0.0,0,0,178,90.8,199,178,21,34,17.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),11000000,Berlin,"16,077",450,307,1.9,0,0,"14,123",87.8,"11,411","10,358","1,053","5,028",44.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5711000,Bielefeld,"1,174",352,21,1.8,0,0,"1,076",91.7,"1,021",942,79,365,35.7,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5911000,Bochum,"1,430",392,31,2.2,0,0,"1,329",92.9,"1,253","1,132",121,258,20.6,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5314000,Bonn,"1,704",529,42,2.5,0,0,"1,505",88.3,"1,432","1,272",160,378,26.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5512000,Bottrop,351,299,5,1.4,0,0,332,94.6,294,265,29,37,12.6,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3101000,Braunschweig,"1,584",637,25,1.6,0,0,"1,534",96.8,"1,323","1,140",183,282,21.3,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),4011000,Bremen,"3,138",555,126,4.0,0,0,"2,498",79.6,"2,171","2,006",165,835,38.5,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),4012000,Bremerhaven,861,762,11,1.3,0,0,789,91.6,779,713,66,264,33.9,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),14511000,Chemnitz,839,341,9,1.1,0,0,793,94.5,709,571,138,171,24.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),12052000,Cottbus,393,391,2,0.5,0,0,370,94.1,319,270,49,34,10.7,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6411000,Darmstadt,759,482,6,0.8,0,0,728,95.9,682,602,80,211,30.9,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5913000,Dortmund,"3,971",678,122,3.1,0,0,"3,513",88.5,"3,230","2,958",272,"1,278",39.6,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),14612000,Dresden,"2,818",515,65,2.3,0,0,"2,492",88.4,"2,183","1,881",302,698,32.0,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5112000,Duisburg,"1,785",357,33,1.8,0,0,"1,623",90.9,"1,597","1,437",160,513,32.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5111000,Düsseldorf,"3,421",558,50,1.5,0,0,"3,155",92.2,"2,581","2,343",238,"1,064",41.2,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),16051000,Erfurt,"1,335",632,16,1.2,0,0,"1,268",95.0,"1,117",924,193,110,9.8,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9562000,Erlangen,453,411,2,0.4,0,0,439,96.9,429,388,41,110,25.6,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5113000,Essen,"1,985",340,21,1.1,0,0,"1,838",92.6,"1,637","1,484",153,510,31.2,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6412000,Frankfurt am Main,"10,482","1,423",46,0.4,0,0,"8,086",77.1,"5,515","5,025",490,"2,890",52.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8311000,Freiburg im Breisgau,"2,315","1,017",14,0.6,0,0,"2,205",95.2,"2,002","1,787",215,682,34.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9563000,Fürth,438,349,3,0.7,0,0,429,97.9,419,375,44,145,34.6,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5513000,Gelsenkirchen,778,296,8,1.0,0,0,682,87.7,694,631,63,183,26.4,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3159016,Göttingen,592,497,22,3.7,0,0,561,94.8,545,485,60,105,19.3,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5914000,Hagen,797,423,4,0.5,0,0,737,92.5,681,627,54,242,35.5,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),15002000,Halle (Saale),"1,223",514,14,1.1,0,0,"1,123",91.8,948,831,117,229,24.2,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),2000000,Hamburg,"10,578",584,347,3.3,0,0,"9,579",90.6,"7,900","7,073",827,"3,407",43.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5915000,Hamm,630,351,8,1.3,0,0,581,92.2,548,478,70,151,27.6,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3241001,Hannover,"4,710",884,96,2.0,0,0,"4,403",93.5,"3,816","3,415",401,"1,394",36.5,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8221000,Heidelberg,"1,157",724,4,0.3,0,0,"1,096",94.7,"1,019",893,126,240,23.6,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8121000,Heilbronn,644,520,2,0.3,0,0,599,93.0,562,497,65,214,38.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5916000,Herne,647,413,7,1.1,0,0,592,91.5,582,535,47,147,25.3,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3254021,Hildesheim,606,596,13,2.1,0,0,580,95.7,518,437,81,96,18.5,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9161000,Ingolstadt,588,440,10,1.7,0,0,554,94.2,530,457,73,135,25.5,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),16053000,Jena,697,632,4,0.6,0,0,662,95.0,536,471,65,53,9.9,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8212000,Karlsruhe,"1,869",603,7,0.4,0,0,"1,772",94.8,"1,609","1,487",122,660,41.0,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6611000,Kassel,"1,366",686,8,0.6,0,0,"1,240",90.8,"1,050",958,92,369,35.1,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),1002000,Kiel,964,390,15,1.6,0,0,896,92.9,792,702,90,182,23.0,2017
