Schluessel,Straftat,Gemeindeschluessel,Stadt,Sexus,gesamt,Alter_unter_6,Alter_6_bis_8,Alter_8_bis_10,Alter_10_bis_12,Alter_12_bis_14,Kinder_gesamt,Alter_14_bis_16,Alter_16_bis_18,Jugendliche_gesamt,Alter_18_bis_21,unter_21_gesamt,Alter_21_bis_23,Alter_23_bis_25,Alter_21_bis_25,Alter_25_bis_30,Alter_30_bis_40,Alter_40_bis_50,Alter_50_bis_60,Alter_ueber_60,Erwachsene_gesamt,Jahr
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9563000,Fürth,X,419,0,0,0,0,3,3,13,40,53,79,135,48,37,85,75,73,37,13,1,284,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5513000,Gelsenkirchen,M,631,0,0,0,0,2,2,13,32,45,92,139,55,59,114,118,169,72,16,3,492,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5513000,Gelsenkirchen,W,63,0,0,0,0,1,1,3,5,8,4,13,5,4,9,9,18,9,5,0,50,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5513000,Gelsenkirchen,X,694,0,0,0,0,3,3,16,37,53,96,152,60,63,123,127,187,81,21,3,542,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3159016,Göttingen,M,485,0,0,0,0,2,2,27,71,98,87,187,43,36,79,72,92,40,13,2,298,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3159016,Göttingen,W,60,0,0,0,0,1,1,6,8,14,7,22,5,3,8,5,17,5,3,0,38,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3159016,Göttingen,X,545,0,0,0,0,3,3,33,79,112,94,209,48,39,87,77,109,45,16,2,336,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5914000,Hagen,M,627,0,0,0,1,3,4,16,55,71,115,190,74,46,120,104,146,54,10,3,437,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5914000,Hagen,W,54,0,0,0,0,0,0,3,8,11,8,19,4,2,6,8,13,6,1,1,35,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5914000,Hagen,X,681,0,0,0,1,3,4,19,63,82,123,209,78,48,126,112,159,60,11,4,472,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),15002000,Halle (Saale),M,831,0,0,0,2,1,3,23,55,78,102,183,66,52,118,166,277,70,17,0,648,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),15002000,Halle (Saale),W,117,0,0,0,2,1,3,11,5,16,12,31,3,7,10,27,39,10,0,0,86,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),15002000,Halle (Saale),X,948,0,0,0,4,2,6,34,60,94,114,214,69,59,128,193,316,80,17,0,734,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),2000000,Hamburg,M,"7,073",0,0,0,0,19,19,149,412,561,"1,114","1,694",750,628,"1,378","1,274","1,676",685,306,60,"5,379",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),2000000,Hamburg,W,827,0,0,0,0,6,6,44,75,119,111,236,54,45,99,119,208,120,43,2,591,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),2000000,Hamburg,X,"7,900",0,0,0,0,25,25,193,487,680,"1,225","1,930",804,673,"1,477","1,393","1,884",805,349,62,"5,970",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5915000,Hamm,M,478,0,0,0,0,2,2,17,23,40,66,108,41,62,103,96,120,39,11,1,370,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5915000,Hamm,W,70,0,0,0,0,0,0,4,7,11,13,24,5,2,7,13,19,4,1,2,46,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5915000,Hamm,X,548,0,0,0,0,2,2,21,30,51,79,132,46,64,110,109,139,43,12,3,416,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3241001,Hannover,M,"3,415",0,0,0,0,8,8,62,176,238,558,804,368,281,649,645,847,335,111,24,"2,611",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3241001,Hannover,W,401,0,0,0,0,3,3,21,36,57,70,130,39,19,58,61,83,50,17,2,271,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3241001,Hannover,X,"3,816",0,0,0,0,11,11,83,212,295,628,934,407,300,707,706,930,385,128,26,"2,882",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8221000,Heidelberg,M,893,0,0,0,0,6,6,39,104,143,226,375,112,75,187,156,136,30,7,2,518,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8221000,Heidelberg,W,126,0,0,0,0,3,3,16,24,40,23,66,15,7,22,17,13,5,3,0,60,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8221000,Heidelberg,X,"1,019",0,0,0,0,9,9,55,128,183,249,441,127,82,209,173,149,35,10,2,578,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8121000,Heilbronn,M,497,0,0,0,0,0,0,16,46,62,94,156,60,51,111,83,100,38,7,2,341,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8121000,Heilbronn,W,65,0,0,0,0,1,1,1,16,17,14,32,6,2,8,8,10,5,2,0,33,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8121000,Heilbronn,X,562,0,0,0,0,1,1,17,62,79,108,188,66,53,119,91,110,43,9,2,374,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5916000,Herne,M,535,0,0,1,0,1,2,16,59,75,106,183,58,42,100,90,113,34,12,3,352,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5916000,Herne,W,47,0,0,0,0,0,0,5,5,10,6,16,2,5,7,4,12,6,2,0,31,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5916000,Herne,X,582,0,0,1,0,1,2,21,64,85,112,199,60,47,107,94,125,40,14,3,383,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3254021,Hildesheim,M,437,0,0,0,0,7,7,14,45,59,73,139,53,43,96,73,84,32,9,4,298,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3254021,Hildesheim,W,81,0,0,0,0,3,3,5,8,13,9,25,5,6,11,10,24,6,4,1,56,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3254021,Hildesheim,X,518,0,0,0,0,10,10,19,53,72,82,164,58,49,107,83,108,38,13,5,354,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9161000,Ingolstadt,M,457,0,0,0,0,0,0,7,37,44,93,137,44,50,94,104,86,25,5,6,320,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9161000,Ingolstadt,W,73,0,0,0,0,1,1,4,3,7,20,28,7,7,14,11,13,4,3,0,45,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9161000,Ingolstadt,X,530,0,0,0,0,1,1,11,40,51,113,165,51,57,108,115,99,29,8,6,365,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),16053000,Jena,M,471,0,0,0,0,5,5,19,54,73,74,152,41,36,77,92,116,30,4,0,319,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),16053000,Jena,W,65,0,0,0,0,0,0,6,7,13,17,30,3,5,8,10,16,1,0,0,35,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),16053000,Jena,X,536,0,0,0,0,5,5,25,61,86,91,182,44,41,85,102,132,31,4,0,354,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8212000,Karlsruhe,M,"1,487",0,0,0,0,7,7,41,129,170,306,483,156,151,307,279,275,101,39,3,"1,004",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8212000,Karlsruhe,W,122,0,0,0,0,0,0,9,11,20,28,48,11,9,20,13,29,7,5,0,74,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8212000,Karlsruhe,X,"1,609",0,0,0,0,7,7,50,140,190,334,531,167,160,327,292,304,108,44,3,"1,078",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6611000,Kassel,M,958,0,0,0,1,0,1,11,67,78,145,224,87,91,178,199,217,89,41,10,734,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6611000,Kassel,W,92,0,0,0,0,0,0,0,5,5,5,10,8,5,13,21,24,14,9,1,82,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6611000,Kassel,X,"1,050",0,0,0,1,0,1,11,72,83,150,234,95,96,191,220,241,103,50,11,816,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),1002000,Kiel,M,702,0,0,0,0,4,4,16,42,58,118,180,74,72,146,128,150,70,22,6,522,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),1002000,Kiel,W,90,0,0,0,0,0,0,9,8,17,18,35,6,7,13,15,14,8,5,0,55,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),1002000,Kiel,X,792,0,0,0,0,4,4,25,50,75,136,215,80,79,159,143,164,78,27,6,577,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7111000,Koblenz,M,605,0,0,0,0,0,0,10,27,37,94,131,76,65,141,137,144,37,13,2,474,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7111000,Koblenz,W,123,0,0,0,0,1,1,3,12,15,26,42,10,6,16,20,33,9,2,1,81,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7111000,Koblenz,X,728,0,0,0,0,1,1,13,39,52,120,173,86,71,157,157,177,46,15,3,555,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5315000,Köln,M,"4,866",0,0,0,1,9,10,71,269,340,706,"1,056",473,438,911,893,"1,211",567,192,36,"3,810",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5315000,Köln,W,549,0,0,0,0,1,1,23,41,64,72,137,44,34,78,99,137,68,30,0,412,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5315000,Köln,X,"5,415",0,0,0,1,10,11,94,310,404,778,"1,193",517,472,989,992,"1,348",635,222,36,"4,222",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5114000,Krefeld,M,"1,125",0,0,0,0,1,1,16,56,72,169,242,142,94,236,218,282,98,40,9,883,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5114000,Krefeld,W,163,0,0,0,0,0,0,3,5,8,28,36,19,16,35,28,34,22,7,1,127,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5114000,Krefeld,X,"1,288",0,0,0,0,1,1,19,61,80,197,278,161,110,271,246,316,120,47,10,"1,010",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),14713000,Leipzig,M,"1,674",0,0,0,1,12,13,63,108,171,198,382,113,133,246,365,530,117,24,10,"1,292",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),14713000,Leipzig,W,253,0,0,0,0,5,5,22,16,38,19,62,19,11,30,60,80,16,4,1,191,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),14713000,Leipzig,X,"1,927",0,0,0,1,17,18,85,124,209,217,444,132,144,276,425,610,133,28,11,"1,483",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5316000,Leverkusen,M,302,0,0,0,0,1,1,19,19,38,63,102,31,16,47,47,71,25,10,0,200,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5316000,Leverkusen,W,35,0,0,0,0,1,1,1,3,4,8,13,0,2,2,5,7,5,3,0,22,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5316000,Leverkusen,X,337,0,0,0,0,2,2,20,22,42,71,115,31,18,49,52,78,30,13,0,222,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),1003000,Lübeck,M,"1,042",0,0,0,0,6,6,38,106,144,179,329,110,79,189,173,232,84,31,4,713,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),1003000,Lübeck,W,162,0,0,0,0,4,4,13,25,38,25,67,14,9,23,23,30,13,6,0,95,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),1003000,Lübeck,X,"1,204",0,0,0,0,10,10,51,131,182,204,396,124,88,212,196,262,97,37,4,808,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7314000,Ludwigshafen am Rhein,M,541,0,0,0,0,1,1,21,30,51,86,138,56,36,92,97,138,50,22,4,403,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7314000,Ludwigshafen am Rhein,W,87,0,0,0,0,1,1,7,4,11,17,29,10,4,14,10,15,13,6,0,58,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7314000,Ludwigshafen am Rhein,X,628,0,0,0,0,2,2,28,34,62,103,167,66,40,106,107,153,63,28,4,461,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),15003000,Magdeburg,M,708,0,0,0,0,4,4,30,37,67,101,172,63,54,117,141,203,63,11,1,536,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),15003000,Magdeburg,W,110,0,0,0,0,8,8,10,7,17,12,37,9,11,20,14,30,7,2,0,73,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),15003000,Magdeburg,X,818,0,0,0,0,12,12,40,44,84,113,209,72,65,137,155,233,70,13,1,609,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7315000,Mainz,M,950,0,0,0,0,0,0,17,78,95,167,262,90,81,171,160,239,92,19,7,688,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7315000,Mainz,W,114,0,0,0,0,0,0,5,12,17,23,40,10,14,24,16,22,10,2,0,74,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),7315000,Mainz,X,"1,064",0,0,0,0,0,0,22,90,112,190,302,100,95,195,176,261,102,21,7,762,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8222000,Mannheim,M,"2,374",1,0,0,0,9,10,49,135,184,459,653,296,242,538,518,464,155,42,4,"1,721",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8222000,Mannheim,W,276,1,0,0,0,2,3,8,31,39,40,82,38,18,56,58,49,25,5,1,194,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8222000,Mannheim,X,"2,650",2,0,0,0,11,13,57,166,223,499,735,334,260,594,576,513,180,47,5,"1,915",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5170024,Moers,M,184,0,0,0,0,0,0,6,12,18,23,41,17,18,35,34,54,10,10,0,143,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5170024,Moers,W,34,0,0,0,0,0,0,4,3,7,4,11,5,1,6,6,7,3,1,0,23,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5170024,Moers,X,218,0,0,0,0,0,0,10,15,25,27,52,22,19,41,40,61,13,11,0,166,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5116000,Mönchengladbach,M,790,0,0,0,0,1,1,16,51,67,138,206,86,64,150,156,189,71,17,1,584,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5116000,Mönchengladbach,W,107,0,0,0,0,1,1,6,10,16,16,33,9,7,16,21,21,10,6,0,74,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5116000,Mönchengladbach,X,897,0,0,0,0,2,2,22,61,83,154,239,95,71,166,177,210,81,23,1,658,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5117000,Mülheim an der Ruhr,M,336,0,0,0,0,0,0,16,33,49,54,103,50,25,75,46,73,24,14,1,233,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5117000,Mülheim an der Ruhr,W,38,0,0,0,0,0,0,4,2,6,6,12,2,3,5,6,10,3,2,0,26,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5117000,Mülheim an der Ruhr,X,374,0,0,0,0,0,0,20,35,55,60,115,52,28,80,52,83,27,16,1,259,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9162000,München,M,"7,106",0,0,0,0,7,7,144,509,653,"1,448","2,108",841,732,"1,573","1,296","1,384",502,189,54,"4,998",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9162000,München,W,950,0,0,0,0,3,3,32,77,109,183,295,97,82,179,158,186,85,34,13,655,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9162000,München,X,"8,056",0,0,0,0,10,10,176,586,762,"1,631","2,403",938,814,"1,752","1,454","1,570",587,223,67,"5,653",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5515000,Münster,M,989,0,0,0,0,3,3,25,64,89,146,238,93,106,199,185,224,92,43,8,751,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5515000,Münster,W,123,0,0,0,0,0,0,3,11,14,14,28,13,7,20,16,34,18,5,2,95,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5515000,Münster,X,"1,112",0,0,0,0,3,3,28,75,103,160,266,106,113,219,201,258,110,48,10,846,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5162024,Neuss,M,610,0,0,0,0,1,1,12,33,45,102,148,68,31,99,123,167,58,15,0,462,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5162024,Neuss,W,75,0,0,0,0,1,1,9,11,20,7,28,3,7,10,5,19,9,4,0,47,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5162024,Neuss,X,685,0,0,0,0,2,2,21,44,65,109,176,71,38,109,128,186,67,19,0,509,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9564000,Nürnberg,M,"2,863",0,0,0,0,2,2,61,162,223,520,745,292,237,529,528,740,234,75,12,"2,118",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9564000,Nürnberg,W,450,0,0,0,0,3,3,14,35,49,78,130,47,35,82,90,91,41,14,2,320,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9564000,Nürnberg,X,"3,313",0,0,0,0,5,5,75,197,272,598,875,339,272,611,618,831,275,89,14,"2,438",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5119000,Oberhausen,M,"1,210",0,0,0,0,2,2,24,66,90,260,352,171,143,314,234,215,73,17,5,858,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5119000,Oberhausen,W,312,0,0,0,0,4,4,6,30,36,76,116,34,40,74,66,44,10,2,0,196,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5119000,Oberhausen,X,"1,522",0,0,0,0,6,6,30,96,126,336,468,205,183,388,300,259,83,19,5,"1,054",2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6413000,Offenbach am Main,M,"1,099",0,0,0,0,2,2,11,49,60,187,249,129,119,248,215,258,100,23,6,850,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6413000,Offenbach am Main,W,150,0,0,0,0,1,1,1,5,6,33,40,19,10,29,31,34,14,2,0,110,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),6413000,Offenbach am Main,X,"1,249",0,0,0,0,3,3,12,54,66,220,289,148,129,277,246,292,114,25,6,960,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3403000,Oldenburg (Oldenburg),M,522,0,0,0,0,7,7,41,56,97,83,187,51,34,85,90,104,36,19,1,335,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3403000,Oldenburg (Oldenburg),W,94,0,0,0,0,5,5,11,6,17,17,39,13,4,17,14,17,4,3,0,55,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3403000,Oldenburg (Oldenburg),X,616,0,0,0,0,12,12,52,62,114,100,226,64,38,102,104,121,40,22,1,390,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3404000,Osnabrück,M,719,0,0,0,1,2,3,21,52,73,111,187,78,52,130,128,196,60,14,4,532,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3404000,Osnabrück,W,78,0,0,0,0,1,1,6,3,9,8,18,6,13,19,14,15,5,6,1,60,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),3404000,Osnabrück,X,797,0,0,0,1,3,4,27,55,82,119,205,84,65,149,142,211,65,20,5,592,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5774032,Paderborn,M,485,0,0,1,1,3,5,19,43,62,110,177,54,47,101,68,104,27,8,0,308,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5774032,Paderborn,W,52,0,0,0,1,0,1,5,8,13,8,22,1,0,1,8,13,7,1,0,30,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5774032,Paderborn,X,537,0,0,1,2,3,6,24,51,75,118,199,55,47,102,76,117,34,9,0,338,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8231000,Pforzheim,M,453,0,0,0,0,2,2,23,50,73,97,172,45,38,83,82,75,33,7,1,281,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8231000,Pforzheim,W,68,0,0,0,0,0,0,7,13,20,12,32,5,7,12,9,9,4,2,0,36,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8231000,Pforzheim,X,521,0,0,0,0,2,2,30,63,93,109,204,50,45,95,91,84,37,9,1,317,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),12054000,Potsdam,M,586,0,0,0,0,3,3,46,82,128,109,240,36,40,76,103,128,27,11,1,346,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),12054000,Potsdam,W,101,0,0,0,0,4,4,22,7,29,16,49,6,7,13,17,19,2,1,0,52,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),12054000,Potsdam,X,687,0,0,0,0,7,7,68,89,157,125,289,42,47,89,120,147,29,12,1,398,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5562032,Recklinghausen,M,451,0,0,0,0,0,0,15,22,37,69,106,51,32,83,87,113,46,12,4,345,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5562032,Recklinghausen,W,57,0,0,0,0,3,3,4,6,10,5,18,2,3,5,10,14,6,4,0,39,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5562032,Recklinghausen,X,508,0,0,0,0,3,3,19,28,47,74,124,53,35,88,97,127,52,16,4,384,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9362000,Regensburg,M,651,0,0,0,0,3,3,17,74,91,98,192,61,54,115,119,145,58,20,2,459,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9362000,Regensburg,W,99,0,0,0,0,0,0,4,10,14,20,34,8,7,15,16,21,12,1,0,65,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),9362000,Regensburg,X,750,0,0,0,0,3,3,21,84,105,118,226,69,61,130,135,166,70,21,2,524,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5120000,Remscheid,M,288,0,0,0,0,6,6,12,33,45,40,91,27,23,50,49,73,20,5,0,197,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5120000,Remscheid,W,41,0,0,0,0,0,0,7,4,11,6,17,1,5,6,8,5,4,1,0,24,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),5120000,Remscheid,X,329,0,0,0,0,6,6,19,37,56,46,108,28,28,56,57,78,24,6,0,221,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8415061,Reutlingen,M,422,0,0,0,0,1,1,21,49,70,96,167,48,35,83,74,65,25,7,1,255,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8415061,Reutlingen,W,64,0,0,0,0,1,1,4,10,14,11,26,8,6,14,9,7,5,2,1,38,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),8415061,Reutlingen,X,486,0,0,0,0,2,2,25,59,84,107,193,56,41,97,83,72,30,9,2,293,2017
730000,Rauschgiftdelikte (soweit nicht bereits mit anderer Schlüsselzahl erfasst),13003000,Rostock,M,731,0,0,0,0,4,4,40,69,109,107,220,68,49,117,151,205,34,3,1,511,2017
