Schluessel;Straftat;Gemeindeschluessel;Stadt;Fallstatus;Oper insgesamt ;Opfer maennlich;Opfer weiblich;Opfer - Kinder bis unter 6 Jahre - insgesamt;Opfer - Kinder bis unter 6 Jahre - maennlich;Opfer - Kinder bis unter 6 Jahre - weiblich;Opfer Kinder 6  bis unter 14 Jahre - insgesamt;Opfer Kinder 6  bis unter 14 Jahre - maennlich;Opfer Kinder 6  bis unter 14 Jahre - weiblich;Opfer Kinder bis 14 Jahre- insgesamt;Opfer Kinder bis 14 Jahre- maennlich;Opfer Kinder bis 14 Jahre- weiblich;Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt;Opfer Jugendliche 14 bis unter 18 Jahre - maennlich;Opfer Jugendliche 14 bis unter 18 Jahre - weiblich;Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt;Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich;Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich;Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt;Opfer Erwachsene 21 bis unter 60 Jahre - maennlich;Opfer Erwachsene 21 bis unter 60 Jahre - weiblich;Opfer - Erwachsene 60 Jahre und aelter - insgesamt;Opfer - Erwachsene 60 Jahre und aelter - maennlich;Opfer - Erwachsene 60 Jahre und aelter - weiblich;Opfer Erwachsene - insgesamt;Opfer Erwachsene - maennlich;Opfer Erwachsene - weiblich
------;Straftaten insgesamt;1002000;Kiel;vers.;240;140;100;1;0;1;10;3;7;11;3;8;17;12;5;23;11;12;161;98;63;28;16;12;189;114;75
------;Straftaten insgesamt;1002000;Kiel;insg.;4,125;2,517;1,608;22;16;6;179;89;90;201;105;96;283;172;111;341;195;146;3,080;1,926;1,154;220;119;101;3,300;2,045;1,255
------;Straftaten insgesamt;7111000;Koblenz;voll.;2,204;1,387;817;10;4;6;63;30;33;73;34;39;140;84;56;210;136;74;1,678;1,073;605;103;60;43;1,781;1,133;648
------;Straftaten insgesamt;7111000;Koblenz;vers.;157;98;59;0;0;0;2;1;1;2;1;1;12;6;6;11;7;4;118;74;44;14;10;4;132;84;48
------;Straftaten insgesamt;7111000;Koblenz;insg.;2,361;1,485;876;10;4;6;65;31;34;75;35;40;152;90;62;221;143;78;1,796;1,147;649;117;70;47;1,913;1,217;696
------;Straftaten insgesamt;5315000;K ln;voll.;20,896;12,172;8,724;137;73;64;780;429;351;917;502;415;1,227;671;556;1,551;875;676;15,899;9,346;6,553;1,302;778;524;17,201;10,124;7,077
------;Straftaten insgesamt;5315000;K ln;vers.;1,531;962;569;10;6;4;74;52;22;84;58;26;93;52;41;113;77;36;1,117;705;412;124;70;54;1,241;775;466
------;Straftaten insgesamt;5315000;K ln;insg.;22,427;13,134;9,293;147;79;68;854;481;373;1,001;560;441;1,320;723;597;1,664;952;712;17,016;10,051;6,965;1,426;848;578;18,442;10,899;7,543
------;Straftaten insgesamt;5114000;Krefeld;voll.;3,801;2,114;1,687;31;18;13;207;131;76;238;149;89;283;152;131;286;154;132;2,752;1,516;1,236;242;143;99;2,994;1,659;1,335
------;Straftaten insgesamt;5114000;Krefeld;vers.;210;132;78;1;1;0;6;6;0;7;7;0;13;6;7;22;16;6;153;96;57;15;7;8;168;103;65
------;Straftaten insgesamt;5114000;Krefeld;insg.;4,011;2,246;1,765;32;19;13;213;137;76;245;156;89;296;158;138;308;170;138;2,905;1,612;1,293;257;150;107;3,162;1,762;1,400
------;Straftaten insgesamt;14713000;Leipzig;voll.;8,125;4,975;3,150;97;50;47;397;216;181;494;266;228;577;304;273;647;399;248;5,945;3,731;2,214;462;275;187;6,407;4,006;2,401
------;Straftaten insgesamt;14713000;Leipzig;vers.;506;364;142;4;3;1;17;10;7;21;13;8;30;20;10;26;17;9;395;290;105;34;24;10;429;314;115
------;Straftaten insgesamt;14713000;Leipzig;insg.;8,631;5,339;3,292;101;53;48;414;226;188;515;279;236;607;324;283;673;416;257;6,340;4,021;2,319;496;299;197;6,836;4,320;2,516
------;Straftaten insgesamt;5316000;Leverkusen;voll.;2,351;1,283;1,068;19;7;12;100;51;49;119;58;61;181;86;95;183;106;77;1,723;945;778;145;88;57;1,868;1,033;835
------;Straftaten insgesamt;5316000;Leverkusen;vers.;177;117;60;0;0;0;8;4;4;8;4;4;18;14;4;11;10;1;126;81;45;14;8;6;140;89;51
------;Straftaten insgesamt;5316000;Leverkusen;insg.;2,528;1,400;1,128;19;7;12;108;55;53;127;62;65;199;100;99;194;116;78;1,849;1,026;823;159;96;63;2,008;1,122;886
------;Straftaten insgesamt;1003000;L beck;voll.;4,095;2,488;1,607;26;16;10;189;94;95;215;110;105;292;161;131;292;161;131;3,016;1,881;1,135;280;175;105;3,296;2,056;1,240
------;Straftaten insgesamt;1003000;L beck;vers.;291;198;93;7;6;1;15;8;7;22;14;8;15;9;6;19;11;8;211;149;62;24;15;9;235;164;71
------;Straftaten insgesamt;1003000;L beck;insg.;4,386;2,686;1,700;33;22;11;204;102;102;237;124;113;307;170;137;311;172;139;3,227;2,030;1,197;304;190;114;3,531;2,220;1,311
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;voll.;3,279;1,910;1,369;36;17;19;242;149;93;278;166;112;254;153;101;229;143;86;2,301;1,321;980;217;127;90;2,518;1,448;1,070
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;vers.;286;205;81;1;1;0;22;17;5;23;18;5;29;18;11;23;17;6;189;135;54;22;17;5;211;152;59
------;Straftaten insgesamt;7314000;Ludwigshafen am Rhein;insg.;3,565;2,115;1,450;37;18;19;264;166;98;301;184;117;283;171;112;252;160;92;2,490;1,456;1,034;239;144;95;2,729;1,600;1,129
------;Straftaten insgesamt;15003000;Magdeburg;voll.;3,687;2,189;1,498;40;22;18;242;125;117;282;147;135;331;188;143;289;168;121;2,550;1,556;994;235;130;105;2,785;1,686;1,099
------;Straftaten insgesamt;15003000;Magdeburg;vers.;312;209;103;2;1;1;14;7;7;16;8;8;20;13;7;28;16;12;233;162;71;15;10;5;248;172;76
------;Straftaten insgesamt;15003000;Magdeburg;insg.;3,999;2,398;1,601;42;23;19;256;132;124;298;155;143;351;201;150;317;184;133;2,783;1,718;1,065;250;140;110;3,033;1,858;1,175
------;Straftaten insgesamt;7315000;Mainz;voll.;2,975;1,902;1,073;18;9;9;132;71;61;150;80;70;230;136;94;281;176;105;2,155;1,411;744;159;99;60;2,314;1,510;804
------;Straftaten insgesamt;7315000;Mainz;vers.;230;162;68;3;1;2;8;8;0;11;9;2;19;14;5;13;9;4;164;118;46;23;12;11;187;130;57
------;Straftaten insgesamt;7315000;Mainz;insg.;3,205;2,064;1,141;21;10;11;140;79;61;161;89;72;249;150;99;294;185;109;2,319;1,529;790;182;111;71;2,501;1,640;861
------;Straftaten insgesamt;8222000;Mannheim;voll.;4,184;2,396;1,788;38;22;16;184;100;84;222;122;100;263;144;119;313;179;134;3,136;1,803;1,333;250;148;102;3,386;1,951;1,435
------;Straftaten insgesamt;8222000;Mannheim;vers.;238;168;70;3;3;0;14;10;4;17;13;4;11;9;2;15;10;5;174;122;52;21;14;7;195;136;59
------;Straftaten insgesamt;8222000;Mannheim;insg.;4,422;2,564;1,858;41;25;16;198;110;88;239;135;104;274;153;121;328;189;139;3,310;1,925;1,385;271;162;109;3,581;2,087;1,494
------;Straftaten insgesamt;5170024;Moers;voll.;1,267;651;616;35;20;15;79;38;41;114;58;56;101;50;51;123;52;71;842;441;401;87;50;37;929;491;438
------;Straftaten insgesamt;5170024;Moers;vers.;85;61;24;1;1;0;6;5;1;7;6;1;11;6;5;11;11;0;46;33;13;10;5;5;56;38;18
------;Straftaten insgesamt;5170024;Moers;insg.;1,352;712;640;36;21;15;85;43;42;121;64;57;112;56;56;134;63;71;888;474;414;97;55;42;985;529;456
------;Straftaten insgesamt;5116000;M nchengladbach;voll.;3,722;1,993;1,729;35;21;14;162;76;86;197;97;100;250;135;115;316;161;155;2,735;1,470;1,265;224;130;94;2,959;1,600;1,359
------;Straftaten insgesamt;5116000;M nchengladbach;vers.;234;156;78;2;1;1;12;10;2;14;11;3;21;12;9;16;8;8;163;108;55;20;17;3;183;125;58
------;Straftaten insgesamt;5116000;M nchengladbach;insg.;3,956;2,149;1,807;37;22;15;174;86;88;211;108;103;271;147;124;332;169;163;2,898;1,578;1,320;244;147;97;3,142;1,725;1,417
------;Straftaten insgesamt;5117000;M lheim an der Ruhr;voll.;1,641;876;765;16;8;8;95;56;39;111;64;47;144;91;53;113;51;62;1,143;597;546;130;73;57;1,273;670;603
------;Straftaten insgesamt;5117000;M lheim an der Ruhr;vers.;129;87;42;1;1;0;6;4;2;7;5;2;10;6;4;9;7;2;91;59;32;12;10;2;103;69;34
------;Straftaten insgesamt;5117000;M lheim an der Ruhr;insg.;1,770;963;807;17;9;8;101;60;41;118;69;49;154;97;57;122;58;64;1,234;656;578;142;83;59;1,376;739;637
------;Straftaten insgesamt;9162000;M nchen;voll.;16,032;9,949;6,083;170;86;84;596;315;281;766;401;365;974;577;397;1,203;717;486;12,183;7,746;4,437;906;508;398;13,089;8,254;4,835
------;Straftaten insgesamt;9162000;M nchen;vers.;1,620;1,126;494;22;10;12;36;19;17;58;29;29;81;42;39;98;65;33;1,282;927;355;101;63;38;1,383;990;393
------;Straftaten insgesamt;9162000;M nchen;insg.;17,652;11,075;6,577;192;96;96;632;334;298;824;430;394;1,055;619;436;1,301;782;519;13,465;8,673;4,792;1,007;571;436;14,472;9,244;5,228
------;Straftaten insgesamt;5515000;M nster;voll.;4,215;2,469;1,746;34;22;12;245;177;68;279;199;80;291;166;125;403;219;184;2,981;1,736;1,245;261;149;112;3,242;1,885;1,357
------;Straftaten insgesamt;5515000;M nster;vers.;291;189;102;3;3;0;11;7;4;14;10;4;19;13;6;24;16;8;207;133;74;27;17;10;234;150;84
------;Straftaten insgesamt;5515000;M nster;insg.;4,506;2,658;1,848;37;25;12;256;184;72;293;209;84;310;179;131;427;235;192;3,188;1,869;1,319;288;166;122;3,476;2,035;1,441
------;Straftaten insgesamt;5162024;Neuss;voll.;1,826;1,001;825;24;9;15;86;40;46;110;49;61;146;90;56;177;104;73;1,277;693;584;116;65;51;1,393;758;635
------;Straftaten insgesamt;5162024;Neuss;vers.;124;66;58;6;2;4;10;6;4;16;8;8;14;8;6;5;2;3;76;39;37;13;9;4;89;48;41
------;Straftaten insgesamt;5162024;Neuss;insg.;1,950;1,067;883;30;11;19;96;46;50;126;57;69;160;98;62;182;106;76;1,353;732;621;129;74;55;1,482;806;676
------;Straftaten insgesamt;9564000;N rnberg;voll.;7,029;4,358;2,671;61;25;36;332;170;162;393;195;198;432;228;204;554;331;223;5,295;3,389;1,906;355;215;140;5,650;3,604;2,046
------;Straftaten insgesamt;9564000;N rnberg;vers.;729;518;211;6;5;1;44;31;13;50;36;14;35;18;17;44;31;13;554;402;152;46;31;15;600;433;167
------;Straftaten insgesamt;9564000;N rnberg;insg.;7,758;4,876;2,882;67;30;37;376;201;175;443;231;212;467;246;221;598;362;236;5,849;3,791;2,058;401;246;155;6,250;4,037;2,213
------;Straftaten insgesamt;5119000;Oberhausen;voll.;2,635;1,372;1,263;28;10;18;162;91;71;190;101;89;225;116;109;220;124;96;1,828;943;885;172;88;84;2,000;1,031;969
------;Straftaten insgesamt;5119000;Oberhausen;vers.;161;99;62;0;0;0;11;5;6;11;5;6;19;11;8;14;10;4;106;66;40;11;7;4;117;73;44
------;Straftaten insgesamt;5119000;Oberhausen;insg.;2,796;1,471;1,325;28;10;18;173;96;77;201;106;95;244;127;117;234;134;100;1,934;1,009;925;183;95;88;2,117;1,104;1,013
------;Straftaten insgesamt;6413000;Offenbach am Main;voll.;1,343;681;662;11;5;6;77;36;41;88;41;47;100;46;54;85;39;46;994;515;479;76;40;36;1,070;555;515
------;Straftaten insgesamt;6413000;Offenbach am Main;vers.;93;60;33;5;1;4;8;7;1;13;8;5;7;5;2;4;3;1;64;40;24;5;4;1;69;44;25
------;Straftaten insgesamt;6413000;Offenbach am Main;insg.;1,436;741;695;16;6;10;85;43;42;101;49;52;107;51;56;89;42;47;1,058;555;503;81;44;37;1,139;599;540
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);voll.;2,171;1,241;930;22;10;12;111;48;63;133;58;75;162;81;81;205;116;89;1,545;917;628;126;69;57;1,671;986;685
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);vers.;167;111;56;2;2;0;6;2;4;8;4;4;8;3;5;11;8;3;129;89;40;11;7;4;140;96;44
------;Straftaten insgesamt;3403000;Oldenburg (Oldenburg);insg.;2,338;1,352;986;24;12;12;117;50;67;141;62;79;170;84;86;216;124;92;1,674;1,006;668;137;76;61;1,811;1,082;729
------;Straftaten insgesamt;3404000;Osnabr ck;voll.;2,786;1,619;1,167;27;13;14;120;57;63;147;70;77;228;110;118;212;115;97;2,025;1,242;783;174;82;92;2,199;1,324;875
------;Straftaten insgesamt;3404000;Osnabr ck;vers.;137;101;36;0;0;0;1;0;1;1;0;1;10;6;4;7;5;2;109;84;25;10;6;4;119;90;29
------;Straftaten insgesamt;3404000;Osnabr ck;insg.;2,923;1,720;1,203;27;13;14;121;57;64;148;70;78;238;116;122;219;120;99;2,134;1,326;808;184;88;96;2,318;1,414;904
------;Straftaten insgesamt;5774032;Paderborn;voll.;2,098;1,280;818;28;20;8;81;40;41;109;60;49;172;106;66;190;115;75;1,510;924;586;117;75;42;1,627;999;628
------;Straftaten insgesamt;5774032;Paderborn;vers.;169;111;58;1;1;0;8;4;4;9;5;4;11;7;4;13;7;6;119;80;39;17;12;5;136;92;44
------;Straftaten insgesamt;5774032;Paderborn;insg.;2,267;1,391;876;29;21;8;89;44;45;118;65;53;183;113;70;203;122;81;1,629;1,004;625;134;87;47;1,763;1,091;672
------;Straftaten insgesamt;8231000;Pforzheim;voll.;1,974;1,188;786;25;17;8;102;64;38;127;81;46;156;85;71;162;89;73;1,426;869;557;103;64;39;1,529;933;596
------;Straftaten insgesamt;8231000;Pforzheim;vers.;128;94;34;2;2;0;3;1;2;5;3;2;13;10;3;8;8;0;100;72;28;2;1;1;102;73;29
------;Straftaten insgesamt;8231000;Pforzheim;insg.;2,102;1,282;820;27;19;8;105;65;40;132;84;48;169;95;74;170;97;73;1,526;941;585;105;65;40;1,631;1,006;625
------;Straftaten insgesamt;12054000;Potsdam;voll.;2,257;1,310;947;25;9;16;174;91;83;199;100;99;179;94;85;178;117;61;1,553;926;627;148;73;75;1,701;999;702
------;Straftaten insgesamt;12054000;Potsdam;vers.;146;108;38;2;1;1;8;4;4;10;5;5;8;7;1;10;8;2;101;76;25;17;12;5;118;88;30
------;Straftaten insgesamt;12054000;Potsdam;insg.;2,403;1,418;985;27;10;17;182;95;87;209;105;104;187;101;86;188;125;63;1,654;1,002;652;165;85;80;1,819;1,087;732
------;Straftaten insgesamt;5562032;Recklinghausen;voll.;1,955;1,149;806;8;5;3;107;62;45;115;67;48;125;70;55;141;84;57;1,444;851;593;130;77;53;1,574;928;646
------;Straftaten insgesamt;5562032;Recklinghausen;vers.;130;68;62;1;1;0;10;10;0;11;11;0;4;3;1;4;3;1;93;46;47;18;5;13;111;51;60
------;Straftaten insgesamt;5562032;Recklinghausen;insg.;2,085;1,217;868;9;6;3;117;72;45;126;78;48;129;73;56;145;87;58;1,537;897;640;148;82;66;1,685;979;706
------;Straftaten insgesamt;9362000;Regensburg;voll.;1,983;1,249;734;10;6;4;70;38;32;80;44;36;136;91;45;192;125;67;1,464;928;536;111;61;50;1,575;989;586
------;Straftaten insgesamt;9362000;Regensburg;vers.;193;135;58;4;3;1;6;3;3;10;6;4;10;4;6;19;15;4;147;106;41;7;4;3;154;110;44
------;Straftaten insgesamt;9362000;Regensburg;insg.;2,176;1,384;792;14;9;5;76;41;35;90;50;40;146;95;51;211;140;71;1,611;1,034;577;118;65;53;1,729;1,099;630
------;Straftaten insgesamt;5120000;Remscheid;voll.;1,467;804;663;19;10;9;88;50;38;107;60;47;121;68;53;130;77;53;1,020;546;474;89;53;36;1,109;599;510
------;Straftaten insgesamt;5120000;Remscheid;vers.;75;55;20;0;0;0;9;8;1;9;8;1;13;11;2;6;5;1;42;27;15;5;4;1;47;31;16
------;Straftaten insgesamt;5120000;Remscheid;insg.;1,542;859;683;19;10;9;97;58;39;116;68;48;134;79;55;136;82;54;1,062;573;489;94;57;37;1,156;630;526
------;Straftaten insgesamt;8415061;Reutlingen;voll.;1,473;925;548;11;6;5;75;38;37;86;44;42;148;96;52;153;87;66;1,012;659;353;74;39;35;1,086;698;388
------;Straftaten insgesamt;8415061;Reutlingen;vers.;82;61;21;1;1;0;4;2;2;5;3;2;3;3;0;11;9;2;60;44;16;3;2;1;63;46;17
------;Straftaten insgesamt;8415061;Reutlingen;insg.;1,555;986;569;12;7;5;79;40;39;91;47;44;151;99;52;164;96;68;1,072;703;369;77;41;36;1,149;744;405
------;Straftaten insgesamt;13003000;Rostock;voll.;2,883;1,696;1,187;61;32;29;234;124;110;295;156;139;258;133;125;232;136;96;1,922;1,167;755;176;104;72;2,098;1,271;827
------;Straftaten insgesamt;13003000;Rostock;vers.;217;134;83;6;6;0;19;4;15;25;10;15;16;8;8;6;2;4;150;101;49;20;13;7;170;114;56
------;Straftaten insgesamt;13003000;Rostock;insg.;3,100;1,830;1,270;67;38;29;253;128;125;320;166;154;274;141;133;238;138;100;2,072;1,268;804;196;117;79;2,268;1,385;883
------;Straftaten insgesamt;10041100;Saarbr cken;voll.;4,261;2,576;1,685;19;14;5;182;97;85;201;111;90;281;164;117;338;185;153;3,132;1,933;1,199;309;183;126;3,441;2,116;1,325
------;Straftaten insgesamt;10041100;Saarbr cken;vers.;341;227;114;3;1;2;16;9;7;19;10;9;20;14;6;19;13;6;253;171;82;30;19;11;283;190;93
------;Straftaten insgesamt;10041100;Saarbr cken;insg.;4,602;2,803;1,799;22;15;7;198;106;92;220;121;99;301;178;123;357;198;159;3,385;2,104;1,281;339;202;137;3,724;2,306;1,418
------;Straftaten insgesamt;3102000;Salzgitter;voll.;1,607;930;677;18;7;11;122;78;44;140;85;55;172;110;62;124;73;51;1,103;623;480;68;39;29;1,171;662;509
------;Straftaten insgesamt;3102000;Salzgitter;vers.;84;44;40;0;0;0;4;1;3;4;1;3;7;6;1;5;2;3;61;30;31;7;5;2;68;35;33
------;Straftaten insgesamt;3102000;Salzgitter;insg.;1,691;974;717;18;7;11;126;79;47;144;86;58;179;116;63;129;75;54;1,164;653;511;75;44;31;1,239;697;542
------;Straftaten insgesamt;13004000;Schwerin;voll.;1,679;1,018;661;25;14;11;123;82;41;148;96;52;147;72;75;155;94;61;1,116;696;420;113;60;53;1,229;756;473
------;Straftaten insgesamt;13004000;Schwerin;vers.;134;88;46;4;3;1;14;8;6;18;11;7;8;3;5;9;7;2;89;60;29;10;7;3;99;67;32
------;Straftaten insgesamt;13004000;Schwerin;insg.;1,813;1,106;707;29;17;12;137;90;47;166;107;59;155;75;80;164;101;63;1,205;756;449;123;67;56;1,328;823;505
------;Straftaten insgesamt;5970040;Siegen;voll.;1,693;984;709;8;6;2;81;42;39;89;48;41;129;59;70;170;105;65;1,227;724;503;78;48;30;1,305;772;533
------;Straftaten insgesamt;5970040;Siegen;vers.;96;66;30;1;1;0;5;3;2;6;4;2;7;4;3;9;6;3;71;49;22;3;3;0;74;52;22
------;Straftaten insgesamt;5970040;Siegen;insg.;1,789;1,050;739;9;7;2;86;45;41;95;52;43;136;63;73;179;111;68;1,298;773;525;81;51;30;1,379;824;555
------;Straftaten insgesamt;5122000;Solingen;voll.;1,934;1,004;930;25;5;20;125;79;46;150;84;66;169;97;72;166;81;85;1,302;656;646;147;86;61;1,449;742;707
------;Straftaten insgesamt;5122000;Solingen;vers.;138;81;57;0;0;0;6;4;2;6;4;2;12;9;3;12;6;6;96;56;40;12;6;6;108;62;46
------;Straftaten insgesamt;5122000;Solingen;insg.;2,072;1,085;987;25;5;20;131;83;48;156;88;68;181;106;75;178;87;91;1,398;712;686;159;92;67;1,557;804;753
------;Straftaten insgesamt;8111000;Stuttgart;voll.;11,346;7,366;3,980;99;66;33;426;217;209;525;283;242;640;327;313;1,054;702;352;8,578;5,734;2,844;549;320;229;9,127;6,054;3,073
------;Straftaten insgesamt;8111000;Stuttgart;vers.;986;704;282;4;4;0;17;7;10;21;11;10;47;26;21;82;54;28;763;569;194;73;44;29;836;613;223
------;Straftaten insgesamt;8111000;Stuttgart;insg.;12,332;8,070;4,262;103;70;33;443;224;219;546;294;252;687;353;334;1,136;756;380;9,341;6,303;3,038;622;364;258;9,963;6,667;3,296
------;Straftaten insgesamt;7211000;Trier;voll.;1,763;1,084;679;5;3;2;48;21;27;53;24;29;133;81;52;196;122;74;1,285;801;484;96;56;40;1,381;857;524
------;Straftaten insgesamt;7211000;Trier;vers.;116;75;41;0;0;0;0;0;0;0;0;0;6;3;3;16;11;5;89;59;30;5;2;3;94;61;33
------;Straftaten insgesamt;7211000;Trier;insg.;1,879;1,159;720;5;3;2;48;21;27;53;24;29;139;84;55;212;133;79;1,374;860;514;101;58;43;1,475;918;557
------;Straftaten insgesamt;8421000;Ulm;voll.;1,597;963;634;10;6;4;77;33;44;87;39;48;96;52;44;127;76;51;1,193;740;453;94;56;38;1,287;796;491
------;Straftaten insgesamt;8421000;Ulm;vers.;106;66;40;7;4;3;5;2;3;12;6;6;11;8;3;3;2;1;72;48;24;8;2;6;80;50;30
------;Straftaten insgesamt;8421000;Ulm;insg.;1,703;1,029;674;17;10;7;82;35;47;99;45;54;107;60;47;130;78;52;1,265;788;477;102;58;44;1,367;846;521
------;Straftaten insgesamt;6414000;Wiesbaden;voll.;4,091;2,244;1,847;44;22;22;186;88;98;230;110;120;279;151;128;385;244;141;2,929;1,589;1,340;268;150;118;3,197;1,739;1,458
------;Straftaten insgesamt;6414000;Wiesbaden;vers.;271;160;111;5;3;2;14;11;3;19;14;5;26;18;8;12;6;6;196;112;84;18;10;8;214;122;92
------;Straftaten insgesamt;6414000;Wiesbaden;insg.;4,362;2,404;1,958;49;25;24;200;99;101;249;124;125;305;169;136;397;250;147;3,125;1,701;1,424;286;160;126;3,411;1,861;1,550
------;Straftaten insgesamt;3103000;Wolfsburg;voll.;1,480;863;617;25;11;14;94;50;44;119;61;58;110;57;53;107;56;51;1,043;627;416;101;62;39;1,144;689;455
------;Straftaten insgesamt;3103000;Wolfsburg;vers.;96;55;41;1;0;1;5;4;1;6;4;2;5;4;1;8;5;3;70;38;32;7;4;3;77;42;35
------;Straftaten insgesamt;3103000;Wolfsburg;insg.;1,576;918;658;26;11;15;99;54;45;125;65;60;115;61;54;115;61;54;1,113;665;448;108;66;42;1,221;731;490
------;Straftaten insgesamt;5124000;Wuppertal;voll.;5,973;3,355;2,618;45;32;13;335;186;149;380;218;162;511;302;209;508;286;222;4,201;2,329;1,872;373;220;153;4,574;2,549;2,025
------;Straftaten insgesamt;5124000;Wuppertal;vers.;490;302;188;7;0;7;31;23;8;38;23;15;44;31;13;34;23;11;339;203;136;35;22;13;374;225;149
------;Straftaten insgesamt;5124000;Wuppertal;insg.;6,463;3,657;2,806;52;32;20;366;209;157;418;241;177;555;333;222;542;309;233;4,540;2,532;2,008;408;242;166;4,948;2,774;2,174
------;Straftaten insgesamt;9663000;W rzburg;voll.;1,570;948;622;19;11;8;59;30;29;78;41;37;109;58;51;191;118;73;1,100;682;418;92;49;43;1,192;731;461
------;Straftaten insgesamt;9663000;W rzburg;vers.;159;111;48;1;1;0;2;2;0;3;3;0;8;7;1;11;7;4;125;83;42;12;11;1;137;94;43
------;Straftaten insgesamt;9663000;W rzburg;insg.;1,729;1,059;670;20;12;8;61;32;29;81;44;37;117;65;52;202;125;77;1,225;765;460;104;60;44;1,329;825;504
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;5334002;Aachen;voll.;57;4;53;0;0;0;3;0;3;3;0;3;5;0;5;16;0;16;33;4;29;0;0;0;33;4;29
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;5334002;Aachen;vers.;9;3;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;8;3;5;0;0;0;8;3;5
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;5334002;Aachen;insg.;66;7;59;0;0;0;3;0;3;3;0;3;5;0;5;17;0;17;41;7;34;0;0;0;41;7;34
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;9761000;Augsburg;voll.;40;5;35;0;0;0;1;0;1;1;0;1;8;1;7;6;1;5;24;3;21;1;0;1;25;3;22
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;9761000;Augsburg;vers.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;3;0;3
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;9761000;Augsburg;insg.;43;5;38;0;0;0;1;0;1;1;0;1;8;1;7;6;1;5;27;3;24;1;0;1;28;3;25
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;5378004;Bergisch Gladbach;voll.;17;0;17;0;0;0;2;0;2;2;0;2;6;0;6;1;0;1;8;0;8;0;0;0;8;0;8
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;5378004;Bergisch Gladbach;vers.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;1;3;0;3
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;5378004;Bergisch Gladbach;insg.;20;0;20;0;0;0;2;0;2;2;0;2;6;0;6;1;0;1;10;0;10;1;0;1;11;0;11
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;11000000;Berlin;voll.;809;69;740;1;0;1;15;1;14;16;1;15;161;4;157;100;10;90;514;52;462;18;2;16;532;54;478
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;11000000;Berlin;vers.;89;6;83;0;0;0;4;1;3;4;1;3;9;0;9;6;1;5;67;4;63;3;0;3;70;4;66
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;11000000;Berlin;insg.;898;75;823;1;0;1;19;2;17;20;2;18;170;4;166;106;11;95;581;56;525;21;2;19;602;58;544
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;5711000;Bielefeld;voll.;69;6;63;2;1;1;1;0;1;3;1;2;12;0;12;9;2;7;40;3;37;5;0;5;45;3;42
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;5711000;Bielefeld;vers.;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;3;0;0;0;3;0;3
111000;Vergewaltigung, sexuelle N tigung und sexueller  bergriff im besonders schweren Fall einschl. mit Todesfolge    177, 178 StGB;5711000;Bielefeld;insg.;73;6;67;2;1;1;1;0;1;3;1;2;12;0;12;10;2;8;43;3;40;5;0;5;48;3;45
