Schluessel;Straftat;Gemeindeschluessel;Stadt;Sexus;Tatverdaechtige insgesamt - Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder bis unter 14 Jahre insgesamt (Anzahl Spalte 7 bis 11);Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt (Anzahl Spalte 13 und 14);Heranwachsende 18 bis unter 21 Jahre - Anzahl;Tatverdaechtige insgesamt unter 21 Jahre (Anzahl Spalte 12, 15 und 16);Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 21 bis unter 25 Jahre (Anzahl Spalte 18 und 19);Erwachsene 25 bis unter 30 Jahre;Erwachsene 30 bis unter 40 Jahre;Erwachsene 40 bis unter 50 Jahre;Erwachsene 50 bis unter 60 Jahre;Erwachsene 60 Jahre und aelter;Erwachsene ab 21 Jahre (Anzahl Spalten 20 bis 25)
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7312000;Kaiserslautern;W;307;0;1;1;10;30;42;47;20;67;25;134;12;8;20;24;39;33;32;25;173
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7312000;Kaiserslautern;X;989;0;1;2;22;60;85;100;62;162;87;334;50;41;91;96;165;140;96;67;655
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8212000;Karlsruhe;M;1,391;0;0;3;17;67;87;86;84;170;131;388;78;80;158;213;290;185;89;68;1,003
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8212000;Karlsruhe;W;680;0;0;6;15;66;87;112;71;183;53;323;25;26;51;42;88;73;50;53;357
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8212000;Karlsruhe;X;2,071;0;0;9;32;133;174;198;155;353;184;711;103;106;209;255;378;258;139;121;1,360
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;6611000;Kassel;M;1,339;1;1;4;24;40;70;97;91;188;99;357;76;73;149;191;304;194;78;66;982
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;6611000;Kassel;W;683;0;0;1;9;53;63;114;83;197;50;310;22;30;52;46;94;63;55;63;373
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;6611000;Kassel;X;2,022;1;1;5;33;93;133;211;174;385;149;667;98;103;201;237;398;257;133;129;1,355
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1002000;Kiel;M;1,386;0;2;11;24;46;83;74;87;161;101;345;70;68;138;152;313;235;118;85;1,041
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1002000;Kiel;W;840;2;3;5;24;77;111;97;62;159;70;340;38;28;66;68;142;90;71;63;500
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1002000;Kiel;X;2,226;2;5;16;48;123;194;171;149;320;171;685;108;96;204;220;455;325;189;148;1,541
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7111000;Koblenz;M;729;0;1;1;14;35;51;74;62;136;68;255;36;24;60;62;156;98;49;49;474
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7111000;Koblenz;W;462;0;0;1;10;40;51;91;53;144;36;231;11;10;21;29;61;52;30;38;231
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7111000;Koblenz;X;1,191;0;1;2;24;75;102;165;115;280;104;486;47;34;81;91;217;150;79;87;705
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5315000;Köln;M;5,958;1;4;20;72;163;260;376;446;822;506;1,588;348;387;735;775;1,247;824;488;301;4,370
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5315000;Köln;W;3,359;2;6;19;73;245;345;423;343;766;329;1,440;179;139;318;294;533;309;227;238;1,919
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5315000;Köln;X;9,317;3;10;39;145;408;605;799;789;1,588;835;3,028;527;526;1,053;1,069;1,780;1,133;715;539;6,289
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5114000;Krefeld;M;1,183;1;1;2;10;51;65;81;54;135;82;282;55;47;102;125;292;219;102;61;901
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5114000;Krefeld;W;655;0;1;2;18;89;110;82;40;122;46;278;19;18;37;46;113;71;65;45;377
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5114000;Krefeld;X;1,838;1;2;4;28;140;175;163;94;257;128;560;74;65;139;171;405;290;167;106;1,278
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;14713000;Leipzig;M;3,627;0;3;14;32;128;177;199;154;353;252;782;213;224;437;511;955;532;233;177;2,845
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;14713000;Leipzig;W;1,602;0;1;11;16;113;141;238;126;364;135;640;87;87;174;145;278;140;77;148;962
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;14713000;Leipzig;X;5,229;0;4;25;48;241;318;437;280;717;387;1,422;300;311;611;656;1,233;672;310;325;3,807
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5316000;Leverkusen;M;521;1;0;4;9;25;39;55;25;80;38;157;19;22;41;43;96;87;46;51;364
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5316000;Leverkusen;W;377;1;1;2;14;64;82;65;35;100;22;204;14;9;23;20;50;31;25;24;173
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5316000;Leverkusen;X;898;2;1;6;23;89;121;120;60;180;60;361;33;31;64;63;146;118;71;75;537
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1003000;Lübeck;M;1,137;0;0;8;30;43;81;67;57;124;76;281;68;46;114;127;237;166;105;107;856
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1003000;Lübeck;W;591;0;0;3;15;70;88;70;34;104;32;224;22;10;32;38;98;60;58;81;367
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;1003000;Lübeck;X;1,728;0;0;11;45;113;169;137;91;228;108;505;90;56;146;165;335;226;163;188;1,223
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7314000;Ludwigshafen am Rhein;M;804;0;0;1;13;39;53;42;45;87;53;193;38;34;72;101;201;121;70;46;611
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7314000;Ludwigshafen am Rhein;W;469;0;0;0;8;43;51;69;36;105;33;189;14;12;26;33;84;51;49;37;280
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7314000;Ludwigshafen am Rhein;X;1,273;0;0;1;21;82;104;111;81;192;86;382;52;46;98;134;285;172;119;83;891
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;15003000;Magdeburg;M;1,547;1;5;14;24;50;94;67;84;151;123;368;57;91;148;213;371;253;106;88;1,179
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;15003000;Magdeburg;W;657;1;3;4;12;63;83;68;39;107;46;236;37;25;62;58;115;54;48;84;421
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;15003000;Magdeburg;X;2,204;2;8;18;36;113;177;135;123;258;169;604;94;116;210;271;486;307;154;172;1,600
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7315000;Mainz;M;800;0;1;5;8;26;40;78;69;147;69;256;34;39;73;114;155;108;51;43;544
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7315000;Mainz;W;584;0;0;0;7;60;67;121;78;199;57;323;17;16;33;34;69;52;28;45;261
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7315000;Mainz;X;1,384;0;1;5;15;86;107;199;147;346;126;579;51;55;106;148;224;160;79;88;805
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8222000;Mannheim;M;1,741;0;3;5;11;55;74;104;100;204;136;414;123;110;233;279;377;224;121;93;1,327
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8222000;Mannheim;W;935;0;1;3;15;61;80;120;84;204;65;349;40;37;77;94;148;102;69;96;586
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8222000;Mannheim;X;2,676;0;4;8;26;116;154;224;184;408;201;763;163;147;310;373;525;326;190;189;1,913
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5170024;Moers;M;259;0;0;1;4;16;21;19;20;39;13;73;3;10;13;32;51;49;25;16;186
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5170024;Moers;W;129;0;0;0;6;8;14;14;10;24;4;42;5;4;9;11;26;14;11;16;87
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5170024;Moers;X;388;0;0;1;10;24;35;33;30;63;17;115;8;14;22;43;77;63;36;32;273
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5116000;Mönchengladbach;M;1,398;0;1;4;16;43;64;80;80;160;117;341;85;87;172;217;336;185;98;49;1,057
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5116000;Mönchengladbach;W;660;1;0;4;14;47;66;88;66;154;46;266;23;29;52;62;112;74;47;47;394
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5116000;Mönchengladbach;X;2,058;1;1;8;30;90;130;168;146;314;163;607;108;116;224;279;448;259;145;96;1,451
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5117000;Mülheim an der Ruhr;M;509;0;0;3;10;26;39;26;41;67;34;140;22;14;36;64;112;68;51;38;369
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5117000;Mülheim an der Ruhr;W;305;0;1;1;6;33;41;32;12;44;18;103;15;6;21;31;56;33;31;30;202
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5117000;Mülheim an der Ruhr;X;814;0;1;4;16;59;80;58;53;111;52;243;37;20;57;95;168;101;82;68;571
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9162000;München;M;4,926;0;2;17;77;223;319;395;347;742;437;1,498;272;265;537;564;895;678;408;346;3,428
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9162000;München;W;3,093;1;1;4;56;308;370;426;247;673;233;1,276;119;102;221;231;404;332;282;347;1,817
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9162000;München;X;8,019;1;3;21;133;531;689;821;594;1,415;670;2,774;391;367;758;795;1,299;1,010;690;693;5,245
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5515000;Münster;M;1,834;0;3;7;25;67;102;115;157;272;177;551;126;99;225;248;377;232;116;85;1,283
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5515000;Münster;W;1,065;0;0;4;11;76;91;176;138;314;112;517;42;44;86;88;148;85;65;76;548
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5515000;Münster;X;2,899;0;3;11;36;143;193;291;295;586;289;1,068;168;143;311;336;525;317;181;161;1,831
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5162024;Neuss;M;722;0;1;2;4;16;23;35;29;64;56;143;23;47;70;87;165;135;65;57;579
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5162024;Neuss;W;297;2;1;1;6;27;37;49;27;76;24;137;7;9;16;13;50;27;28;26;160
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5162024;Neuss;X;1,019;2;2;3;10;43;60;84;56;140;80;280;30;56;86;100;215;162;93;83;739
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9564000;Nürnberg;M;2,859;0;3;21;44;82;150;174;179;353;244;747;182;172;354;355;619;433;217;134;2,112
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9564000;Nürnberg;W;1,518;2;5;8;37;114;166;180;141;321;127;614;75;49;124;118;224;181;124;133;904
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9564000;Nürnberg;X;4,377;2;8;29;81;196;316;354;320;674;371;1,361;257;221;478;473;843;614;341;267;3,016
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5119000;Oberhausen;M;978;0;3;5;20;73;101;97;92;189;90;380;40;37;77;104;169;144;65;39;598
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5119000;Oberhausen;W;679;0;0;10;26;63;99;114;76;190;57;346;26;17;43;45;119;60;29;37;333
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5119000;Oberhausen;X;1,657;0;3;15;46;136;200;211;168;379;147;726;66;54;120;149;288;204;94;76;931
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;6413000;Offenbach am Main;M;421;0;0;3;4;11;18;20;24;44;31;93;23;20;43;46;99;73;50;17;328
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;6413000;Offenbach am Main;W;320;0;0;1;5;25;31;44;30;74;23;128;9;17;26;34;44;41;21;26;192
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;6413000;Offenbach am Main;X;741;0;0;4;9;36;49;64;54;118;54;221;32;37;69;80;143;114;71;43;520
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3403000;Oldenburg (Oldenburg);M;757;0;0;4;8;28;40;70;45;115;88;243;33;43;76;100;148;80;54;56;514
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3403000;Oldenburg (Oldenburg);W;552;0;0;0;11;53;64;84;67;151;41;256;30;28;58;51;57;58;31;41;296
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3403000;Oldenburg (Oldenburg);X;1,309;0;0;4;19;81;104;154;112;266;129;499;63;71;134;151;205;138;85;97;810
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3404000;Osnabrück;M;1,049;0;0;6;15;59;80;65;76;141;79;300;65;50;115;119;245;149;70;51;749
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3404000;Osnabrück;W;511;0;0;4;5;42;51;88;65;153;35;239;18;15;33;44;82;52;38;23;272
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3404000;Osnabrück;X;1,560;0;0;10;20;101;131;153;141;294;114;539;83;65;148;163;327;201;108;74;1,021
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5774032;Paderborn;M;704;0;2;2;5;31;40;54;62;116;61;217;54;28;82;86;127;111;44;37;487
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5774032;Paderborn;W;350;0;0;0;5;44;49;66;49;115;23;187;9;5;14;20;49;28;25;27;163
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5774032;Paderborn;X;1,054;0;2;2;10;75;89;120;111;231;84;404;63;33;96;106;176;139;69;64;650
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8231000;Pforzheim;M;735;0;1;2;15;39;57;55;36;91;54;202;38;43;81;80;167;109;46;50;533
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8231000;Pforzheim;W;394;0;0;3;8;29;40;39;26;65;25;130;15;12;27;42;72;55;25;43;264
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8231000;Pforzheim;X;1,129;0;1;5;23;68;97;94;62;156;79;332;53;55;108;122;239;164;71;93;797
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;12054000;Potsdam;M;696;0;1;2;8;18;29;40;50;90;51;170;28;28;56;67;155;107;75;66;526
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;12054000;Potsdam;W;310;0;0;2;11;25;38;38;24;62;17;117;2;8;10;23;47;28;30;55;193
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;12054000;Potsdam;X;1,006;0;1;4;19;43;67;78;74;152;68;287;30;36;66;90;202;135;105;121;719
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5562032;Recklinghausen;M;392;0;0;4;13;17;34;19;17;36;32;102;12;19;31;46;85;64;36;28;290
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5562032;Recklinghausen;W;248;0;0;0;11;21;32;39;20;59;23;114;9;10;19;11;37;29;23;15;134
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5562032;Recklinghausen;X;640;0;0;4;24;38;66;58;37;95;55;216;21;29;50;57;122;93;59;43;424
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9362000;Regensburg;M;1,431;0;0;2;16;40;58;70;78;148;169;375;135;133;268;234;273;152;77;52;1,056
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9362000;Regensburg;W;525;0;2;2;8;42;54;64;42;106;51;211;37;17;54;40;68;60;34;58;314
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;9362000;Regensburg;X;1,956;0;2;4;24;82;112;134;120;254;220;586;172;150;322;274;341;212;111;110;1,370
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5120000;Remscheid;M;378;0;2;0;11;31;44;28;17;45;16;105;13;9;22;34;75;70;30;42;273
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5120000;Remscheid;W;251;0;1;1;1;26;29;30;26;56;22;107;7;5;12;14;39;34;24;21;144
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5120000;Remscheid;X;629;0;3;1;12;57;73;58;43;101;38;212;20;14;34;48;114;104;54;63;417
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8415061;Reutlingen;M;481;0;0;0;16;53;69;31;32;63;38;170;10;25;35;53;98;68;32;25;311
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8415061;Reutlingen;W;290;0;0;0;10;38;48;58;40;98;25;171;4;4;8;18;34;28;11;20;119
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8415061;Reutlingen;X;771;0;0;0;26;91;117;89;72;161;63;341;14;29;43;71;132;96;43;45;430
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;13003000;Rostock, Hanse- und Universitätsstadt;M;932;0;0;7;10;31;48;59;57;116;76;240;45;55;100;101;220;129;64;78;692
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;13003000;Rostock, Hanse- und Universitätsstadt;W;532;0;0;3;12;37;52;71;55;126;52;230;23;17;40;28;60;41;41;92;302
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;13003000;Rostock, Hanse- und Universitätsstadt;X;1,464;0;0;10;22;68;100;130;112;242;128;470;68;72;140;129;280;170;105;170;994
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;10041100;Saarbrücken;M;1,327;0;1;9;24;56;90;101;96;197;101;388;55;78;133;141;273;201;106;85;939
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;10041100;Saarbrücken;W;934;0;3;3;18;94;118;125;76;201;75;394;43;32;75;75;139;113;64;74;540
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;10041100;Saarbrücken;X;2,261;0;4;12;42;150;208;226;172;398;176;782;98;110;208;216;412;314;170;159;1,479
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3102000;Salzgitter;M;412;0;5;5;12;30;52;33;14;47;22;121;19;17;36;45;99;58;32;21;291
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3102000;Salzgitter;W;223;1;1;3;12;34;51;14;16;30;13;94;8;5;13;8;35;33;17;23;129
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3102000;Salzgitter;X;635;1;6;8;24;64;103;47;30;77;35;215;27;22;49;53;134;91;49;44;420
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;13004000;Schwerin;M;571;0;2;9;10;24;45;45;35;80;49;174;33;28;61;82;132;63;22;37;397
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;13004000;Schwerin;W;307;0;1;3;11;43;58;62;38;100;36;194;6;5;11;11;29;18;17;27;113
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;13004000;Schwerin;X;878;0;3;12;21;67;103;107;73;180;85;368;39;33;72;93;161;81;39;64;510
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5970040;Siegen;M;617;0;0;5;18;44;67;50;71;121;57;245;48;36;84;56;118;72;19;23;372
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5970040;Siegen;W;393;0;1;1;12;54;68;76;55;131;23;222;13;11;24;19;52;30;19;27;171
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5970040;Siegen;X;1,010;0;1;6;30;98;135;126;126;252;80;467;61;47;108;75;170;102;38;50;543
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5122000;Solingen;M;430;0;1;4;17;30;52;45;40;85;32;169;9;14;23;35;96;55;23;29;261
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5122000;Solingen;W;251;1;0;2;5;23;31;34;8;42;20;93;16;10;26;15;39;34;15;29;158
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;5122000;Solingen;X;681;1;1;6;22;53;83;79;48;127;52;262;25;24;49;50;135;89;38;58;419
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8111000;Stuttgart;M;2,805;0;9;13;49;123;194;212;225;437;238;869;165;138;303;344;561;406;187;135;1,936
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8111000;Stuttgart;W;1,690;1;2;10;30;127;170;213;159;372;169;711;84;59;143;142;229;181;129;155;979
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8111000;Stuttgart;X;4,495;1;11;23;79;250;364;425;384;809;407;1,580;249;197;446;486;790;587;316;290;2,915
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7211000;Trier;M;694;0;3;5;16;21;45;55;81;136;76;257;43;56;99;93;129;58;28;30;437
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7211000;Trier;W;334;0;0;1;6;37;44;77;32;109;21;174;11;7;18;30;37;27;24;24;160
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;7211000;Trier;X;1,028;0;3;6;22;58;89;132;113;245;97;431;54;63;117;123;166;85;52;54;597
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8421000;Ulm;M;701;0;1;5;14;34;54;44;47;91;59;204;45;56;101;102;137;89;35;33;497
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8421000;Ulm;W;435;0;0;0;6;38;44;95;55;150;30;224;21;21;42;31;39;43;25;31;211
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;8421000;Ulm;X;1,136;0;1;5;20;72;98;139;102;241;89;428;66;77;143;133;176;132;60;64;708
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;6414000;Wiesbaden;M;1,192;0;1;4;21;44;70;100;69;169;92;331;58;56;114;139;232;177;126;73;861
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;6414000;Wiesbaden;W;763;0;1;2;14;77;94;103;67;170;50;314;25;21;46;59;102;89;71;82;449
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;6414000;Wiesbaden;X;1,955;0;2;6;35;121;164;203;136;339;142;645;83;77;160;198;334;266;197;155;1,310
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3103000;Wolfsburg;M;476;1;0;4;6;36;47;32;36;68;39;154;27;26;53;49;114;68;23;15;322
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;3103000;Wolfsburg;W;280;0;1;0;8;44;53;50;38;88;30;171;9;13;22;12;32;20;9;14;109
