Schluessel;Straftat;Gemeindeschluessel;Stadt;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasse Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Aufkaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an Gesamtzahl;
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5162024;Neuss;23;14.9;0;0;0;0;19;82.6;17;17;0;2;11.8;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9564000;Nürnberg;88;16.8;8;9.1;1;0;73;83;72;69;3;39;54.2;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5119000;Oberhausen;38;18;5;13.2;1;0;35;92.1;41;41;0;22;53.7;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6413000;Offenbach am Main;23;17.1;2;8.7;0;0;16;69.6;13;13;0;9;69.2;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3403000;Oldenburg (Oldenburg);32;18.5;1;3.1;0;0;26;81.3;29;29;0;12;41.4;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3404000;Osnabrück;49;29.3;5;10.2;0;0;41;83.7;48;47;1;23;47.9;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5774032;Paderborn;31;20;2;6.5;0;0;27;87.1;32;32;0;21;65.6;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8231000;Pforzheim;44;34.4;6;13.6;0;0;39;88.6;41;41;0;28;68.3;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;12054000;Potsdam;24;12.9;2;8.3;1;0;18;75;17;17;0;5;29.4;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5562032;Recklinghausen;23;20.6;2;8.7;1;0;16;69.6;16;16;0;5;31.3;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9362000;Regensburg;35;22.2;8;22.9;0;0;29;82.9;26;25;1;12;46.2;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5120000;Remscheid;20;17.8;2;10;0;0;18;90;18;17;1;3;16.7;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8415061;Reutlingen;13;11.1;0;0;0;0;12;92.3;12;12;0;4;33.3;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13003000;Rostock, Hanse- und Universitätsstadt;17;8.1;1;5.9;0;0;15;88.2;15;15;0;2;13.3;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;10041100;Saarbrücken;36;19.8;7;19.4;0;0;32;88.9;33;29;4;9;27.3;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3102000;Salzgitter;30;28.7;1;3.3;0;0;26;86.7;28;28;0;10;35.7;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;13004000;Schwerin;18;18.8;1;5.6;0;0;17;94.4;16;16;0;8;50;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5970040;Siegen;27;26.3;3;11.1;0;0;25;92.6;29;29;0;11;37.9;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5122000;Solingen;32;19.9;3;9.4;0;0;28;87.5;32;32;0;14;43.8;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8111000;Stuttgart;104;16.4;11;10.6;0;0;86;82.7;97;95;2;38;39.2;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;7211000;Trier;20;17.8;2;10;0;0;19;95;19;19;0;5;26.3;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;8421000;Ulm;30;23.3;2;6.7;1;0;24;80;26;26;0;14;53.8;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;6414000;Wiesbaden;46;16.2;1;2.2;0;0;40;87;41;40;1;17;41.5;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;3103000;Wolfsburg;23;18.3;1;4.3;0;0;19;82.6;18;18;0;6;33.3;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;5124000;Wuppertal;91;25.4;9;9.9;0;0;74;81.3;80;80;0;37;46.3;565370
111000;Vergewaltigung, sexuelle Nötigung und sexueller Übergriff im besonders schweren Fall einschl. mit Todesfolge §§ 177, 178 StGB;9663000;Würzburg;39;30.5;2;5.1;0;0;32;82.1;32;32;0;16;50;565370
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5334002;Aachen;262;103.9;57;21.8;17;1;162;61.8;196;178;18;99;50.5;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9761000;Augsburg;142;47.2;37;26.1;3;1;114;80.3;138;123;15;71;51.4;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5378004;Bergisch Gladbach;70;62.1;16;22.9;3;2;44;62.9;60;54;6;29;48.3;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;11000000;Berlin;5,389;143.5;1,025;19;113;9;2,385;44.3;2,639;2,433;206;1,402;53.1;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5711000;Bielefeld;316;93.4;54;17.1;8;1;176;55.7;196;174;22;103;52.6;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5911000;Bochum;323;88.3;61;18.9;16;0;178;55.1;231;212;19;99;42.9;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5314000;Bonn;335;99.6;84;25.1;12;0;208;62.1;256;234;22;122;47.7;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5512000;Bottrop;81;68.6;17;21;5;1;48;59.3;62;54;8;28;45.2;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3101000;Braunschweig;211;83.8;36;17.1;9;4;133;63;195;186;9;79;40.5;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4011000;Bremen;1,439;252.7;218;15.1;24;2;578;40.2;579;523;56;348;60.1;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;4012000;Bremerhaven;227;196.6;37;16.3;13;1;141;62.1;136;124;12;48;35.3;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14511000;Chemnitz;247;99.4;45;18.2;6;1;177;71.7;186;168;18;107;57.5;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6411000;Darmstadt;131;80.7;25;19.1;3;0;88;67.2;120;111;9;59;49.2;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5913000;Dortmund;808;136.2;137;17;35;3;399;49.4;494;447;47;261;52.8;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14612000;Dresden;496;88.1;89;17.9;13;3;334;67.3;355;321;34;171;48.2;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5112000;Duisburg;521;103.7;116;22.3;27;2;281;53.9;354;328;26;181;51.1;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5111000;Düsseldorf;880;139.9;166;18.9;17;2;461;52.4;573;505;68;292;51;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;16051000;Erfurt;244;113.5;58;23.8;0;0;179;73.4;157;141;16;69;43.9;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9562000;Erlangen;34;29.2;8;23.5;2;0;24;70.6;24;23;1;13;54.2;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5113000;Essen;543;92.9;109;20.1;18;5;303;55.8;379;349;30;197;52;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6412000;Frankfurt am Main;1,296;167.6;180;13.9;12;2;578;44.6;675;605;70;428;63.4;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8311000;Freiburg im Breisgau;205;86.8;35;17.1;2;0;123;60;154;126;28;85;55.2;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9563000;Fürth;33;25.1;11;33.3;1;0;23;69.7;25;24;1;12;48;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5513000;Gelsenkirchen;456;173.4;136;29.8;25;0;281;61.6;298;276;22;152;51;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3159016;Göttingen;99;83.2;28;28.3;2;0;69;69.7;89;76;13;25;28.1;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5754008;Gütersloh;77;75.2;11;14.3;1;0;46;59.7;60;52;8;31;51.7;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5914000;Hagen;174;91.7;41;23.6;4;0;131;75.3;156;137;19;77;49.4;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;15002000;Halle (Saale);320;132.2;74;23.1;8;0;191;59.7;224;197;27;88;39.3;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;2000000;Hamburg;2,173;114.8;415;19.1;38;6;1,028;47.3;1,190;1,095;95;684;57.5;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5915000;Hamm;210;116.1;50;23.8;8;0;152;72.4;159;149;10;83;52.2;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6435014;Hanau;53;52.3;14;26.4;3;0;32;60.4;38;35;3;26;68.4;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3241001;Hannover;1,038;190.4;174;16.8;32;0;564;54.3;648;592;56;376;58;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8221000;Heidelberg;108;66.6;13;12;4;0;84;77.8;114;108;6;70;61.4;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8121000;Heilbronn;76;59.2;15;19.7;6;1;55;72.4;72;63;9;36;50;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5916000;Herne;123;78.2;15;12.2;5;0;73;59.3;93;82;11;43;46.2;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3254021;Hildesheim;91;89.3;23;25.3;0;0;67;73.6;90;75;15;27;30;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9161000;Ingolstadt;41;29.1;10;24.4;1;0;30;73.2;45;41;4;24;53.3;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;16053000;Jena;37;33.3;5;13.5;0;0;23;62.2;29;27;2;11;37.9;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;7312000;Kaiserslautern;83;82;14;16.9;3;0;51;61.4;67;56;11;18;26.9;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8212000;Karlsruhe;247;80;42;17;3;1;182;73.7;228;206;22;107;46.9;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6611000;Kassel;232;113.6;45;19.4;5;0;149;64.2;193;173;20;104;53.9;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;1002000;Kiel;238;96.1;41;17.2;5;0;153;64.3;180;156;24;54;30;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;7111000;Koblenz;87;75.5;19;21.8;2;0;51;58.6;63;56;7;30;47.6;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5315000;Köln;1,375;126.7;283;20.6;39;5;707;51.4;912;803;109;466;51.1;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5114000;Krefeld;281;123;54;19.2;2;0;167;59.4;212;181;31;103;48.6;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;14713000;Leipzig;489;79.4;96;19.6;19;2;315;64.4;367;345;22;201;54.8;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5316000;Leverkusen;99;59.7;21;21.2;4;0;48;48.5;63;56;7;22;34.9;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;1003000;Lübeck;174;79.8;39;22.4;10;0;111;63.8;147;134;13;50;34;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;7314000;Ludwigshafen am Rhein;151;86.6;31;20.5;6;1;88;58.3;111;102;9;53;47.7;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;15003000;Magdeburg;309;129.1;68;22;9;1;185;59.9;213;181;32;75;35.2;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;7315000;Mainz;91;41.3;23;25.3;3;0;56;61.5;74;61;13;32;43.2;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8222000;Mannheim;280;88.7;47;16.8;9;1;151;53.9;198;181;17;98;49.5;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5170024;Moers;59;56;17;28.8;3;0;39;66.1;51;48;3;11;21.6;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5116000;Mönchengladbach;304;113.2;56;18.4;9;1;178;58.6;229;208;21;100;43.7;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5117000;Mülheim an der Ruhr;81;47;24;29.6;4;0;48;59.3;69;64;5;30;43.5;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9162000;München;735;48.6;168;22.9;17;3;492;66.9;706;635;71;379;53.7;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5515000;Münster;313;97.5;46;14.7;8;0;196;62.6;228;194;34;129;56.6;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5162024;Neuss;106;68.8;16;15.1;6;0;60;56.6;85;79;6;43;50.6;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9564000;Nürnberg;272;52;73;26.8;4;3;192;70.6;252;230;22;147;58.3;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5119000;Oberhausen;233;110.5;54;23.2;6;0;142;60.9;161;149;12;75;46.6;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6413000;Offenbach am Main;105;78.3;18;17.1;6;0;59;56.2;85;77;8;38;44.7;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3403000;Oldenburg (Oldenburg);146;84.5;33;22.6;2;1;98;67.1;110;99;11;34;30.9;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3404000;Osnabrück;176;105.2;37;21;3;0;109;61.9;141;132;9;62;44;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5774032;Paderborn;138;89.2;24;17.4;2;1;90;65.2;107;96;11;39;36.4;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8231000;Pforzheim;85;66.5;12;14.1;1;1;58;68.2;77;74;3;37;48.1;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;12054000;Potsdam;123;66.2;24;19.5;7;0;79;64.2;115;99;16;53;46.1;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5562032;Recklinghausen;102;91.3;22;21.6;6;1;64;62.7;102;90;12;49;48;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9362000;Regensburg;108;68.6;10;9.3;1;0;87;80.6;103;98;5;77;74.8;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5120000;Remscheid;65;57.7;18;27.7;3;0;43;66.2;57;56;1;17;29.8;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8415061;Reutlingen;72;61.3;15;20.8;2;0;48;66.7;58;52;6;27;46.6;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;13003000;Rostock, Hanse- und Universitätsstadt;176;83.8;60;34.1;0;0;112;63.6;138;125;13;36;26.1;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;10041100;Saarbrücken;204;112.1;31;15.2;8;0;109;53.4;149;131;18;78;52.3;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3102000;Salzgitter;63;60.3;10;15.9;1;4;46;73;54;48;6;35;64.8;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;13004000;Schwerin;105;109.8;23;21.9;0;0;80;76.2;99;90;9;56;56.6;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5970040;Siegen;78;76.1;9;11.5;4;1;52;66.7;64;57;7;25;39.1;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5122000;Solingen;87;54.2;18;20.7;0;0;64;73.6;82;74;8;34;41.5;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8111000;Stuttgart;662;104.6;105;15.9;9;0;359;54.2;455;410;45;295;64.8;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;7211000;Trier;69;61.5;13;18.8;2;0;45;65.2;62;57;5;40;64.5;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;8421000;Ulm;84;65.2;17;20.2;1;0;42;50;50;48;2;31;62;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;6414000;Wiesbaden;161;56.9;26;16.1;6;0;113;70.2;130;116;14;60;46.2;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;3103000;Wolfsburg;98;77.8;20;20.4;3;0;60;61.2;56;53;3;29;51.8;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;5124000;Wuppertal;391;109;89;22.8;9;1;241;61.6;283;248;35;150;53;812474
210000;Raub, räuberische Erpressung und räuberischer Angriff auf Kraftfahrer §§ 249-252, 255, 316a StGB;9663000;Würzburg;68;53.2;17;25;2;2;63;92.6;89;81;8;28;31.5;812474
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5334002;Aachen;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;9761000;Augsburg;1;0.3;0;0;0;0;1;100;1;1;0;1;100;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5378004;Bergisch Gladbach;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;11000000;Berlin;3;0.1;2;66.7;1;0;1;33.3;2;2;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5711000;Bielefeld;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5911000;Bochum;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5314000;Bonn;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5512000;Bottrop;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;3101000;Braunschweig;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;4011000;Bremen;1;0.2;1;100;1;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;4012000;Bremerhaven;1;0.9;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;14511000;Chemnitz;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;6411000;Darmstadt;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5913000;Dortmund;1;0.2;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;14612000;Dresden;1;0.2;1;100;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5112000;Duisburg;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
211000;Raub, räuberische Erpressung auf/gegen Geldinstitute, Postfilialen und -agenturen;5111000;Düsseldorf;0;0;0;0;0;0;0;0;0;0;0;0;0;814202
