Schluessel;Straftat;Gemeindeschluessel;Stadt;Anzahl erfasste Faelle;Haeufigkeitszahl;erfasse Faelle, davon Versuche - Anzahl;erfasste Faelle, davon Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;Aufkaerung - Anzahl Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in % an Gesamtzahl
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5515000;Münster;11;3;2;18.2;1;0;6;54.5;8;7;1;2;25
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5162024;Neuss;7;5;4;57.1;3;0;3;42.9;3;3;0;1;33.3
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;9564000;Nürnberg;5;1;2;40;1;0;4;80;6;6;0;1;16.7
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5119000;Oberhausen;7;3;2;28.6;3;0;2;28.6;2;2;0;1;50
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;6413000;Offenbach am Main;5;4;0;0;1;0;2;40;2;2;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;3403000;Oldenburg (Oldenburg);14;8;7;50;2;0;10;71.4;8;8;0;5;62.5
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;3404000;Osnabrück;8;5;1;12.5;3;0;5;62.5;4;4;0;1;25
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5774032;Paderborn;3;2;1;33.3;0;0;3;100;3;3;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;8231000;Pforzheim;4;3;0;0;0;0;3;75;4;4;0;1;25
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;12054000;Potsdam;3;2;0;0;0;0;0;0;0;0;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5562032;Recklinghausen;4;4;1;25;2;0;1;25;1;1;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;9362000;Regensburg;1;1;0;0;0;0;1;100;1;1;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5120000;Remscheid;1;1;0;0;1;0;0;0;0;0;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;8415061;Reutlingen;0;0;0;0;0;0;0;0;0;0;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;13003000;Rostock;2;1;1;50;0;0;2;100;3;3;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;10041100;Saarbrücken;17;9;3;17.6;6;0;9;52.9;18;17;1;5;27.8
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;3102000;Salzgitter;6;6;2;33.3;4;0;2;33.3;2;2;0;1;50
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;13004000;Schwerin;0;0;0;0;0;0;0;0;0;0;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5970040;Siegen;4;4;0;0;3;0;1;25;1;1;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5122000;Solingen;4;3;1;25;0;0;1;25;1;1;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;8111000;Stuttgart;14;2;6;42.9;4;1;8;57.1;12;12;0;2;16.7
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;7211000;Trier;3;3;1;33.3;2;1;3;100;7;7;0;3;42.9
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;8421000;Ulm;2;2;0;0;0;0;1;50;1;1;0;1;100
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;6414000;Wiesbaden;2;1;1;50;0;0;2;100;2;2;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;3103000;Wolfsburg;5;4;2;40;0;0;3;60;2;2;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;5124000;Wuppertal;6;2;0;0;5;0;4;66.7;6;6;0;0;0
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;9663000;Würzburg;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5334002;Aachen;9;4;3;33.3;0;0;2;22.2;2;2;0;0;0
216000;Handtaschenraub;9761000;Augsburg;4;1;2;50;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5378004;Bergisch Gladbach;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;11000000;Berlin;134;4;21;15.7;0;0;25;18.7;27;26;1;17;63
216000;Handtaschenraub;5711000;Bielefeld;4;1;1;25;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5911000;Bochum;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5314000;Bonn;8;2;1;12.5;0;0;3;37.5;3;3;0;1;33.3
216000;Handtaschenraub;5512000;Bottrop;1;1;0;0;0;0;1;100;2;2;0;0;0
216000;Handtaschenraub;3101000;Braunschweig;4;2;2;50;0;0;1;25;4;4;0;2;50
216000;Handtaschenraub;4011000;Bremen;10;2;3;30;0;0;3;30;7;7;0;6;85.7
216000;Handtaschenraub;4012000;Bremerhaven;2;2;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;14511000;Chemnitz;5;2;2;40;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;6411000;Darmstadt;1;1;0;0;0;0;1;100;1;1;0;0;0
216000;Handtaschenraub;5913000;Dortmund;16;3;2;12.5;0;0;4;25;5;3;2;1;20
216000;Handtaschenraub;14612000;Dresden;8;1;3;37.5;0;0;3;37.5;3;3;0;1;33.3
216000;Handtaschenraub;5112000;Duisburg;13;3;2;15.4;0;0;3;23.1;4;3;1;1;25
216000;Handtaschenraub;5111000;Düsseldorf;12;2;1;8.3;0;0;4;33.3;6;6;0;3;50
216000;Handtaschenraub;16051000;Erfurt;3;1;1;33.3;0;0;2;66.7;2;2;0;0;0
216000;Handtaschenraub;9562000;Erlangen;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5113000;Essen;8;1;2;25;0;0;3;37.5;3;3;0;1;33.3
216000;Handtaschenraub;6412000;Frankfurt am Main;41;5;13;31.7;0;0;9;22;9;9;0;3;33.3
216000;Handtaschenraub;8311000;Freiburg im Breisgau;3;1;1;33.3;0;0;1;33.3;1;1;0;0;0
216000;Handtaschenraub;9563000;Fürth;1;1;1;100;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5513000;Gelsenkirchen;2;1;1;50;0;0;1;50;1;0;1;1;100
216000;Handtaschenraub;3159016;Göttingen;4;3;1;25;0;0;1;25;1;1;0;0;0
216000;Handtaschenraub;5754008;Gütersloh;1;1;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5914000;Hagen;3;2;1;33.3;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;15002000;Halle (Saale);3;1;2;66.7;0;0;2;66.7;2;2;0;1;50
216000;Handtaschenraub;2000000;Hamburg;75;4;16;21.3;0;0;21;28;25;21;4;10;40
216000;Handtaschenraub;5915000;Hamm;8;4;3;37.5;0;0;1;12.5;1;1;0;1;100
216000;Handtaschenraub;3241001;Hannover;19;4;3;15.8;0;0;4;21.1;6;5;1;6;100
216000;Handtaschenraub;8221000;Heidelberg;2;1;1;50;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;8121000;Heilbronn;1;1;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5916000;Herne;2;1;1;50;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;3254021;Hildesheim;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;9161000;Ingolstadt;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;16053000;Jena;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;7312000;Kaiserslautern;2;2;0;0;0;0;1;50;1;1;0;1;100
216000;Handtaschenraub;8212000;Karlsruhe;8;3;2;25;0;0;5;62.5;4;3;1;1;25
216000;Handtaschenraub;6611000;Kassel;6;3;2;33.3;0;0;2;33.3;2;2;0;0;0
216000;Handtaschenraub;1002000;Kiel;4;2;1;25;0;0;2;50;2;2;0;1;50
216000;Handtaschenraub;7111000;Koblenz;3;3;0;0;0;0;3;100;2;2;0;0;0
216000;Handtaschenraub;5315000;Köln;41;4;9;22;0;1;8;19.5;15;13;2;7;46.7
216000;Handtaschenraub;5114000;Krefeld;7;3;1;14.3;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;14713000;Leipzig;9;2;2;22.2;0;0;6;66.7;5;5;0;2;40
216000;Handtaschenraub;5316000;Leverkusen;4;2;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;1003000;Lübeck;7;3;1;14.3;0;0;5;71.4;2;2;0;1;50
216000;Handtaschenraub;7314000;Ludwigshafen am Rhein;1;1;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;15003000;Magdeburg;3;1;0;0;0;0;1;33.3;1;1;0;0;0
216000;Handtaschenraub;7315000;Mainz;1;0;1;100;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;8222000;Mannheim;4;1;2;50;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5170024;Moers;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5116000;Mönchengladbach;4;2;1;25;0;0;2;50;3;1;2;1;33.3
216000;Handtaschenraub;5117000;Mülheim an der Ruhr;2;1;0;0;0;0;1;50;1;1;0;0;0
216000;Handtaschenraub;9162000;München;38;3;12;31.6;0;0;17;44.7;29;29;0;17;58.6
216000;Handtaschenraub;5515000;Münster;5;2;0;0;0;0;2;40;9;6;3;9;100
216000;Handtaschenraub;5162024;Neuss;1;1;1;100;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;9564000;Nürnberg;7;1;1;14.3;0;0;3;42.9;3;1;2;1;33.3
216000;Handtaschenraub;5119000;Oberhausen;4;2;0;0;0;0;3;75;5;5;0;0;0
216000;Handtaschenraub;6413000;Offenbach am Main;2;2;1;50;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;3403000;Oldenburg (Oldenburg);3;2;1;33.3;0;0;1;33.3;3;0;3;1;33.3
216000;Handtaschenraub;3404000;Osnabrück;3;2;0;0;0;0;1;33.3;1;1;0;1;100
216000;Handtaschenraub;5774032;Paderborn;4;3;0;0;0;0;3;75;4;4;0;1;25
216000;Handtaschenraub;8231000;Pforzheim;4;3;1;25;0;0;1;25;1;1;0;0;0
216000;Handtaschenraub;12054000;Potsdam;2;1;1;50;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5562032;Recklinghausen;3;3;1;33.3;0;0;1;33.3;3;0;3;1;33.3
216000;Handtaschenraub;9362000;Regensburg;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5120000;Remscheid;1;1;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;8415061;Reutlingen;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;13003000;Rostock;3;1;0;0;0;0;1;33.3;1;1;0;0;0
216000;Handtaschenraub;10041100;Saarbrücken;12;7;2;16.7;0;0;4;33.3;5;4;1;1;20
216000;Handtaschenraub;3102000;Salzgitter;7;7;2;28.6;1;0;0;0;0;0;0;0;0
216000;Handtaschenraub;13004000;Schwerin;9;9;1;11.1;0;0;6;66.7;2;2;0;0;0
216000;Handtaschenraub;5970040;Siegen;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5122000;Solingen;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;8111000;Stuttgart;16;3;4;25;0;0;7;43.8;9;8;1;9;100
216000;Handtaschenraub;7211000;Trier;0;0;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;8421000;Ulm;1;1;0;0;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;6414000;Wiesbaden;3;1;1;33.3;0;0;2;66.7;2;1;1;1;50
216000;Handtaschenraub;3103000;Wolfsburg;1;1;1;100;0;0;0;0;0;0;0;0;0
216000;Handtaschenraub;5124000;Wuppertal;6;2;3;50;0;0;2;33.3;3;3;0;0;0
216000;Handtaschenraub;9663000;Würzburg;0;0;0;0;0;0;0;0;0;0;0;0;0
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5334002;Aachen;102;41;23;22.5;0;0;42;41.2;51;46;5;21;41.2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9761000;Augsburg;35;12;11;31.4;1;0;24;68.6;33;32;1;18;54.5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5378004;Bergisch Gladbach;9;8;3;33.3;0;0;9;100;11;11;0;7;63.6
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;11000000;Berlin;2,421;66;491;20.3;39;3;893;36.9;1,198;1,136;62;593;49.5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5711000;Bielefeld;95;28;19;20;2;0;49;51.6;71;67;4;29;40.8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5911000;Bochum;83;23;19;22.9;3;0;35;42.2;60;58;2;15;25
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5314000;Bonn;138;42;25;18.1;5;0;80;58;106;104;2;37;34.9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5512000;Bottrop;24;20;4;16.7;2;0;6;25;16;8;8;4;25
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3101000;Braunschweig;45;18;11;24.4;2;0;22;48.9;24;24;0;7;29.2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;4011000;Bremen;230;41;51;22.2;1;0;80;34.8;110;104;6;54;49.1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;4012000;Bremerhaven;45;40;16;35.6;0;0;22;48.9;33;29;4;8;24.2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14511000;Chemnitz;79;32;9;11.4;1;0;55;69.6;62;60;2;43;69.4
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;6411000;Darmstadt;38;24;10;26.3;1;0;23;60.5;32;32;0;11;34.4
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5913000;Dortmund;368;63;69;18.8;4;1;155;42.1;214;197;17;96;44.9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14612000;Dresden;171;31;31;18.1;1;0;93;54.4;151;146;5;73;48.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5112000;Duisburg;155;31;40;25.8;2;0;76;49;107;96;11;50;46.7
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5111000;Düsseldorf;260;42;39;15;4;1;105;40.4;176;163;13;76;43.2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;16051000;Erfurt;41;19;9;22;0;0;23;56.1;33;32;1;14;42.4
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9562000;Erlangen;5;4;3;60;1;0;3;60;5;5;0;2;40
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5113000;Essen;159;27;38;23.9;5;1;76;47.8;116;112;4;28;24.1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;6412000;Frankfurt am Main;514;67;88;17.1;6;1;173;33.7;233;218;15;128;54.9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;8311000;Freiburg im Breisgau;52;22;13;25;0;0;37;71.2;51;50;1;24;47.1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9563000;Fürth;7;5;3;42.9;1;1;6;85.7;10;10;0;2;20
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5513000;Gelsenkirchen;77;30;22;28.6;1;0;35;45.5;52;51;1;23;44.2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3159016;Göttingen;17;14;4;23.5;1;0;9;52.9;12;11;1;2;16.7
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5754008;Gütersloh;14;14;2;14.3;0;0;12;85.7;22;21;1;10;45.5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5914000;Hagen;73;39;15;20.5;3;0;36;49.3;55;53;2;30;54.5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;15002000;Halle (Saale);110;46;23;20.9;1;0;57;51.8;82;79;3;30;36.6
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;2000000;Hamburg;835;45;163;19.5;13;1;309;37;400;370;30;225;56.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5915000;Hamm;59;33;17;28.8;2;0;25;42.4;36;34;2;16;44.4
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3241001;Hannover;338;63;52;15.4;5;0;153;45.3;183;172;11;105;57.4
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;8221000;Heidelberg;17;11;4;23.5;0;0;13;76.5;17;17;0;8;47.1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;8121000;Heilbronn;21;17;9;42.9;1;0;8;38.1;17;14;3;7;41.2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5916000;Herne;30;19;7;23.3;0;0;11;36.7;16;12;4;5;31.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3254021;Hildesheim;14;14;3;21.4;0;0;7;50;10;10;0;6;60
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9161000;Ingolstadt;4;3;1;25;0;0;2;50;3;3;0;1;33.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;16053000;Jena;16;14;5;31.3;0;0;9;56.3;13;10;3;4;30.8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;7312000;Kaiserslautern;26;26;9;34.6;0;0;14;53.8;29;27;2;14;48.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;8212000;Karlsruhe;65;21;14;21.5;0;1;41;63.1;62;57;5;27;43.5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;6611000;Kassel;68;34;8;11.8;2;0;42;61.8;53;50;3;26;49.1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;1002000;Kiel;87;35;22;25.3;1;0;51;58.6;73;70;3;24;32.9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;7111000;Koblenz;29;25;9;31;1;0;15;51.7;23;22;1;8;34.8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5315000;Köln;539;50;135;25;16;1;206;38.2;307;286;21;125;40.7
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5114000;Krefeld;64;28;10;15.6;0;0;30;46.9;47;46;1;15;31.9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;14713000;Leipzig;233;39;40;17.2;10;0;114;48.9;145;135;10;70;48.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5316000;Leverkusen;27;16;6;22.2;1;0;14;51.9;20;16;4;2;10
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;1003000;Lübeck;52;24;17;32.7;1;1;20;38.5;26;24;2;3;11.5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;7314000;Ludwigshafen am Rhein;72;42;15;20.8;0;0;49;68.1;85;80;5;42;49.4
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;15003000;Magdeburg;120;51;22;18.3;8;1;67;55.8;84;84;0;26;31
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;7315000;Mainz;64;29;24;37.5;1;1;37;57.8;48;45;3;13;27.1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;8222000;Mannheim;76;24;19;25;1;0;37;48.7;77;70;7;25;32.5
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5170024;Moers;19;18;8;42.1;0;0;13;68.4;18;18;0;4;22.2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5116000;Mönchengladbach;84;32;20;23.8;3;0;30;35.7;30;26;4;10;33.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5117000;Mülheim an der Ruhr;29;17;6;20.7;1;0;19;65.5;30;30;0;9;30
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9162000;München;110;7;30;27.3;3;0;58;52.7;109;103;6;61;56
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5515000;Münster;67;21;13;19.4;0;0;28;41.8;39;36;3;10;25.6
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5162024;Neuss;51;33;11;21.6;0;0;30;58.8;51;48;3;21;41.2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9564000;Nürnberg;68;13;16;23.5;0;0;39;57.4;50;46;4;23;46
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5119000;Oberhausen;52;25;8;15.4;2;0;20;38.5;32;31;1;18;56.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;6413000;Offenbach am Main;50;38;15;30;2;0;24;48;36;30;6;14;38.9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3403000;Oldenburg (Oldenburg);28;17;7;25;1;0;16;57.1;35;27;8;15;42.9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3404000;Osnabrück;37;22;6;16.2;2;0;12;32.4;18;18;0;11;61.1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5774032;Paderborn;28;18;4;14.3;1;0;11;39.3;15;14;1;5;33.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;8231000;Pforzheim;26;21;5;19.2;0;0;8;30.8;11;11;0;2;18.2
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;12054000;Potsdam;47;26;7;14.9;1;0;23;48.9;28;28;0;9;32.1
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5562032;Recklinghausen;27;24;4;14.8;0;0;15;55.6;19;19;0;7;36.8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9362000;Regensburg;17;11;2;11.8;0;0;10;58.8;16;16;0;16;100
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5120000;Remscheid;13;12;3;23.1;0;0;5;38.5;9;8;1;4;44.4
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;8415061;Reutlingen;15;13;2;13.3;0;0;9;60;15;15;0;5;33.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;13003000;Rostock;38;18;6;15.8;0;0;17;44.7;31;29;2;3;9.7
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;10041100;Saarbrücken;63;35;12;19;0;0;36;57.1;39;35;4;14;35.9
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3102000;Salzgitter;18;17;7;38.9;0;0;12;66.7;20;19;1;16;80
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;13004000;Schwerin;21;22;5;23.8;0;0;13;61.9;15;10;5;1;6.7
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5970040;Siegen;9;9;1;11.1;0;0;4;44.4;8;8;0;4;50
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5122000;Solingen;28;18;8;28.6;0;0;16;57.1;21;20;1;7;33.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;8111000;Stuttgart;231;36;67;29;2;0;123;53.2;183;170;13;102;55.7
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;7211000;Trier;21;19;1;4.8;0;0;14;66.7;31;30;1;8;25.8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;8421000;Ulm;21;17;9;42.9;0;0;14;66.7;22;22;0;7;31.8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;6414000;Wiesbaden;59;21;9;15.3;2;0;41;69.5;67;66;1;28;41.8
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;3103000;Wolfsburg;11;9;1;9.1;1;0;4;36.4;5;5;0;3;60
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;5124000;Wuppertal;153;43;37;24.2;7;0;55;35.9;77;72;5;31;40.3
217000;Sonstige Raubüberfälle auf Straßen, Wegen oder Plätzen;9663000;Würzburg;5;4;3;60;0;0;5;100;11;11;0;10;90.9
219000;Raubüberfälle in Wohnungen;5334002;Aachen;9;4;5;55.6;0;0;5;55.6;6;6;0;2;33.3
219000;Raubüberfälle in Wohnungen;9761000;Augsburg;2;1;0;0;0;0;2;100;2;2;0;1;50
219000;Raubüberfälle in Wohnungen;5378004;Bergisch Gladbach;3;3;2;66.7;0;0;3;100;4;4;0;0;0
219000;Raubüberfälle in Wohnungen;11000000;Berlin;247;7;43;17.4;9;1;138;55.9;197;177;20;98;49.7
219000;Raubüberfälle in Wohnungen;5711000;Bielefeld;6;2;0;0;0;0;6;100;10;8;2;1;10
219000;Raubüberfälle in Wohnungen;5911000;Bochum;12;3;2;16.7;0;0;10;83.3;9;9;0;4;44.4
219000;Raubüberfälle in Wohnungen;5314000;Bonn;16;5;5;31.3;5;1;11;68.8;18;17;1;6;33.3
219000;Raubüberfälle in Wohnungen;5512000;Bottrop;3;3;0;0;0;0;2;66.7;2;2;0;1;50
219000;Raubüberfälle in Wohnungen;3101000;Braunschweig;4;2;1;25;1;0;4;100;5;3;2;0;0
219000;Raubüberfälle in Wohnungen;4011000;Bremen;36;6;13;36.1;1;0;21;58.3;29;26;3;17;58.6
219000;Raubüberfälle in Wohnungen;4012000;Bremerhaven;14;12;2;14.3;1;0;10;71.4;17;15;2;6;35.3
219000;Raubüberfälle in Wohnungen;14511000;Chemnitz;8;3;1;12.5;2;0;5;62.5;11;10;1;6;54.5
219000;Raubüberfälle in Wohnungen;6411000;Darmstadt;4;3;0;0;0;0;4;100;4;4;0;2;50
219000;Raubüberfälle in Wohnungen;5913000;Dortmund;30;5;6;20;4;0;24;80;29;27;2;7;24.1
219000;Raubüberfälle in Wohnungen;14612000;Dresden;26;5;1;3.8;0;0;16;61.5;25;19;6;9;36
219000;Raubüberfälle in Wohnungen;5112000;Duisburg;24;5;2;8.3;0;0;16;66.7;21;17;4;13;61.9
219000;Raubüberfälle in Wohnungen;5111000;Düsseldorf;22;4;5;22.7;4;0;18;81.8;29;22;7;13;44.8
219000;Raubüberfälle in Wohnungen;16051000;Erfurt;15;7;5;33.3;0;0;14;93.3;16;14;2;1;6.3
219000;Raubüberfälle in Wohnungen;9562000;Erlangen;2;2;0;0;0;0;1;50;1;1;0;0;0
219000;Raubüberfälle in Wohnungen;5113000;Essen;31;5;2;6.5;4;0;19;61.3;23;19;4;12;52.2
