Schluessel;Straftat;Gemeindeschluessel;Stadt;erfasste Faelle;HZ nach Zensus;Versuche - Anzahl;Versuche - Anteil in %;mit Schusswaffe gedroht;mit Schusswaffe geschossen;aufgeklaerte Faelle;Aufklaerungsquote;Tatverdaechtige insgesamt;Tatverdaechtige - maennlich;Tatverdaechtige - weiblich;Nichtdeutsche Tatverdaechtige - Anzahl;Nichtdeutsche Tatverdaechtige - Anteil in %
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);04012000;Bremerhaven;12,155;10,754;1,058;8.7;27;19;5,825;47.9;4,095;3,192;903;1,283;31.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);14511000;Chemnitz;21,805;8,833;2,510;11.5;8;10;11,844;54.3;7,324;5,451;1,873;2,110;28.8
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);12052000;Cottbus;8,971;8,879;711;7.9;4;4;5,031;56.1;3,180;2,433;747;585;18.4
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);06411000;Darmstadt;11,073;6,997;666;6.0;2;1;6,898;62.3;5,098;3,865;1,233;1,959;38.4
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05913000;Dortmund;65,037;11,087;5,080;7.8;26;31;36,709;56.4;23,918;18,532;5,386;9,067;37.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);14612000;Dresden;47,559;8,630;3,645;7.7;34;32;26,221;55.1;15,340;11,809;3,531;4,509;29.4
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05112000;Duisburg;43,757;8,785;3,199;7.3;26;22;24,585;56.2;17,389;12,870;4,519;6,692;38.5
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05111000;Düsseldorf;58,916;9,544;4,080;6.9;18;10;27,709;47.0;21,548;16,556;4,992;9,076;42.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);16051000;Erfurt;23,718;11,136;1,619;6.8;10;17;15,894;67.0;9,418;6,905;2,513;1,949;20.7
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);09562000;Erlangen;5,748;5,178;457;8.0;7;9;3,614;62.9;2,817;2,203;614;1,095;38.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05113000;Essen;49,573;8,497;3,129;6.3;23;21;29,158;58.8;20,599;15,360;5,239;7,887;38.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);06412000;Frankfurt am Main;101,053;13,530;5,235;5.2;47;46;64,735;64.1;32,692;25,585;7,107;17,701;54.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);08311000;Freiburg im Breisgau;24,756;10,781;1,739;7.0;8;7;15,895;64.2;9,916;7,560;2,356;4,171;42.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);09563000;Fürth;5,382;4,254;326;6.1;3;5;3,651;67.8;3,023;2,300;723;1,166;38.6
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05513000;Gelsenkirchen;22,167;8,516;1,612;7.3;7;10;11,889;53.6;9,395;6,866;2,529;3,376;35.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);03159016;Göttingen;11,460;9,588;699;6.1;14;12;6,164;53.8;4,525;3,455;1,070;1,381;30.5
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05914000;Hagen;14,080;7,500;983;7.0;11;11;7,918;56.2;6,034;4,558;1,476;2,320;38.4
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);15002000;Halle (Saale);28,832;12,055;3,263;11.3;21;17;13,817;47.9;8,574;6,459;2,115;2,317;27.0
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);02000000;Hamburg;211,050;11,529;15,054;7.1;200;111;94,223;44.6;64,375;49,690;14,685;27,591;42.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05915000;Hamm;13,244;7,391;904;6.8;9;2;7,578;57.2;5,680;4,418;1,262;2,248;39.6
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);03241001;Hannover;68,624;12,825;4,656;6.8;61;38;42,462;61.9;26,196;20,284;5,912;10,206;39.0
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);08221000;Heidelberg;14,504;9,031;1,113;7.7;6;1;8,464;58.4;6,278;4,904;1,374;2,695;42.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);08121000;Heilbronn;8,633;6,900;705;8.2;6;11;5,490;63.6;4,346;3,328;1,018;1,985;45.7
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05916000;Herne;13,540;8,652;1,007;7.4;6;16;7,573;55.9;5,008;3,782;1,226;1,623;32.4
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);03254021;Hildesheim;9,114;8,958;708;7.8;14;7;5,504;60.4;3,631;2,745;886;1,001;27.6
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);09161000;Ingolstadt;9,707;7,177;816;8.4;6;5;6,335;65.3;4,466;3,361;1,105;1,756;39.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);16053000;Jena;7,942;7,149;566;7.1;3;7;4,593;57.8;3,051;2,354;697;604;19.8
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);08212000;Karlsruhe;25,670;8,230;1,328;5.2;15;12;15,704;61.2;11,308;8,752;2,556;5,121;45.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);06611000;Kassel;17,823;8,879;1,317;7.4;20;24;10,632;59.7;7,324;5,566;1,758;2,802;38.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);01002000;Kiel;24,432;9,854;1,785;7.3;13;8;11,805;48.3;7,770;5,983;1,787;2,146;27.6
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);07111000;Koblenz;11,382;9,998;701;6.2;9;7;6,075;53.4;4,782;3,657;1,125;1,428;29.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05315000;Köln;121,709;11,265;10,149;8.3;55;33;57,222;47.0;41,168;31,136;10,032;16,234;39.4
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05114000;Krefeld;21,589;9,523;1,369;6.3;10;4;12,874;59.6;9,068;6,717;2,351;3,011;33.2
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);14713000;Leipzig;69,215;11,893;6,067;8.8;31;23;30,894;44.6;18,855;14,290;4,565;4,979;26.4
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05316000;Leverkusen;11,904;7,277;1,149;9.7;6;4;6,081;51.1;4,855;3,656;1,199;1,463;30.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);01003000;Lübeck;22,564;10,431;1,681;7.4;21;21;12,606;55.9;7,758;5,867;1,891;1,969;25.4
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);07314000;Ludwigshafen am Rhein;16,464;9,771;1,094;6.6;17;12;10,104;61.4;7,366;5,350;2,016;2,916;39.6
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);15003000;Magdeburg;26,718;11,204;2,937;11.0;6;29;13,470;50.4;8,167;6,174;1,993;1,755;21.5
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);07315000;Mainz;18,417;8,562;1,097;6.0;8;10;11,899;64.6;8,111;6,304;1,807;3,008;37.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);08222000;Mannheim;32,526;10,560;2,002;6.2;11;13;18,907;58.1;14,213;10,895;3,318;6,369;44.8
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05170024;Moers;6,649;6,396;697;10.5;0;5;3,074;46.2;2,351;1,763;588;608;25.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05116000;Mönchengladbach;19,743;7,530;1,266;6.4;9;10;11,168;56.6;7,980;5,976;2,004;2,652;33.2
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05117000;Mülheim an der Ruhr;11,219;6,551;781;7.0;5;4;6,547;58.4;4,816;3,544;1,272;1,665;34.6
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);09162000;München;94,188;6,469;5,014;5.3;44;26;59,600;63.3;42,070;32,072;9,998;21,012;49.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05515000;Münster;25,480;8,126;1,741;6.8;18;6;11,863;46.6;8,633;6,622;2,011;2,928;33.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05162024;Neuss;12,942;8,414;959;7.4;3;5;7,478;57.8;5,516;4,123;1,393;1,811;32.8
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);09564000;Nürnberg;41,607;8,076;2,744;6.6;24;47;27,870;67.0;18,970;14,364;4,606;8,595;45.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05119000;Oberhausen;15,760;7,454;989;6.3;8;8;9,301;59.0;7,425;5,527;1,898;2,268;30.5
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);06413000;Offenbach am Main;10,312;8,142;847;8.2;7;14;6,751;65.5;5,264;4,135;1,129;2,637;50.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);03403000;Oldenburg (Oldenburg);12,900;7,721;783;6.1;20;9;7,512;58.2;4,966;3,811;1,155;1,210;24.4
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);03404000;Osnabrück;17,381;10,574;958;5.5;16;8;10,527;60.6;6,804;5,297;1,507;2,226;32.7
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05774032;Paderborn;11,143;7,475;927;8.3;2;7;6,460;58.0;4,634;3,472;1,162;1,302;28.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);08231000;Pforzheim;9,110;7,330;563;6.2;7;3;5,652;62.0;4,074;3,040;1,034;1,919;47.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);12054000;Potsdam;16,088;9,156;900;5.6;14;6;8,751;54.4;5,456;4,087;1,369;1,388;25.4
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05562032;Recklinghausen;9,972;8,797;663;6.6;4;5;5,602;56.2;4,196;3,199;997;1,289;30.7
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);09362000;Regensburg;12,718;8,428;700;5.5;9;7;7,987;62.8;5,248;3,928;1,320;2,027;38.6
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05120000;Remscheid;6,843;6,188;473;6.9;3;4;4,279;62.5;2,887;2,122;765;957;33.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);08415061;Reutlingen;7,274;6,284;578;7.9;6;9;4,602;63.3;3,024;2,307;717;1,142;37.8
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);13003000;Rostock;19,600;9,405;1,221;6.2;3;3;12,012;61.3;7,397;5,563;1,834;1,276;17.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);10041100;Saarbrücken;22,682;12,534;2,225;9.8;16;19;13,061;57.6;8,689;6,414;2,275;3,295;37.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);03102000;Salzgitter;6,330;6,055;511;8.1;7;13;4,144;65.5;3,092;2,313;779;937;30.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);13004000;Schwerin;10,609;11,074;833;7.9;1;0;7,209;68.0;4,250;3,156;1,094;1,045;24.6
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05970040;Siegen;9,963;9,735;618;6.2;8;16;6,737;67.6;3,982;2,920;1,062;1,424;35.8
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05122000;Solingen;9,783;6,160;881;9.0;3;11;4,621;47.2;3,800;2,859;941;1,245;32.8
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);08111000;Stuttgart;52,687;8,327;4,144;7.9;22;19;33,104;62.8;23,372;18,299;5,073;10,507;45.0
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);07211000;Trier;8,912;8,101;464;5.2;3;3;5,657;63.5;4,104;3,110;994;1,326;32.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);08421000;Ulm;9,135;7,273;543;5.9;3;3;5,760;63.1;4,285;3,320;965;1,959;45.7
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);06414000;Wiesbaden;20,216;7,255;1,232;6.1;19;20;12,890;63.8;8,427;6,369;2,058;3,299;39.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);03103000;Wolfsburg;9,024;7,282;687;7.6;13;4;4,854;53.8;3,499;2,761;738;1,092;31.2
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);05124000;Wuppertal;31,662;8,954;2,352;7.4;25;8;17,516;55.3;11,997;8,868;3,129;4,230;35.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asyl- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);09663000;Würzburg;10,824;8,547;877;8.1;9;10;7,455;68.9;5,101;4,040;1,061;1,650;32.3
892000;Gewaltkriminalität;05334002;Aachen;971;394;168;17.3;4;3;693;71.4;967;817;150;408;42.2
892000;Gewaltkriminalität;09761000;Augsburg;900;307;197;21.9;4;3;742;82.4;925;780;145;434;46.9
892000;Gewaltkriminalität;05378004;Bergisch Gladbach;221;198;45;20.4;1;2;179;81.0;269;232;37;101;37.5
892000;Gewaltkriminalität;11000000;Berlin;15,954;442;2,959;18.5;177;65;10,084;63.2;11,563;9,690;1,873;5,254;45.4
892000;Gewaltkriminalität;05711000;Bielefeld;836;251;139;16.6;3;4;654;78.2;841;750;91;312;37.1
892000;Gewaltkriminalität;05911000;Bochum;1,304;357;225;17.3;6;1;957;73.4;1,182;1,029;153;403;34.1
892000;Gewaltkriminalität;05314000;Bonn;1,047;322;159;15.2;15;1;779;74.4;977;837;140;333;34.1
892000;Gewaltkriminalität;05512000;Bottrop;271;231;49;18.1;4;1;199;73.4;276;226;50;72;26.1
892000;Gewaltkriminalität;03101000;Braunschweig;735;296;104;14.1;10;1;563;76.6;645;551;94;204;31.6
892000;Gewaltkriminalität;04011000;Bremen;2,450;431;349;14.2;53;5;1,571;64.1;1,909;1,693;216;896;46.9
892000;Gewaltkriminalität;04012000;Bremerhaven;581;514;83;14.3;15;3;389;67.0;509;433;76;179;35.2
892000;Gewaltkriminalität;14511000;Chemnitz;717;290;97;13.5;3;1;550;76.7;651;571;80;313;48.1
892000;Gewaltkriminalität;12052000;Cottbus;358;354;53;14.8;3;2;298;83.2;343;301;42;129;37.6
892000;Gewaltkriminalität;06411000;Darmstadt;447;282;46;10.3;1;1;347;77.6;446;387;59;241;54.0
892000;Gewaltkriminalität;05913000;Dortmund;2,679;457;410;15.3;10;10;1,835;68.5;2,345;2,013;332;954;40.7
892000;Gewaltkriminalität;14612000;Dresden;1,460;265;238;16.3;14;7;1,029;70.5;1,263;1,125;138;583;46.2
892000;Gewaltkriminalität;05112000;Duisburg;1,732;348;267;15.4;18;7;1,241;71.7;1,659;1,399;260;662;39.9
892000;Gewaltkriminalität;05111000;Düsseldorf;2,237;362;411;18.4;10;6;1,458;65.2;2,032;1,797;235;889;43.8
892000;Gewaltkriminalität;16051000;Erfurt;715;336;145;20.3;5;8;576;80.6;658;567;91;207;31.5
892000;Gewaltkriminalität;09562000;Erlangen;196;177;26;13.3;0;1;165;84.2;200;168;32;84;42.0
892000;Gewaltkriminalität;05113000;Essen;1,724;296;249;14.4;17;1;1,282;74.4;1,731;1,493;238;681;39.3
892000;Gewaltkriminalität;06412000;Frankfurt am Main;3,203;429;472;14.7;24;11;2,208;68.9;2,664;2,274;390;1,476;55.4
892000;Gewaltkriminalität;08311000;Freiburg im Breisgau;775;337;146;18.8;4;2;584;75.4;713;618;95;327;45.9
892000;Gewaltkriminalität;09563000;Fürth;207;164;30;14.5;0;0;179;86.5;228;179;49;102;44.7
892000;Gewaltkriminalität;05513000;Gelsenkirchen;900;346;134;14.9;5;4;614;68.2;878;741;137;315;35.9
892000;Gewaltkriminalität;03159016;Göttingen;484;405;79;16.3;11;1;358;74.0;461;404;57;190;41.2
892000;Gewaltkriminalität;05914000;Hagen;547;291;93;17.0;4;3;410;75.0;531;447;84;229;43.1
892000;Gewaltkriminalität;15002000;Halle (Saale);1,186;496;213;18.0;11;5;799;67.4;877;750;127;325;37.1
892000;Gewaltkriminalität;02000000;Hamburg;7,669;419;1,115;14.5;85;19;5,214;68.0;6,355;5,302;1,053;3,059;48.1
892000;Gewaltkriminalität;05915000;Hamm;537;300;96;17.9;9;0;429;79.9;567;476;91;224;39.5
892000;Gewaltkriminalität;03241001;Hannover;2,491;466;402;16.1;23;7;1,880;75.5;2,318;2,023;295;991;42.8
892000;Gewaltkriminalität;08221000;Heidelberg;508;316;75;14.8;4;1;388;76.4;533;463;70;292;54.8
892000;Gewaltkriminalität;08121000;Heilbronn;348;278;49;14.1;2;3;281;80.7;356;304;52;209;58.7
892000;Gewaltkriminalität;05916000;Herne;497;318;92;18.5;2;3;369;74.2;432;356;76;159;36.8
892000;Gewaltkriminalität;03254021;Hildesheim;398;391;58;14.6;2;2;337;84.7;399;336;63;127;31.8
892000;Gewaltkriminalität;09161000;Ingolstadt;402;297;67;16.7;1;2;324;80.6;402;343;59;214;53.2
892000;Gewaltkriminalität;16053000;Jena;277;249;64;23.1;1;1;204;73.6;251;233;18;97;38.6
892000;Gewaltkriminalität;08212000;Karlsruhe;777;249;111;14.3;10;5;591;76.1;736;649;87;372;50.5
892000;Gewaltkriminalität;06611000;Kassel;777;387;102;13.1;8;5;597;76.8;710;618;92;299;42.1
892000;Gewaltkriminalität;01002000;Kiel;923;372;121;13.1;9;5;660;71.5;830;716;114;299;36.0
892000;Gewaltkriminalität;07111000;Koblenz;444;390;59;13.3;4;1;333;75.0;438;385;53;139;31.7
892000;Gewaltkriminalität;05315000;Köln;5,047;467;863;17.1;35;14;3,375;66.9;4,813;4,044;769;1,949;40.5
892000;Gewaltkriminalität;05114000;Krefeld;682;301;120;17.6;4;0;523;76.7;666;564;102;234;35.1
892000;Gewaltkriminalität;14713000;Leipzig;1,896;326;267;14.1;13;8;1,287;67.9;1,477;1,281;196;598;40.5
892000;Gewaltkriminalität;05316000;Leverkusen;524;320;102;19.5;0;1;407;77.7;620;520;100;193;31.1
892000;Gewaltkriminalität;01003000;Lübeck;878;406;136;15.5;8;3;697;79.4;771;663;108;262;34.0
892000;Gewaltkriminalität;07314000;Ludwigshafen am Rhein;783;465;122;15.6;9;4;614;78.4;749;622;127;338;45.1
892000;Gewaltkriminalität;15003000;Magdeburg;928;389;171;18.4;3;5;630;67.9;732;634;98;193;26.4
892000;Gewaltkriminalität;07315000;Mainz;743;345;126;17.0;5;4;573;77.1;765;656;109;331;43.3
892000;Gewaltkriminalität;08222000;Mannheim;1,147;372;176;15.3;10;2;862;75.2;1,139;968;171;546;47.9
892000;Gewaltkriminalität;05170024;Moers;258;248;34;13.2;0;0;197;76.4;269;237;32;84;31.2
892000;Gewaltkriminalität;05116000;Mönchengladbach;761;290;99;13.0;6;2;558;73.3;688;594;94;248;36.0
892000;Gewaltkriminalität;05117000;Mülheim an der Ruhr;344;201;58;16.9;1;0;276;80.2;394;314;80;164;41.6
892000;Gewaltkriminalität;09162000;München;3,630;249;638;17.6;14;2;2,903;80.0;3,743;3,198;545;2,178;58.2
892000;Gewaltkriminalität;05515000;Münster;741;236;138;18.6;14;2;538;72.6;693;599;94;290;41.8
892000;Gewaltkriminalität;05162024;Neuss;404;263;52;12.9;2;1;302;74.8;428;366;62;160;37.4
892000;Gewaltkriminalität;09564000;Nürnberg;1,750;340;274;15.7;8;8;1,429;81.7;1,751;1,421;330;851;48.6
892000;Gewaltkriminalität;05119000;Oberhausen;554;262;98;17.7;2;2;391;70.6;571;489;82;206;36.1
892000;Gewaltkriminalität;06413000;Offenbach am Main;423;334;56;13.2;4;5;326;77.1;454;396;58;271;59.7
892000;Gewaltkriminalität;03403000;Oldenburg (Oldenburg);530;317;72;13.6;10;1;408;77.0;514;441;73;194;37.7
892000;Gewaltkriminalität;03404000;Osnabrück;780;475;82;10.5;5;0;603;77.3;727;624;103;261;35.9
892000;Gewaltkriminalität;05774032;Paderborn;396;266;64;16.2;1;0;292;73.7;354;310;44;122;34.5
892000;Gewaltkriminalität;08231000;Pforzheim;373;300;45;12.1;4;3;285;76.4;383;343;40;217;56.7
892000;Gewaltkriminalität;12054000;Potsdam;442;252;96;21.7;11;1;340;76.9;380;337;43;144;37.9
892000;Gewaltkriminalität;05562032;Recklinghausen;452;399;77;17.0;3;2;337;74.6;427;364;63;138;32.3
892000;Gewaltkriminalität;09362000;Regensburg;465;308;84;18.1;5;0;343;73.8;400;343;57;189;47.3
892000;Gewaltkriminalität;05120000;Remscheid;284;257;51;18.0;1;1;221;77.8;276;233;43;96;34.8
892000;Gewaltkriminalität;08415061;Reutlingen;305;263;38;12.5;3;1;244;80.0;284;253;31;159;56.0
892000;Gewaltkriminalität;13003000;Rostock;627;301;126;20.1;2;2;505;80.5;580;503;77;160;27.6
892000;Gewaltkriminalität;10041100;Saarbrücken;989;547;151;15.3;5;6;742;75.0;886;703;183;348;39.3
892000;Gewaltkriminalität;03102000;Salzgitter;291;278;38;13.1;2;2;241;82.8;319;282;37;147;46.1
892000;Gewaltkriminalität;13004000;Schwerin;341;356;49;14.4;0;0;270;79.2;365;320;45;147;40.3
892000;Gewaltkriminalität;05970040;Siegen;293;286;48;16.4;3;3;242;82.6;305;270;35;139;45.6
892000;Gewaltkriminalität;05122000;Solingen;349;220;50;14.3;1;2;251;71.9;384;315;69;145;37.8
892000;Gewaltkriminalität;08111000;Stuttgart;2,387;377;522;21.9;14;5;1,749;73.3;2,288;2,007;281;1,226;53.6
892000;Gewaltkriminalität;07211000;Trier;340;309;53;15.6;3;1;273;80.3;362;306;56;119;32.9
